smiles,group,FDAMDD
O([C@@H]1[C@@H](C)O[C@@H](O[C@@H]2C[C@@H]3[C@@](C)([C@@H]4[C@H]([C@]5(O)[C@@](C)([C@@H](C6=CC(=O)OC6)CC5)CC4)CC3)CC2)C[C@@H]1O)[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)C2)[C@@H](O)C1,training,1.0
N(N)c1nnc(NN)c2c1cccc2,training,0.0
O(C)c1c2O[C@H]3[C@@H](O)CC[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,training,1.0
N(CCCN1c2c(C(C)(C)c3c1cccc3)cccc2)(C)C,training,0.0
C(c1ccccc1)(c1ccccc1)=C1CC[N+](C)(C)CC1,training,0.0
O=C(OCC)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,training,1.0
O=C1N(C)C(=O)c2n(CC3OCCO3)cnc2N1C,training,0.0
O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,1.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@H](CC(=O)[C@H](C)C4)CC3)CC2)CC1)CC,training,1.0
Fc1c(N2CCNCC2)nc2N(CC)C=C(C(=O)O)C(=O)c2c1,training,0.0
O=C(O)CCC/C=C/1\O[C@@H]2[C@@H]([C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C2)C\1,training,1.0
O=C(O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](OC)(C)C3)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]2(O)C)O[C@H](C)C[C@@H]1N(C)C)CC,training,0.0
O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,1.0
ClCCN(CCCl)c1ccc(CC(=O)O[C@@H]2[C@]3(C)[C@H]([C@H]4[C@@H](c5c(cc(OC(=O)Cc6ccc(N(CCCl)CCCl)cc6)cc5)CC4)CC3)CC2)cc1,training,0.0
Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)cc1,training,1.0
O=C(OCC)c1n(C(C)c2ccccc2)cnc1,training,1.0
FC=1C(=O)NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)C2)C=1,training,1.0
OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)C(O)O1,training,0.0
O([C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](NC)[C@](O)(C)CO2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](N)CC[C@@H](C(N)C)O1,training,1.0
S(=O)(=O)(NC(=O)NN1CC2C(C1)CCC2)c1ccc(C)cc1,training,0.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCN2C(=O)C(C)(C)c3c(C2=O)cc(OC)cc3)cc1,training,1.0
OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](N)[C@H](O)O1,training,0.0
S(=O)(=O)(Nc1sc(C(C)(C)C)nn1)c1ccccc1,training,0.0
O=C(O)CN,training,0.0
O=C1N(C)C(=O)NC(=O)C1(C)C1=CCCCC1,training,0.0
O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)CC1,training,1.0
O=C1NC(=O)CN(C(CN2CC(=O)NC(=O)C2)C)C1,training,0.0
ICCC1OC(CO)CO1,training,0.0
Ic1c(O)c2ncccc2c(I)c1,training,0.0
IC=1C(=O)NC(=S)NC=1,training,0.0
Ic1c(NC(=O)[C@@H](O)C)c(I)c(C(=O)NC(CO)CO)c(I)c1C(=O)NC(CO)CO,training,0.0
Ic1cc(C(CCCCCCCCC(=O)OCC)C)ccc1,training,0.0
O=C(NNC(C)C)c1ccncc1,training,0.0
O=C(NN)c1ccncc1,training,0.0
OC(CNC(C)C)c1cc(O)c(O)cc1,training,1.0
Clc1c([C@]2(Cn3ncnc3)O[C@@H](COc3ccc(N4CCN(c5ccc(N6C(=O)N(C(CC)C)N=C6)cc5)CC4)cc3)CO2)ccc(Cl)c1,training,0.0
O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,training,0.0
Clc1c(Cl)cccc1-c1c(N)nc(N)nn1,training,0.0
FC(F)(F)c1ccc(NC(=O)c2c(C)onc2)cc1,training,1.0
N#Cc1ccc(C(n2ncnc2)c2ccc(C#N)cc2)cc1,training,1.0
Oc1cc2c(cc1)C[C@H]1N(C)CC[C@@]32[C@H]1CCCC3,training,1.0
Ic1c(Oc2cc(I)c(O)cc2)c(I)cc(C[C@H](N)C(=O)O)c1,training,1.0
Clc1cc2c(C(=C3CCN(C(=O)OCC)CC3)c3ncccc3CC2)cc1,training,1.0
Clc1c(CO)n(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)c(CCCC)n1,training,1.0
O=C(N(CC)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,training,1.0
O=C(OCC(C(CC)C)(COC(=O)N)C)N,training,0.0
N(C)C1(C)C(C)(C)C2CC1CC2,training,1.0
O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C,training,1.0
OC1C(C(C)C)CCC(C)C1,training,0.0
O=C(OCC(COC(=O)N)(CCC)C)N,training,0.0
[SH0](=O)(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,training,0.0
O(C)c1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)cc1,training,1.0
N(C(N(C)C)=N)=C(N)N,training,0.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC2)C=C1,training,1.0
S(=O)(=O)(N)C=1SC(=NC(=O)C)N(C)N=1,training,0.0
O(C)c1cc2N(C[C@@H](CN(C)C)C)c3c(Sc2cc1)cccc3,training,1.0
[N+](C)(C)=C1C=C2Sc3c(N=C2C=C1)ccc(N(C)C)c3,training,0.0
O=C1C(CC)(CC)C(=O)NCC1C,training,0.0
O=C(O)Cc1cc2N(C)c3c(Sc2cc1)cccc3,training,0.0
O=C(C(C)(C)c1cnccc1)c1cnccc1,training,0.0
Fc1cc2c([C@H](C(C)C)[C@@](OC(=O)COC)(CCN(CCCc3[nH]c4c(n3)cccc4)C)CC2)cc1,training,1.0
Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
Clc1cc2C(c3c(F)cccc3)=NCc3n(c(C)nc3)-c2cc1,training,1.0
O=C1N(c2ccccc2)NC(=O)C1CCCC,training,0.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)C=C1,training,1.0
O=C(OCCN(CC)CC)C(Cc1c2c(ccc1)cccc2)CC1OCCC1,training,0.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(CC=C)CC3)C4)C=C1,training,1.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)CCCCCCCCC,training,1.0
O=C(O)[C@@H]1[C@@H](O)C[C@]2(O)O[C@H]1C[C@@H](O[C@H]1[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O1)/C=C/C=C/C=C/C=C/C[C@@H](C)OC(=O)/C=C/[C@H]1O[C@@H]1C[C@H](O)C2,training,1.0
O=C(O)C=1N(CC)c2c(CCC)c3OC(C(=O)O)=CC(=O)c3cc2C(=O)C=1,training,1.0
O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(=O)C2)cc1,training,0.0
S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1nc(CN(C)C)sc1,training,0.0
O=C(O[C@H]1[C@@H](O)[C@H](Oc2c(C)c3OC(=O)C(NC(=O)c4cc(CC=C(C)C)c(O)cc4)C(=O)c3cc2)OC(C)(C)[C@@H]1OC)N,training,0.0
O(C)[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@H]3[C@H](O)[C@@H](N(C)C)C[C@@H](C)O3)[C@@H](C)C[C@]3(C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)OC3)C1,training,0.0
O=C(O)Cc1cc2/C(=C/CCN(C)C)/c3c(cccc3)COc2cc1,training,1.0
[SH0](=O)(Cc1c(C)c(OC)c(C)cn1)c1[nH]c2c(n1)ccc(OC)c2,training,1.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)c3c(C)onc3-c3ccccc3)C(=O)N12,training,0.0
Clc1cc2C(c3ccccc3)=NC(O)C(=O)Nc2cc1,training,1.0
O=C(CCN[C@H]([C@H](O)c1ccccc1)C)c1cc(OC)ccc1,training,1.0
O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(C)CC3)C4)CC1,training,1.0
P(=O)(O)(O)C(P(=O)(O)O)(O)CCN,training,1.0
O=C(NCCC(=O)O)[C@H](O)C(CO)(C)C,training,1.0
N(CC#C)(Cc1ccccc1)C,training,0.0
O=C(CC)c1ccc(O)cc1,training,0.0
O=C1C(c2ccccc2)OC(N)=N1,training,1.0
O=C(OC1CCN(C)CC1)C(C(CC)C)c1ccccc1,training,1.0
O=C1C(C(CCC)C)(CC)C(=O)NC(=O)N1,training,0.0
Clc1ccc(C(O)(C(O)(C)C)C)cc1,training,0.0
CN1CC=2C(c3ccccc3)c3c(cccc3)C=2CC1,training,1.0
O=C1C(CC)(c2ccccc2)C(=O)NC(=O)N1,training,1.0
ClCCN(C(COc1ccccc1)C)Cc1ccccc1,training,1.0
NC(Cc1ccccc1)(C)C,training,1.0
O=C(O)C(N)Cc1ccccc1,training,0.0
O[C@@H](CNC)c1cc(O)ccc1,training,1.0
O[C@H]([C@H](N)C)c1ccccc1,training,0.0
O=C1C(c2ccccc2)(c2ccccc2)NC(=O)N1,training,0.0
O=C(OCC)c1c(C)c2C(=O)NN=C(CO)c2cc1C,training,0.0
CN1CCC(=C2c3c(scc3)CCc3c2cccc3)CC1,training,1.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=CC2=C[C@@H](O)C1)[C@H](CC)C,training,1.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,training,1.0
O[C@H]([C@@H](NC)C)c1ccccc1,training,0.0
C(=C/C=1N(C)CCCN=1)\c1sccc1,training,0.0
O(C)c1ccc(CN(CCN(C)C)c2ncccc2)cc1,training,1.0
Clc1ccc(-c2c(N)nc(N)nc2CC)cc1,training,1.0
O=C1N=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)c3c(N=C2C(=O)N1)cc(C)c(C)c3,training,1.0
O=C1Nc2c(C)nn(CC)c2C(c2ccccc2)=NC1,training,1.0
P(=O)(O)(O)C(P(=O)(O)O)(O)Cc1cnccc1,training,1.0
N(CCc1c2c([nH]c1)ccc(Cn1ncnc1)c2)(C)C,training,1.0
O(CCN(C)c1ncccc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,training,1.0
O=C(OC1C[C@@H]2N(C)[C@@H]([C@H]3O[C@@H]23)C1)[C@H](CO)c1ccccc1,training,1.0
Clc1c(Cl)ccc([C@H]2c3c([C@@H](NC)CC2)cccc3)c1,training,1.0
O=C(O)COc1c(C(=O)/C=C/c2ccc(OCC=C(C)C)cc2)ccc(OCC=C(C)C)c1,training,0.0
S(=O)(=O)(N=C(N)N)c1ccc(N)cc1,training,0.0
S(=O)(=O)(/N=C(/Nc1oc(C)c(C)n1)\N)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1nc(C)cc(C)n1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1oc(C)c(C)n1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1c(OC)nnc(OC)c1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(N)c1c(OC)ccc(C[C@H](NCCOc2c(OCC)cccc2)C)c1,training,1.0
OC(c1ccccc1)(c1ccccc1)C1CCN(CCCC(O)c2ccc(C(C)(C)C)cc2)CC1,training,1.0
OCCc1c(C)[n+](Cc2c(N)nc(C)nc2)cs1,training,1.0
S(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,training,0.0
S=P(N1CC1)(N1CC1)N1CC1,training,1.0
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(CC(N)C(=O)O)c1,training,1.0
O=C(O)C(C)c1sc(C(=O)c2ccccc2)cc1,training,0.0
Clc1c(Cl)c(C(=O)c2sccc2)ccc1OCC(=O)O,training,0.0
Clc1c(NC2=NCCN2)c2nsnc2cc1,training,1.0
S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(C)ccc2)ccnc1,training,1.0
O(C(COCc1ccccc1)[C@@H]1[C@H](OCc2ccccc2)[C@@H](O)[C@H](OCC)O1)Cc1ccccc1,training,0.0
ClC(Cl)(Cl)COP(=O)(O)O,training,0.0
FC(F)(F)c1cc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)ccc1,training,1.0
N(CC(CN1c2c(cccc2)CCc2c1cccc2)C)(C)C,training,0.0
N(CCN(Cc1ccccc1)c1ncccc1)(C)C,training,0.0
O(CC1(C)Oc2c(C)c(C)c(O)c(C)c2CC1)c1ccc(CC2C(=O)NC(=O)S2)cc1,training,0.0
OCCN(CCO)CCO,training,0.0
O=C(OCC(COC(=O)N)(CCC)C)NCCCC,training,0.0
O[C@@H]1[C@@H](O)C(O)OC[C@H]1O,training,0.0
O=C(N/N=C(\C)/[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1)c1ccccc1,training,1.0
S(=O)(=O)(N)c1sc(NC(=O)C)nn1,training,0.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(=O)C)cc1,training,0.0
O=C(OC)[C@H]1[C@@](O)(CC)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](O[C@@H]4O[C@@H](C)C(=O)CC4)[C@@H](O)C3)[C@@H](N(C)C)C2)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc12,training,1.0
O[C@@H]1C(=C)/C(=C/C=C/2\[C@H]3[C@@](C)([C@@H]([C@@H](CCCC(C)C)C)CC3)CCC\2)/C[C@@H](O)C1,training,1.0
Clc1c(N(CC=C)C2=NCCN2)c(Cl)ccc1,training,1.0
S=C(N=Nc1ccc(NN=C(N)N)cc1)N,training,1.0
O=C(O)c1c(O)cc(N)cc1,training,0.0
NC(Cc1ccccc1)C,training,1.0
OC[C@@H]1[C@@H](O)[C@@H]2OC3=NC(=N)C=CN3[C@@H]2O1,training,0.0
O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,1.0
Oc1c(O)ccc2c1-c1c3[C@H](N(C)CCc3ccc1)C2,training,1.0
O=C(OC)C1=CCCN(C)C1,training,1.0
O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,training,0.0
O=C(OC1C[C@@H]2[N+]([O-])(C)[C@H](C1)CC2)C(CO)c1ccccc1,training,1.0
CN1CCC(=C2c3ncccc3CCc3c2cccc3)CC1,training,1.0
S(c1n(C)cnc1[N+](=O)[O-])c1ncnc2nc[nH]c12,training,0.0
Clc1ccc(C(CN)CC(=O)O)cc1,training,1.0
O=C(OCC)[C@@H](N[C@@H]1C(=O)N(CC(=O)O)c2c(cccc2)CC1)CCc1ccccc1,training,1.0
O=C([O-])C[N+](C)(C)C,training,0.0
O=C(OC(C[N+](C)(C)C)C)N,training,0.0
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,training,1.0
O=C(Oc1ccc(C(c2ncccc2)c2ccc(OC(=O)C)cc2)cc1)C,training,1.0
O=C(OC(COc1c2c([nH]c(C)c2)ccc1)CNC(C)(C)C)c1ccccc1,training,1.0
BrC(Br)Br,training,0.0
Brc1sc2-n3c(C)nnc3CN=C(c3c(Cl)cccc3)c2c1,training,1.0
Clc1c(C2CCCCC2)ccc(C(=O)CCC(=O)O)c1,training,0.0
O=C(CO)[C@]12[C@]3(C)[C@H]([C@H]4[C@H]([C@@H](O)C3)[C@]3(C)C(=CC(=O)C=C3)CC4)C[C@H]1O[C@@H](CCC)O2,training,1.0
O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC2(C1)CCCC2,training,1.0
O=C(OC1C[C@@H]2[N+](Cc3ccc(OCCCC)cc3)(C)[C@H](C1)CC2)[C@H](CO)c1ccccc1,training,1.0
Oc1c(C(C)(C)C)cc(O)cc1,training,1.0
O=C(N(C(=O)[C@H]1CN(CC=C)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1)CCCN(C)C)NCC,training,1.0
O=C(N)N1c2c(cccc2)C=Cc2c1cccc2,training,0.0
O=C(OCCOCCN(CC)CC)C1(c2ccccc2)CCCC1,training,1.0
O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@](O)(CCCCC)C)[C@H](O)C[C@@H]1O,training,1.0
O=C(CC)c1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,training,1.0
ClC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC)CS[C@H]12)/C(=N\OC)/c1nc(N)sc1,training,0.0
O=C(OC(OC(=O)C1=C(COC)CS[C@@H]2[C@H](NC(=O)/C(=N\OC)/c3nc(N)sc3)C(=O)N12)C)OC(C)C,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)Cc1sccc1,training,0.0
Fc1ccc(-c2c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc(C(C)C)c2COC)cc1,training,1.0
Clc1ccc(C(N2CCN(CCOCC(=O)O)CC2)c2ccccc2)cc1,training,0.0
ClC(Cl)(Cl)[C@@H]1O[C@@H]2[C@@H](O)[C@@H]([C@H](O)CO)O[C@@H]2O1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N=CNc2c1,training,0.0
Clc1c(O)c2ncccc2c(Cl)c1,training,0.0
ClCCN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,training,0.0
Clc1ccc(OCC(O)COC(=O)N)cc1,training,0.0
Clc1cc2/C(=C/CCN(C)C)/c3c(Sc2cc1)cccc3,training,1.0
c1(C2(c3ccccc3)C(C3=NCCN3)C2)ccccc1,training,0.0
O=C(O)[C@H]1/C(=C/CO)/O[C@H]2N1C(=O)C2,training,0.0
Clc1ccc(OC(C(=O)OCC)(C)C)cc1,training,0.0
ClCCc1c(C)ncs1,training,0.0
Cl/C(=C(\c1ccc(OCCN(CC)CC)cc1)/c1ccccc1)/c1ccccc1,training,1.0
Clc1cc2N(CCCN(C)C)c3c(cccc3)CCc2cc1,training,0.0
Clc1c([C@@H](C(=O)OC)N2Cc3c(scc3)CC2)cccc1,training,1.0
Clc1c(CC(N)(C)C)cccc1,training,1.0
Oc1cc2C3(C)C(C)C(N(CC4CC4)CC3)Cc2cc1,training,1.0
O=C1C(CC)(C(=O)NC(=O)N1)C1=CCCCC1,training,0.0
ClCCN(CCCl)P1(=O)OCCCN1,training,0.0
O=C1[C@H](N)CON1,training,0.0
N=C(N)N1Cc2c(cccc2)CC1,training,0.0
O=C(O)CC[C@@H](C)[C@@H]1[C@@]2(C)C(=O)C[C@@H]3[C@]4(C)[C@H](CC(=O)[C@H]3[C@@H]2CC1)CC(=O)CC4,training,0.0
O=C1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,0.0
O=C(C)[C@]12[C@]3(C)[C@H]([C@H]4[C@@H]([C@]5(C)C(=CC(=O)CC5)CC4)CC3)C[C@H]1O[C@@](C)(c1ccccc1)O2,training,1.0
O=C(OCC(=O)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C,training,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)c4occc4)(C(=O)COC(=O)C)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,training,1.0
BrC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CBr,training,0.0
Clc1c(Cl)cc(S(=O)(=O)N)cc1S(=O)(=O)N,training,1.0
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,training,0.0
O=C1C(CC=2C(=O)Oc3c(C=2O)cccc3)=C(O)c2c(O1)cccc2,training,0.0
O=C(OCCN(CC)CC)C1(C2CCCCC2)CCCCC1,training,1.0
N(=Nc1ccc(C(=N)N)cc1)Nc1ccc(C(=N)N)cc1,training,1.0
Oc1c(O)ccc(CCNC(CCc2ccc(O)cc2)C)c1,training,1.0
S(=O)(=O)([O-])C(C(=O)OCC(CCCC)CC)CC(=O)OCC(CCCC)CC,training,1.0
O=C1N(CC)CC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1,training,1.0
Clc1cc2C(c3c(F)cccc3)=NC(O)C(=O)N(CCO)c2cc1,training,1.0
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@H]([C@@]4(C)C(=CC(=O)CC4)C=C3)CC2)CC1,training,1.0
O=C(O)/C(=C/c1n(Cc2ccc(C(=O)O)cc2)c(CCCC)nc1)/Cc1sccc1,training,0.0
O=[N+](O[C@@H]([C@@H](O[N+](=O)[O-])CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],training,1.0
O=C(OC)CCc1ccc(OCC(O)CNC(C)C)cc1,training,1.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)CCCCCCCCCC,training,1.0
O=C(N(CC)CC)c1cc(OC)c(O)cc1,training,0.0
O=C(N)c1c(OCC)cccc1,training,0.0
O=C(OC1(C#C)CCCCC1)N,training,0.0
O=C1N(CC)C(=O)NC1c1ccccc1,training,0.0
O[C@]1(CC)[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CCCC4)CC3)CC2)CC1,training,1.0
O=C(OCC)/C=C(/C=C/C=C(/C=C/c1c(C)c(C)c(OC)cc1C)\C)\C,training,1.0
FC(F)(F)c1cc(CC(NCC)C)ccc1,training,1.0
O=C(N(c1ccccc1)C1CCN(CCc2ccccc2)CC1)CC,training,1.0
P(=O)(OC[C@@H]1[C@@H](O)[C@H](O)[C@H](n2c3nc(F)nc(N)c3nc2)O1)(O)O,training,1.0
Fc1c(C2=NCC(=O)N(C)c3c2cc([N+](=O)[O-])cc3)cccc1,training,1.0
FC=1C(=O)NC(=O)NC=1,training,0.0
FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,training,1.0
Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CCN(CC)CC)c2cc1,training,1.0
Fc1ccc(-c2c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)n(C(C)C)c3c2cccc3)cc1,training,1.0
Clc1c(CN(CC(=O)N2CCOCC2)C)c(NC(=O)c2ccccc2)ccc1,training,0.0
OC[C@]1(O)[C@@H](O)[C@H](O)[C@H](O)CO1,training,0.0
Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,training,0.0
O=C(O)c1ncc(CCCC)cc1,training,0.0
O=C(O)C(CCCOc1c(C)ccc(C)c1)(C)C,training,0.0
O([C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](NC)[C@](O)(C)CO2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](N)CC[C@@H](C(NC)C)O1,training,1.0
Clc1ccc(C(Oc2cc(C(F)(F)F)ccc2)C(=O)OCCNC(=O)C)cc1,training,0.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N12,training,0.0
N(N)c1nncc2c1cccc2,training,0.0
Oc1c(/C=C/c2ccc(C(=N)N)cc2)ccc(C(=N)N)c1,training,0.0
O=C(Oc1c(OC(=O)C(C)C)ccc(CCNC)c1)C(C)C,training,0.0
O=C(O)C(C)c1ccc(CC(C)C)cc1,training,0.0
O=C(OCc1ncccc1)C(C)c1ccc(CC(C)C)cc1,training,0.0
Ic1c(NC(=O)C)c(I)c(CNC(=O)C)c(I)c1C(=O)O,training,0.0
IC=1C(=O)C(I)=CN(CC(=O)O)C=1,training,0.0
Ic1c(NC(=O)COC)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)N(CC(O)CO)C,training,0.0
Ic1c(NC(=O)C)c(I)c(C(=O)NC)c(I)c1C(=O)O,training,0.0
Ic1c(N(C(=O)C)C)c(I)c(C(=O)NC)c(I)c1C(=O)NCC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,training,0.0
Ic1c(N=CN(C)C)c(I)cc(I)c1CCC(=O)O,training,0.0
Clc1c(C2(NC)C(=O)CCCC2)cccc1,training,1.0
O=C1N([C@@H]2O[C@H](CO)SC2)C=CC(N)=N1,training,0.0
O=C(O)[C@@H](N)CC(C)C,training,0.0
O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,training,0.0
Clc1ccc(N(C(=O)Cc2ccccc2)C2CCN(C(C)C)CC2)cc1,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.0
O=C1C(C)=CC(=O)c2c1cccc2,training,1.0
O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,training,0.0
S=C1N=CNc2nc[nH]c12,training,0.0
O=C(N)C=1C(=O)[C@@H](N(C)C)[C@@H]2[C@@H](O)[C@@H]3C(=C)c4c(c(O)ccc4)C(O)=C3C(=O)[C@]2(O)C=1O,training,0.0
O=C(O)C(C(CC)c1cc2c(cc(OC)cc2)cc1)(C)C,training,1.0
N(CCN(Cc1sccc1)c1ncccc1)(C)C,training,0.0
Fc1ccc(C(=O)CCCN2CCC(C)CC2)cc1,training,0.0
O=C(OC)C(c1ccccc1)C1NCCCC1,training,1.0
S(=O)(=O)([O-])CCN(C(=O)CCCCCCC(=O)OCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1)C,training,1.0
O(CCc1ccc(OCC(O)CNC(C)C)cc1)C,training,0.0
