smiles,group,NR-Aromatase
O(C)c1c2Oc3c4OCOc4cc4c3[C@@H](N(C)CC4)Cc3ccc(Oc4c(OC)ccc(c4)C[C@H]4N(C)CCc(c4c2)c1)cc3,training,0.0
O=C1c2c(O)c(O)ccc2C(=O)c2c1cccc2,training,0.0
Oc1ccc(CC(N)C)cc1,training,0.0
O(C)c1cc(OC)cc(OC)c1,training,0.0
O[C@@](CCC=C(C)C)(C)[C@H]1CC=C(C)CC1,training,0.0
O=C(Oc1c(C)c(C)c2O[C@@](CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)(C)CCc2c1C)C,training,0.0
O([C@@H]([C@H]1N2C[C@H](C=C)[C@H](C1)CC2)c1c2c(ncc1)ccc(OC)c2)C(=O)OCC,training,0.0
O=C1c2c(O)cc(CO)cc2[C@@H]([C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)c2c1c(O)ccc2,training,0.0
O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)CC[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,training,0.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)CC2=C)C=C1,training,1.0
S(=O)(=O)(N)c1ccc(-n2c(-c3cc(F)c(OC)cc3)cc(C(F)F)n2)cc1,training,0.0
O=C(Oc1c(OC(=O)C)cccc1C(=O)O)C,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1ccc(O)cc1,training,0.0
O=C1NC=Nc2nc[nH]c12,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.0
O[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](CC[C@H](C(C)C)CC)C)CC4)CC3)CC=2)CC1,training,0.0
O=C1NC(=N)N(C)C1,training,0.0
N(CCN(Cc1ccccc1)c1ncccc1)(C)C,training,0.0
O[C@@H]([C@@H](N(C)C)C)c1ccccc1,training,0.0
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(O)c3nc2)O1,training,0.0
O([C@H]1[C@H](O)[C@@H](NC)C[C@@H](N)[C@@H]1O)[C@@H]1O[C@H](CO)[C@H](O)[C@@H]2OC3([C@H](O)[C@@H](O)[C@@H](O)[C@@H](C(N)CO)O3)O[C@H]12,training,0.0
Clc1c(C2C(C(=O)OCC)=C(COCCN)NC(C)=C2C(=O)OC)cccc1,training,1.0
C(C)(C)c1cc-2c(C)ccc-2c(C)cc1,training,0.0
OC(C=C)(CC/C=C(/CCC=C(C)C)\C)C,training,0.0
S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3c3nc4n(c23)C=CC(C)=C4)O/C=C/[C@H](OC)[C@H]1C)C,training,0.0
N(C)(C)[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@]5([C@@H]([C@H](C)N(C)C5)CC4)CC3)CC=2)CC1,training,0.0
O=C1C(C)=C(/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C)C(=O)CCC2(C)C)\C)\C)/C)/C)C(C)(C)CC1,training,0.0
N(CCc1c2c([nH]c1)ccc(Cn1ncnc1)c2)(C)C,training,0.0
O(CCO)CCN1CCN(C2=Nc3c(Sc4c2cccc4)cccc3)CC1,training,0.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H](C(=O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,training,0.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@H]3OC(=O)C[C@H](O)C3)[C@@H](C)C=CC2=CCC1)[C@H](CC)C,training,1.0
N(Cc1ccccc1)C,training,0.0
Clc1c(OC(F)(F)C(F)C(F)(F)F)cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)c1,training,0.0
ClC1=NO[C@H]([C@H](N)C(=O)O)C1,training,1.0
O=C(O)[C@H]1/C(=C/CO)/O[C@H]2N1C(=O)C2,training,0.0
O=C(Oc1c(C(=O)O)cccc1)c1c(O)cccc1,training,0.0
[Au]SC1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.0
P(=O)(O)(O)C(P(=O)(O)[O-])(O)CCCN,training,0.0
O=C1C(C(CCC)C)(CC)C(=O)NC(O)=N1,training,0.0
CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,training,0.0
C(=C/C=C/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C)(\C=C\C=C(\C=C\C=1C(C)(C)CCCC=1C)/C)/C,training,0.0
O=C(O)[C@@H](NC(=O)c1ccc(NCc2nc3C(=O)N=C(N)Nc3nc2)cc1)CCC(=O)O,training,0.0
O=C1N([C@@H]2O[C@H](CO)[C@@H](O)C2)C=C(C)C(=O)N1,training,0.0
O[C@@H](CNC)c1cc(O)c(O)cc1,training,0.0
O=C(NCCCO)[C@H](O)C(CO)(C)C,training,0.0
O(C)c1c2O[C@H]3C(=O)CC[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,training,0.0
Clc1cc2C(=[N+]([O-])CC(NC)=Nc2cc1)c1ccccc1,training,0.0
S(=O)(=O)(N)Cc1noc2c1cccc2,training,0.0
Clc1c([C@@H](C(=O)OC)N2Cc3c(scc3)CC2)cccc1,training,0.0
OC[C@@H]1[C@@H](O)[C@@H]2OC3=NC(=N)C=CN3[C@@H]2O1,training,0.0
Clc1cc2C(c3ccccc3)=NC(O)C(=O)Nc2cc1,training,0.0
O=C(OCC(CCCC)CC)c1c(O)cccc1,training,0.0
O=C1N(C)C(=O)c2n(CC3OCCO3)cnc2N1C,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)Cc1sccc1,training,0.0
O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],training,0.0
O=C[C@]1(O)[C@@H](O[C@H]2[C@@H](NC)[C@H](O)[C@@H](O)[C@H](CO)O2)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]2NC(=N)N)O[C@H]1C,training,0.0
O=C(O)[C@H]1[C@@](Cn2nncc2)(C)S(=O)(=O)[C@H]2N1C(=O)C2,training,0.0
O=C1N([C@@H]2O[C@H](CO)SC2)C=CC(N)=N1,training,0.0
O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3c(O)c2C1,training,1.0
O=C1OC2(c3c1cccc3)c1c(Oc3c2ccc(O)c3)cc(O)cc1,training,0.0
O[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](CCCC(C)C)C)CC4)CC3)CC=2)CC1,training,0.0
P(=O)(O)([O-])C(P(=O)(O)[O-])(O)C,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@H]3[C@H](O)[C@@H](O)[C@H](O)C(CO)=C3)[C@@H](C)O2)[C@@H](CO)O1,training,0.0
O=C(O[C@H]1C2(C)C(C)(C)C(C1)CC2)C,training,0.0
O=C(OCC(=O)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C(C)(C)C,training,0.0
O=C1N(C)C(=O)NC(=O)C1(CC)c1ccccc1,training,0.0
O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,training,0.0
O=C(OC1C(C(C)C)CCC(C)C1)c1c(N)cccc1,training,0.0
O=C1NC2=C([C@]3(N)/C(=C/C)/[C@@H](C=C(C)C3)C2)C=C1,training,0.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O=C(Oc1cc(C)ccc1)C,training,0.0
CC1OC(C)OC(C)O1,training,0.0
OCCCCCCCCCCCCCCCC,training,0.0
OCCCCCCCCCCCCCCCCCC,training,0.0
OCCCCCCCCCCCCCCCCCCCCCC,training,0.0
O=C(O)CCC(=O)O,training,0.0
ClC(Cl)(Cl)C(O)O,training,0.0
Nc1ccc(N)cc1,training,0.0
O=C(OC)c1ccc(O)cc1,training,0.0
Oc1ccc(C(C)(C)C)cc1,training,0.0
N(N)c1ccccc1,training,0.0
O(OC(=O)c1ccccc1)C(=O)c1ccccc1,training,0.0
O[C@H]1[C@H](C(C)C)CC[C@@H](C)C1,training,0.0
O=C(OCCC)c1ccccc1,training,0.0
Clc1c(C)cc(O)c(C(C)C)c1,training,0.0
S(CCOCCO)CCCCCCCCCCCC,training,0.0
O=[N+](OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],training,0.0
Brc1c(Br)c(Br)c2C(c3cc(S(=O)(=O)[O-])c(O)cc3)(c3cc(S(=O)(=O)[O-])c(O)cc3)OC(=O)c2c1Br,training,0.0
O=C(OC[C@@H]1[C@@H](OC(=O)c2cnccc2)[C@H](OC(=O)c2cnccc2)[C@@](O)(COC(=O)c2cnccc2)O1)c1cnccc1,training,0.0
O=C(N1CCOCC1)c1cc(OC)c(OC)c(OC)c1,training,0.0
IC=1C(=O)N(N(C)C=1C)c1ccccc1,training,0.0
O=C(CC(c1ccccc1)C=1C(=O)Oc2c(C=1[O-])cccc2)C,training,0.0
S(=O)(=O)(O)c1c(OC)cc(O)c(C(=O)c2ccccc2)c1,training,0.0
O[C@@H](CN)c1cc(O)c(O)cc1,training,0.0
O=C1C(CC)(c2ccccc2)CCC(=O)N1,training,0.0
OC1C(O)C(O)C(O)C(O)C1O,training,0.0
O[C@@H]([C@@H](O)[C@H](O)CO)[C@@H](O)CO,training,0.0
OCC(N)(CO)CO,training,0.0
Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,training,0.0
O=C1C(CC)(CC)C(=O)NC(=O)N1,training,0.0
N(N)c1nnc(NN)c2c1cccc2,training,0.0
SC(C(=O)NCC(=O)O)C,training,0.0
O=C1C(C/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C)=C(C)C(=O)c2c1cccc2,training,0.0
S(CC(=O)O)CC(N)C(=O)O,training,0.0
O=C1N(C)C(O)=NC(=O)C1(C)C1=CCCCC1,training,0.0
S(CCC(N)C(=O)O)C,training,0.0
O=C(OCCN(CC)CC)C(O)(c1ccccc1)c1ccccc1,training,0.0
Clc1ccc(CC(O)(C(CN(C)C)C)C)cc1,training,0.0
[Se](CCC(N)C(=O)O)C,training,0.0
Clc1c(C2=NC(O)C(=O)Nc3c2cc(Cl)cc3)cccc1,training,0.0
Clc1cc2C(c3ccccc3)=NC(O)C(=O)N(C)c2cc1,training,0.0
S(=O)(=O)(NC(=O)NCCCC)c1ccc(N)cc1,training,0.0
O=C(O)/C=C/c1ccc(OC)cc1,training,0.0
S(C(=O)C(c1ccccc1)c1ccccc1)CCN(CC)CC,training,0.0
O=C(OCCN(CC)CC)c1ccc(OCC)cc1,training,0.0
Fc1cc2[C@]3(C(=O)NC(=O)N3)CCOc2cc1,training,0.0
O=C(N(O)C(C)c1sc2c(c1)cccc2)N,training,0.0
Clc1c(Cl)c(C(=O)c2sccc2)ccc1OCC(=O)O,training,0.0
S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@H]1COCC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cn3nnnc3)[C@H]2SC1)c1sc(C)nn1,training,0.0
O=C(O)[C@H](N)C(C)C,training,0.0
O=C(O)c1c(O)cc(N)cc1,training,0.0
FC(F)(F)c1cc(CC(NCC)C)ccc1,training,0.0
Brc1c(O)c(C(=O)Nc2ccc(Br)cc2)cc(Br)c1,training,0.0
O=C(OC)c1cnccc1,training,0.0
Clc1c(C2(NC)C(=O)CCCC2)cccc1,training,0.0
O=C(Nc1c(C)cccc1C)[C@H]1N(CCCC)CCCC1,training,0.0
ClC(Cl)(Cl)[C@@H]1O[C@@H]2[C@@H](O)[C@@H]([C@H](O)CO)O[C@@H]2O1,training,0.0
O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,training,0.0
O=C(O)CNC(=O)c1ccccc1,training,0.0
O=C1C(CC)(c2ccccc2)C(=O)NC(=O)N1,training,0.0
S=C1N(CC=C)C(=O)C(CC(C)C)N1,training,0.0
S(NC1CCCCC1)c1sc2c(n1)cccc2,training,0.0
IOc1c(C(C)C)cc(c(C)c1)-c1c(C)cc(OI)c(C(C)C)c1,training,0.0
O=C(OCC(O)C)CCCCCCCCCCCCCCCCC,training,0.0
O=C(OC1CC(C)(C)CC(C)C1)C(O)c1ccccc1,training,0.0
Clc1c(OCC=C)ccc(CC(=O)O)c1,training,0.0
Ic1c([O-])c(I)cc2C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)[O-])=C3C(=C(I)C(=O)C(I)=C3)Oc12,training,0.0
Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3NC(=O)CCc3cc2)CC1,training,0.0
N(Cc1c2c(ccc1)cccc2)(Cc1ccc(C(C)(C)C)cc1)C,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N/O)/c1nc(N)sc1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=CC)CS[C@H]12)[C@H](N)c1ccc(O)cc1,training,0.0
O=C1NC=Nc2n([C@@H]3O[C@H](CO)CC3)cnc12,training,0.0
Clc1cnc(N2[C@@H](OC(=O)N3CCN(C)CC3)c3nccnc3C2=O)cc1,training,0.0
O=C(Nc1sc(C)cn1)C=1N(C)S(=O)(=O)c2c(C=1O)cccc2,training,0.0
O=C(OCCOCn1c2N=C(N)NC(=O)c2nc1)[C@@H](N)C(C)C,training,0.0
P(=O)(O)(O)C(P(=O)(O)O)(O)Cn1cncc1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)c1ccccc1,training,0.0
S=C1NC(=O)C(C(CCC)C)(CC)C(=O)N1,training,0.0
O=C1N(C2CCN(CC3(C)OCc4c(-n5c3ccc5)cccc4)CC2)c2c(N1)cccc2,training,1.0
P(=O)(O)(O)CN1C(=O)C(=O)Nc2c1cc(N1CCOCC1)c(C(F)(F)F)c2,training,0.0
Oc1ccc(CCN(C)C)cc1,training,0.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](N)C(=O)N12,training,0.0
O(C)c1c(OC)cc2NC(=O)NC(=O)c2c1,training,0.0
O=C1C(C)(C)c2c-3c4c(c(O)c2)c(C)cc(O)c4C(=O)c2c(O)cc(O)c1c-32,training,0.0
S(=O)(=O)(NCCc1sc(OCC(=O)O)cc1)c1ccccc1,training,0.0
O=C(O)C(Oc1ccc(C2c3c(cccc3)CCC2)cc1)(C)C,training,0.0
O=C(OC[C@@H](O)C1[C@H](O)[C@@H](O)CO1)CCCCCCCCCCC,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)Cc1ccccc1,training,0.0
O=C(Nc1c(C)cc(C)cc1C)C1N(CCCC)CCC1,training,0.0
S(=O)(=O)(NCc1ccccc1)c1ccc(N)cc1,training,0.0
O=C1C(=O)c2ncccc2-c2c1nccc2,training,1.0
O=C(NN=CC=CC)c1ccncc1,training,0.0
[N+](CCC[N+]1(C)CC2(C)C(C)(C)C(C1)CC2)(C)(C)C,training,0.0
S(=O)(=O)(Nc1sccn1)c1ccc(NC(=O)C=CC(=O)O)cc1,training,0.0
S(=O)(=O)(NC(=O)N[C@H](Cc1ccccc1)C)c1ccc(C)cc1,training,0.0
O(CC(O)C[N+](C(C)C)(C)C)c1c2c(ccc1)cccc2,training,0.0
Fc1ccc(C(=O)CCCN2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,training,0.0
Clc1cc2C(N3CCN(C)CC3)=Nc3c(Sc2cc1)cccc3,training,0.0
Fc1cc2N=C(N3CCN(C)CC3)c3c(cccc3)Cc2cc1,training,0.0
O=C1N=C(N)NC=2NC[C@H]([C@@H](O)[C@@H](O)C)NC1=2,training,0.0
O=C1N(C)C(=O)N[C@@]1(CC)c1ccccc1,training,0.0
O=C(c1c(C)n(CCN2CCOCC2)c2c1cccc2)c1ccc(OC)cc1,training,0.0
Clc1c(-c2nc(N)nc(N)n2)cc(Cl)cc1,training,0.0
Clc1sc2C(=O)C(C(=O)Nc3ncccc3)N(C)S(=O)(=O)c2c1,training,0.0
O=CNC(Cc1ccccc1)C,training,0.0
O=C(OCCN(C)C)c1cc2c(C)c(C)n(Cc3ccccc3)c2cc1,training,0.0
O=C(N1C(=O)C(CC)(c2ccccc2)C(=O)NC1=O)c1ccccc1,training,0.0
O(CCN(CC)CC)c1c(OC)cccc1,training,0.0
O=C(OCC)/C=C(/C=C/C[C@H](CCCC(C)C)C)\C,training,0.0
O=C(Nc1c(C)cccc1C)CN1CCCCCC1,training,0.0
ClCC(=O)c1ccc(Oc2ccc(C(=O)CCl)cc2)cc1,training,0.0
O(C)c1c(OC)cc2c(c1)C1N(CC(CC(C)C)C(=O)C1)CC2,training,0.0
Clc1ccc(CC(N)(C)C)cc1,training,0.0
OC(CNCCCC)c1ccc(O)cc1,training,0.0
Clc1c(CNC(Cc2ccccc2)C)cccc1,training,0.0
N([C@H](Cc1ccccc1)C)(C)C,training,0.0
FC(F)Oc1c(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cccc1,training,0.0
S(=O)(=O)(N(CC)CC)c1ccc(C(=O)O)cc1,training,0.0
O=C(Nc1c(C)cccc1C)CN1CCCC1,training,0.0
Clc1ccc(-c2c(CC(=O)O)cn(-c3ccccc3)n2)cc1,training,0.0
Clc1c(S(=O)(=O)N)cc(S(=O)(=O)N)cc1,training,0.0
BrC(C(=O)NC(=O)N)C(C)C,training,0.0
Clc1ccc(-c2scc(CC(=O)O)n2)cc1,training,0.0
O=C(O)Cc1ccc(NC(=O)C)cc1,training,0.0
O=C(O)Cc1ccc(CC(C)C)cc1,training,0.0
Clc1ccc(-n2c(C)c(CC(=O)O)cc2C)cc1,training,0.0
O=C(NCN1CCOCC1)c1nccnc1,training,0.0
O=C(OCC)Cc1ccc(-c2ccccc2)cc1,training,0.0
Ic1c(C(=O)NCC(=O)O)cccc1,training,0.0
O=C(NCCCC(=O)O)C(C)(C)C,training,0.0
Clc1cc(CNC(=O)NCC)ccc1,training,0.0
O=[N+]1c2c(N([O-])C=C1)cccc2,training,0.0
N=C(NCC1Oc2c(OC1)cccc2)N,training,0.0
N1(C2(c3ccccc3)CCCCC2)CCCC1,training,0.0
N1(C2(c3sccc3)CCCCC2)CCCCC1,training,0.0
O=C(O)CCCC/C=C\C/C=C\C/C=C\CCCCC,training,0.0
O=C(O)[C@@H](N)CCC(=O)OC,training,0.0
Oc1c(C=NCc2ccccc2)cccc1,training,0.0
FC(F)(F)c1cc2N(C(=O)CCN(CC)CC)c3c(Sc2cc1)cccc3,training,0.0
FC(F)(F)c1cc2N(C(=O)CCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
S(=O)(=O)(Nc1c(OC)nccn1)c1ccc(N)cc1,training,0.0
FC(F)(F)c1cc2N(C(=O)CCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C(CCc1ccccc1)c1c(OCCN(CC)CC)cccc1,training,0.0
N#CC1(N2CCCCC2)CCCCC1,training,0.0
O=C(O)c1c(OC)c(OC)ccc1C=NNC(=O)c1ccncc1,training,0.0
Fc1ccc(C(=O)CCCN2CC3N(CC2)CCC3)cc1,training,0.0
OC(c1ccccc1)(c1ccccc1)C1C2CCN(C1)CC2,training,0.0
P(=O)(CC(=O)NN)(c1ccccc1)c1ccccc1,training,0.0
O=C(NC(CNC(=O)c1cnccc1)C)c1cnccc1,training,0.0
O=C(OC1C2CCN(C1)CC2)c1ccccc1,training,0.0
CN1CC2c3c(NC2CC1)ccc(C)c3,training,0.0
O=C1C(CN2CCCCC2)CCCC1,training,0.0
S=C(N1CCOCC1)c1cc(OC)c(OC)c(OC)c1,training,0.0
O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1,training,0.0
S=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1,training,0.0
O=C(O)[C@H]1N(C(=O)[C@H]2NC(=O)CC2)CSC1,training,0.0
Fc1c(N2C[C@@H](C)N[C@@H](C)C2)c(F)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1F,training,0.0
O=C(O)c1ncc(C)[n+]([O-])c1,training,0.0
Clc1c(N)cc(OCC)c(C(=O)NCC2OCCN(Cc3ccc(F)cc3)C2)c1,training,0.0
Clc1ccc(CC2C(=O)N=C3SCCN3C2=O)cc1,training,0.0
Clc1c(NC2=NCCN2)c2nsnc2cc1,training,0.0
Fc1ccc(C2C(=O)c3c(C2=O)cccc3)cc1,training,0.0
O=C1C=2[C@@](C)([C@@H]([C@@H](CCCC(C)C)C)C1)CC[C@@H]1[C@]3(C)[C@H](C[C@@H](O)CC3)CCC=21,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CC)Nc2c1,training,0.0
Clc1ccc(-c2oc(COC(C(=O)O)(C)C)c(C)n2)cc1,training,0.0
Clc1ccc(OC(Oc2ccc(Cl)cc2)C(=O)OC2CCN(C)CC2)cc1,training,0.0
ClCCOP(=O)(OCCCl)Oc1cc2OC(=O)C(Cl)=C(C)c2cc1,training,0.0
O(Cc1ccc(CCCN2CCOCC2)cc1)c1ccccc1,training,0.0
O([C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@]1(CO)[C@@H](O)[C@@H](O)[C@H](O)O1,training,0.0
O=C(C(c1ccccc1)c1ccccc1)C1C(=O)c2c(C1=O)cccc2,training,0.0
Clc1c(O)c([SH0](=O)c2c(O)c(Cl)cc(Cl)c2)cc(Cl)c1,training,0.0
Ic1c(O)c(C(=O)Nc2cc(Cl)c(Oc3ccc(Cl)cc3)cc2)cc(I)c1,training,0.0
O=C(N)c1ccc(OCCNCC(O)COc2c(C)cccc2)cc1,training,0.0
O(C)c1c(OC)cc2ncnc(CC)c2c1,training,0.0
O=C(Oc1ccc(Cc2ccccc2)cc1)N,training,0.0
Brc1c(O)c2nc(C)ccc2c(Br)c1,training,0.0
N(Cc1ccccc1)(Cc1ccccc1)C,training,0.0
ClC(Cl)(Cl)C(P(=O)(OC)OC)OC(=O)CCC,training,0.0
O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,training,0.0
O=C(O)CCC(=O)c1c2c(c(OC)cc1)cccc2,training,0.0
ClCCN(CCCl)C=1C(=O)NC(=O)NC=1,training,0.0
C(C)(C)(c1ccc(C)cc1)c1ccc(C)cc1,training,0.0
Clc1c2c(c(O)cc1)CCC2,training,0.0
Brc1ccc(C2C(=O)c3c(C2=O)cccc3)cc1,training,0.0
O=C(OCCCCCC)c1cnccc1,training,0.0
O=C(OCC(COC(=O)N)(CCC)C)NC1CC1,training,0.0
Oc1c(/C(=N/Cc2ccccc2)/C)cccc1,training,0.0
O=C(OCC)c1c2c(nc(-c3ccccc3)c1)ccc(C)c2,training,0.0
ClC(Cl)(Cl)C1OCC(CO)(CO)CO1,training,0.0
C(CN1CCCC1)N1c2c(Sc3c1cccc3)cccc2,training,0.0
O=C(Oc1ccc(NC(=O)C)cc1)C,training,0.0
S=C1N(Cc2ccccc2)CN(Cc2ccccc2)CS1,training,0.0
O=C(OC1CN(C)CCC1)C(O)(c1ccccc1)c1ccccc1,training,0.0
O=C1N(CC)CCC1,training,0.0
O=C(N)[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)O1,training,0.0
O=C(OC[C@@H]1[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H](O[C@@]2(COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O2)O1)C,training,0.0
O=C([C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)N1[C@H](C(=O)N)CCC1,training,0.0
P(=O)(OP(=O)(O)O)(OCCc1c(C)[n+](Cc2c(N)nc(C)nc2)cs1)O,training,0.0
Oc1cc(C)c2O[C@@](CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)(C)CCc2c1,training,0.0
O=C(OCC(CCCC)CC)C=Cc1ccc(OC)cc1,training,0.0
O=C(Nc1cc(OCC)c(C(=O)OC)cc1)C,training,0.0
S(=O)(=O)(N(C)C)c1ccc(OP(=S)(OC)OC)cc1,training,0.0
Brc1c2C(=O)N3[C@H](c4c(C(OC(C)(C)C)=O)ncn4-c2ccc1)CCC3,training,0.0
S(=O)(=O)(N)c1cc(OC)c(OC)c(C(=O)NCC2N(CC=C)CCC2)c1,training,0.0
C(N1CCCCC1)C1Oc2c(OC1)cccc2,training,0.0
Cc1ncccc1,training,0.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C)cc1,training,0.0
O(CC)c1cc2c(N)c3c(nc2cc1)cc(N)cc3,training,1.0
S(=O)(=O)(N)c1ccc(NC(=O)CCC(=O)O)cc1,training,0.0
O=C(N/N=C/c1cc(OC)c(OC)cc1)c1ccncc1,training,0.0
Clc1ccc(OCC(=O)OCCNC23CC4CC(C2)CC(C3)C4)cc1,training,0.0
O=C(O)CCn1c(C)c(Cn2cncc2)c2c1cccc2,training,0.0
O=C(O)[C@@H](Oc1nc(C)cc(C)n1)C(OC)(c1ccccc1)c1ccccc1,training,0.0
S(=O)(=O)(Nc1ccccc1)c1ccc(N)cc1,training,0.0
O=C(N1CCN(C)CC1)C1CCCCC1,training,0.0
O=C(OCC)c1c(C)n(C)c2c1cc(O)cc2,training,0.0
O=C(N/C=C\1/C(=O)N[C@@H]([C@@H]2NC(N)=N[C@@H](O)C2)C(=O)NC[C@H](NC(=O)C[C@@H](N)CCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N/1)N,training,0.0
O=C(O)COc1c(/C=N/NC(=O)c2ccncc2)cccc1,training,0.0
O=C(OCCN(CC)CC)C(C)(c1ccccc1)c1ccccc1,training,0.0
OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1,training,0.0
O=C(CN1CCN(Cc2cc3OCOc3cc2)CC1)N1c2c(Sc3c1cccc3)cccc2,training,0.0
S(=O)(=O)(NCCNS(=O)(=O)c1cc([N+](=O)[O-])ccc1)c1cc([N+](=O)[O-])ccc1,training,0.0
O=C1NC(=O)[C@@H]2[C@H]1[C@H]1C=C[C@@H]2C1,training,0.0
O=C(OCC(C)C)c1ccc(N)cc1,training,0.0
O=C(O)c1c(C(=O)Nc2c(C)cccc2C)cccc1,training,0.0
OC(CCC[C@@H](C)[C@@H]1[C@]2(C)[C@H](/C(=C/C=C/3\C(=C)CC[C@H](O)C\3)/CCC2)CC1)(C)C,training,0.0
