smiles,group,BBB
O(C)c1ccc(CN(CC[N+](CCCCCCCCCCCCCCCC)(C)C)c2ncccn2)cc1,training,0.0
O=C(N)c1nccnc1,training,1.0
O=C(O)CCNC(=O)c1ccc(N=Nc2cc(C(=O)O)c(O)cc2)cc1,training,0.0
O=C(OCC)C1(c2ccccc2)CCN(CC[C@H](O)c2ccccc2)CC1,training,1.0
O=C(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)C[C@H]2[C@@H]1CCCC2)C)CCC,training,0.0
ClC(Cl)(Cl)C(OC(COC(O)C(Cl)(Cl)Cl)COc1c(C)cccc1)O,training,1.0
Clc1c(Cl)ccc(CC(=O)N([C@@H](C(C)C)CN2CCCC2)C)c1,training,1.0
Clc1c(Cl)ccc(CC(=O)N([C@H](C(C)C)CN2CCCC2)C)c1,training,1.0
O=C1N([C@H]2O[C@@H](CO)[C@@H](O)C2)C=C(C)C(=O)N1,training,0.0
O(C)c1c(OC)ccc(-c2[n+]([N-])c(C)c(CC)c3c2cc(OC)c(OC)c3)c1,training,1.0
O=C(OCC)c1c(NCCCC)c2c(n(CC)nc2)nc1,training,1.0
O(/N=C(\C#N)/[C@@H]1C2CCN(C1)CC2)C,training,1.0
Clc1cc2C(C3=CCCCC3)=NCC(=O)N(C)c2cc1,training,1.0
Fc1ccc(C(=O)CCCN2CCN(c3c(OC)cccc3)CC2)cc1,training,1.0
O=C1N(C)C(=O)OC1(C)C,training,1.0
O=C(OCC1(COC(=O)Nc2ccccc2)CCCC1)Nc1ccccc1,training,1.0
CN1CC=2[C@H](c3ccccc3)c3c(cccc3)C=2CC1,training,1.0
S(/C(=C(\N(C=O)Cc1c(N)nc(C)nc1)/C)/CCOC(=O)C)C(=O)C,training,1.0
S(/C(=C(/N(C=O)Cc1c(N)nc(C)nc1)\C)/CCOC(=O)C)C(=O)C,training,1.0
O(C(CN1CCCC1)c1ccccc1)CCC(C)C,training,1.0
O=C1N(c2ccccc2)C=C(C)C=C1,training,0.0
Oc1ccccc1,training,0.0
ClC(Cl)(Cl)C(O)NC(=O)OCC,training,1.0
O=C(Cn1cncc1)c1cc2c(cc1)cccc2,training,1.0
O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@H](C3[C@H](C(=O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)C,training,1.0
O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)C[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,0.0
Clc1c(SC)c(N2CCN(C)CC2)nc(NC)n1,training,1.0
O(CCc1ccc(OCC(O)CNC(C)C)cc1)C,training,1.0
F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)C(OC)OC)OC(C)(C)O[C@@H]5CC4C3C1)C=CC(=O)C=2,training,1.0
S=C1NC(=O)C(C(CCC)C)(CC)C(=O)N1,training,1.0
Clc1cc2N(c3ccccc3)C(=O)CCNc2cc1,training,1.0
Ic1c(NC(=O)C)c(I)c(C(=O)O)cc1NC(=O)C,training,0.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](NC(=O)N1C(=O)C(=O)N(CC)CC1)c1ccccc1,training,1.0
O=C(OCCN(CC)CC)C(O)(c1ccccc1)c1ccccc1,training,1.0
Cc1cc(C)ccc1,training,1.0
O=C(O)[C@H](NC(=O)c1sc(N(Cc2cc3C(=O)N=C(C)Nc3cc2)C)cc1)CCC(=O)O,training,0.0
S(=O)(=O)([O-])c1c(C(C)C)cc2c(C3(C)[C@@H](C(C(=O)[O-])(C)CCC3)CC2)c1,training,0.0
O=C(N)C1C(=O)[C@H]([N+](C)C)[C@@H]2[C@H](O)[C@@H]3C(=C)c4c(c(O)ccc4)C(=O)C3=C([O-])C2(O)C1=O,training,0.0
Ic1c([C@H](CCCCCCCCC(=O)OCC)C)cccc1,training,0.0
Cc1cc2c(n3c4c2CCCC4NCC3)cc1,training,1.0
S(S/C(=C(/N(C=O)Cc1c(N)nc(C)nc1)\C)/CCOC(=O)c1ccccc1)/C(=C(/N(C=O)Cc1c(N)nc(C)nc1)\C)/CCOC(=O)c1ccccc1,training,1.0
O=C(O[C@H]1C(O)(C(=O)OC)[C@H]2N(C)c3c(cc(c(OC)c3)C3(C(=O)OC)c4[nH]c5c(c4N4CC(C)=C[C@@H](C3)C4)cccc5)C32[C@H]2C1(CC)C=CCN2CC3)C,training,0.0
O(C[C@@H](O)CNC(C)(C)C)c1c2c(C(=O)CCC2)ccc1,training,1.0
F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)CO)O[C@H](CCC)O[C@@H]5C[C@H]4[C@@H]3C1)CCC(=O)C=2,training,1.0
C(Cc1n[nH]c(C)c1)N1CCN(c2cc(C)ccc2)CC1,training,1.0
S(=O)(=O)(NCC[C@H]1N(C)CCC1)c1cc(c(OCCC)cc1)C1=NC(=O)c2n(C)nc(CCC)c2N1,training,0.0
Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1,training,0.0
Clc1cc(OC2CCN(CCC3N(S(=O)(=O)c4cc5[nH]ccc5cc4)CCC3)CC2)ccc1,training,1.0
Clc1ccc(C(=O)c2ccc(OC(C(=O)NCCS(=O)(=O)[O-])(C)C)cc2)cc1,training,0.0
Oc1cc2c(cc1)C[C@H]1NCC[C@@]32[C@H]1CCCC3,training,1.0
Clc1cc(N2CCN(CCCN3C(=O)N(CC)C(CC)=N3)CC2)ccc1,training,1.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,training,0.0
S(C(c1ccc(SCCCC)cc1)c1ccccc1)CCN(C)C,training,1.0
O(CCCO)c1cc(CN2CCCCC2)ccc1,training,1.0
ClC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2CC1,training,0.0
Oc1cc2c(cc1)C[C@@H]1N(C)CC[C@]32[C@@H]1CCCC3,training,1.0
O=C(O)C1CN(CN/C(/O)=C/2\C(=O)[C@@H](N(C)C)[C@H]3[C@@](O)(C\2=O)C(=O)C2=C(O)c4c(O)cccc4[C@](O)(C)[C@H]2C3)CCC1,training,0.0
O=C(O)Cc1cc2/C(=C\CCN(C)C)/c3c(cccc3)COc2cc1,training,0.0
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@H](C)[C@H]3[C@H](O)C2[C@H](N(C)C)C=1O,training,1.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC=Nc2c1,training,0.0
N1(C2C3CCN(C2)CC3)c2c(cccc2)CCc2c1cccc2,training,1.0
Clc1cc2c(C(=C3CCN(C(=O)OCC)CC3)c3ncccc3CC2)cc1,training,0.0
ClCCN(CCCl)c1ccc(CCCC(=O)O)cc1,training,0.0
O([C@@H]1[C@H](O)C(O)(CO)O[C@@H]1CO)[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1,training,0.0
Clc1cc2NC(=O)N(C3CCN(CCCC(c4ccc(F)cc4)c4ccc(F)cc4)CC3)c2cc1,training,1.0
[N+](C(CC(c1ccccc1)c1ccccc1)C)(CC)(C)C,training,0.0
Clc1c(C2=NC(O)C(=O)Nc3c2nc(Cl)cc3)cccc1,training,1.0
S(=O)(=O)(O)C(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)c1ccccc1,training,0.0
O=C1N(c2c(C)cccc2)C(C)=Nc2c1cccc2,training,1.0
O(C)c1c([O-])c2Oc3ccc(cc3)C[C@H]3[N+](C)CCc4c3cc(c(OC)c4)Oc3c(O)ccc(c3)C[C@@H]3[N+](C)(C)CCc(c23)c1,training,0.0
O=C1N2C(=NCC1)CC(c1ccccc1)C2,training,1.0
O=C(OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3occc3)[C@H]2SC1)N,training,0.0
Clc1cc2C(CCCN(C)C)c3c(Nc2cc1)cccc3,training,1.0
O(C)c1c(OC)cc2c3[C@@H]([N+](C)(C)CC2)Cc2cc(c(OC)cc2)Oc2c(OC)cc4c([C@@H]([N+](C)(C)CC4)Cc4ccc(Oc13)cc4)c2,training,0.0
O=C(C)[C@H]1C2(C)[C@@H]([C@H]3[C@H](C4(C)C(=CC(=O)CC4)C=C3)CC2)CC1,training,0.0
O(C)C=1C(=O)C(CCCCCCCCCCO)=C(C)C(=O)C=1OC,training,1.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)Cc1ccccc1,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@]4(C(=O)CO)OC(C=C)O[C@@H]4C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
Clc1cc(C(=O)c2c(F)cccc2)c(N(C(=O)CN(C(CC#N)C)C)C)cc1,training,1.0
Clc1cc2S(=O)(=O)N(C)c3c(C(NCCCCCCC(=O)O)c2cc1)cccc3,training,1.0
O=C(Oc1cc2c(cc1)CCC2)C(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccccc1,training,0.0
Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,training,0.0
C(c1ccccc1)C1=NCCN1,training,1.0
CN1CCC(=C2c3c(cccc3)C=Cc3c2cccc3)CC1,training,1.0
O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)CC[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,training,0.0
O=C1C(c2ccccc2)OC(N(C)C)=N1,training,1.0
N(CCC=C1c2c(Sc3c1cccc3)cccc2)(C)C,training,1.0
S(=O)(=O)([O-])CCNC(=O)c1sccc1,training,0.0
S(=O)(=O)(Oc1cc2c([C@@H]3[C@@H]([C@H]4C(C)(C(=O)CC4)CC3)CC2)cc1)[O-],training,0.0
Clc1c(Cl)ccc(C(OC)C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c1,training,0.0
Clc1c([C@@H](OCc2c3c(c(Cl)ccc3)sc2)Cn2cncc2)ccc(Cl)c1,training,0.0
S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,training,1.0
S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,training,0.0
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,training,0.0
O=C1C(CC)(c2ccccc2)CCC(=O)N1,training,1.0
Fc1ccc(C(=O)CCCN2CCC(C(=O)CC)(N3CCCCC3)CC2)cc1,training,1.0
O(C)c1c2O[C@H]3C(=O)C[C@H](CC)[C@H]4[C@@H]5N(CC6CC6)CC[C@]34c2c(cc1)C5,training,1.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(CP(=O)(C)C)c2cc1,training,1.0
S(=O)(=O)(/N=C/1\SC=CN\1)c1ccc(N)cc1,training,0.0
O=C1NC(N)=Nc2n(CCC(CO)CO)cnc12,training,1.0
S([C@H](C(=O)NCC(=O)O)C)C(=O)c1sccc1,training,0.0
O=C(N(CC)CC)N[C@@H]1CN(C)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1,training,1.0
O=C(N(CC)CC)Nc1cc(C(=O)C)c(OCC(O)CNC(C)(C)C)cc1,training,1.0
Clc1c(C2=NCc3n(c(C)nn3)-c3c2cc(Cl)cc3)cccc1,training,1.0
O(CCCCCC)c1c(C2=CCCN(C)C2)nsn1,training,1.0
S(=O)(=O)(N(C)C)c1cc2N(CCCN3CCC(CCO)CC3)c3c(Sc2cc1)cccc3,training,1.0
O=C(OCC)N,training,1.0
ClC(F)C(F)(F)OC(F)F,training,1.0
ClCCC(=O)NCc1ccccc1,training,1.0
O=C(OC1C(C)C(O)C(C)C(O)C(C)/C=C/C=C(\C)/C(=O)Nc2c(/C=N/N3CCN(C)CC3)c(O)c3c(c(O)c(C)c4OC(C)(C(=O)c34)O/C=C/C(OC)C1C)c2O)C,training,0.0
S(CCNc1c([N+](=O)[O-])c(Cc2ccccc2)c[nH]1)Cc1ncccc1,training,1.0
Clc1ccc(-c2c(CC(=O)N(CCC)CCC)n3c(n2)C=CC(Cl)=C3)cc1,training,1.0
O=[N+]([O-])c1c(O)c(O)cc(/C=C(/C(=O)N(CC)CC)\C#N)c1,training,1.0
Brc1cc2C(C)(C)OC(=O)Nc2cc1,training,1.0
FC(F)(F)c1cc2[C@H](N3CCN(CCO)CC3)C[C@@H](c3ccc(F)cc3)c2cc1,training,1.0
S(C[C@@H](N)C(=O)O)CC(=O)N[C@]1(OC)C(=O)N2C(C(=O)O)=C(CSc3n(C)nnn3)CS[C@H]12,training,0.0
O=C(OC1C(C(=O)N(CC)CC)CN2C(c3c(cc(OC)c(OC)c3)CC2)C1)C,training,1.0
FC(F)(F)c1cc2C(CCCN(C)C)c3c(C(C)c2cc1)cccc3,training,1.0
O=C1N([C@H]2O[C@@H](CO)SC2)C=CC(N)=N1,training,0.0
N1(C2(c3ccccc3)CCCCC2)CCCCC1,training,1.0
O=C(N)C(CC[N+](C(C)C)(C(C)C)C)(c1ccccc1)c1ccccc1,training,0.0
N(CCCN1c2ncccc2Sc2c1cccc2)(C)C,training,1.0
O=[N+]([O-])C=1C(Nc2cc(-c3nccc(CN(C)C)c3)ccc2)N=CC=1,training,1.0
S(=O)(=O)(C)c1cc(C(=O)NCCN(CC)CC)c(OC)cc1,training,1.0
O=C(N[C@@H]1C(=O)N2[C@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](NC(=O)N1C(=O)NCC1)c1ccccc1,training,0.0
Clc1c(N2C(=O)C(c3ccccc3)CC2=O)ccc(S(=O)(=O)N)c1,training,1.0
O=C(OC)[C@H]1[C@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)C[C@H]3O[C@@]23[C@]2(C)C(=CC(=O)CC2)C1,training,0.0
Fc1ccc(C(c2ccc(F)cc2)=C2CCN(CCC=3C(=O)N4C(SC=C4)=NC=3C)CC2)cc1,training,1.0
N(CCC=C1c2c(cccc2)C=Cc2c1cccc2)(C)C,training,1.0
Fc1ccc(CNc2nc(N)c(NC(=O)OCC)cc2)cc1,training,1.0
O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]34CCC(C(=O)N)(CC3)CC4)CS[C@H]12)/C(=N/OC)/c1nc(N)sn1,training,0.0
O=C1C2(N(c3ccccc3)CN1)CCN(CC1Oc3c(OC1)cccc3)CC2,training,1.0
O([C@H](C(=O)O[C@@H]1C[C@@H](C)CC(C)(C)C1)c1ccccc1)C(=O)c1cnccc1,training,0.0
O=C1C2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H]([N+](CC2CC2)(C)CC3)C4)CC1,training,0.0
ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,training,0.0
O=C(CCc1ccccc1)c1c(OCC(O)CNCCC)cccc1,training,0.0
NC(N)=[N+]1Cc2c(cccc2)CC1,training,0.0
F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@@](O)(C(=O)COC(=O)C(C)(C)C)[C@H](C)CC4C3C1)C=CC(=O)C=2,training,1.0
OC(CCC[C@@H](C)[C@@H]1C2(C)[C@@H](/C(=C/C=C\3/C(=C)CC[C@@H](O)C/3)/CCC2)CC1)(C)C,training,0.0
OC(CNC(C)C)c1cc(O)c(O)cc1,training,0.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,1.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)C3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)C32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,0.0
S=P(S[C@H](C(=O)OCC)CC(=O)OCC)(OC)OC,training,0.0
F[C@@H]1C=2[C@@](C)([C@H]3[C@@H](O)C[C@]4(C)[C@@](OC(=O)CCCC)(C(=O)CO)CC[C@H]4[C@@H]3C1)C=CC(=O)C=2,training,1.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,training,0.0
O=C/1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)\C\1=C(/O)\N)C(=O)C1=C(O)c3c(O)cccc3C(O)(C)[C@H]1C2,training,0.0
O=C1C(C)(C)OC(=O)N1,training,1.0
Fc1c(N2CCC(O)CC2)c2c3N([C@H](C)CC2)C=C(C(=O)O)C(=O)c3c1,training,0.0
Clc1ccc(C(CS(=O)(=O)O)CN)cc1,training,1.0
FC(F)(F)c1cc(Nc2c(C(=O)O)cccn2)ccc1,training,0.0
O(C[C@H](O)CNC(C)C)c1c2c([nH]cc2)ccc1,training,1.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,training,0.0
Clc1cc2C(N3CCN(C)CC3)=Nc3c(Sc2cc1)cccc3,training,1.0
Clc1cc(N2C(=O)N(CCN(C)C)CC2)ccc1,training,1.0
O=C(O)CCC/C=C/1\OC2C([C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C2)C\1,training,0.0
C(CC)Cc1[n+](Cc2cnc(-c3c(-c4nnn[n-]4)cccc3)cc2)nc(CCCC)[nH]1,training,0.0
CN1[C@@H]2[C@@H]3[C@@](c4c(ccc(C)c4)C2)(CC1)CCCC3,training,1.0
O=C(C(N(C)C)C)c1ccccc1,training,1.0
O=C(O)c1c(O)ccc(N)c1,training,0.0
Brc1c(O)c(CN(C)C)c2c(C(=O)OCC)c(CSc3ccccc3)n(C)c2c1,training,0.0
O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,training,0.0
ClC(C(NC(=O)[C@H]1N(C)C[C@H](CCC)C1)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O1)C,training,0.0
Brc1c(NC2=NCCN2)c(F)ccc1,training,1.0
O=C(OCC1=C(C(=O)OC(OC(=O)C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3occc3)[C@H]2SC1)N,training,0.0
O=C(OCCC)Cc1cc(OC)c(OCC(=O)N(CC)CC)cc1,training,1.0
S(CCC1(C(CCC)C)C(=O)N=C(S)NC1=O)C,training,1.0
O=C(NC1CCCCC1)[C@H]1CN(C)[C@H]2[C@@H](c3c4c(n(C(C)C)cc4C2)ccc3)C1,training,1.0
Brc1cc(C(=O)N)c(O)c(C)c1,training,1.0
N(=C(/Nc1cc(CC)ccc1)\C)\c1cc(CC)ccc1,training,1.0
O=C1C(C=C)(C(CCC)C)C(=O)NC(=O)N1,training,1.0
O=C1[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O[C@H](CCCC)C1,training,0.0
O(CCCNc1sccn1)c1cc(CN2CCCCC2)ccc1,training,1.0
O=C(N)[C@@H]1C(=O)[C@@H](N(C)C)[C@H]2[C@@](O)(C1=O)C([O-])=C1C(=O)c3c(O)c(C[N+]CC(C)(C)C)cc(N(C)C)c3C[C@H]1C2,training,0.0
Clc1ccc([C@H]2C3(N=C(N4CCOCC4)CC3)[C@@H]3C[C@@H]2CC3)cc1,training,1.0
S(=O)(=O)(OC[C@]12OC(C)(C)O[C@H]1[C@@H]1OC(C)(C)O[C@@H]1CO2)N,training,1.0
Clc1c(OC)c(C(=O)NCCN(CC)CC)cc(Cl)c1,training,1.0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1cccc2,training,0.0
O=C(N[C@H](C[C@H](O)[C@@H](NC(=O)COc1c(C)cccc1C)Cc1ccccc1)Cc1ccccc1)[C@H](C(C)C)N1C(=O)NCCC1,training,0.0
O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,training,1.0
O=C(NC(CC)c1ccccc1)c1c(Cn2cncc2)c(-c2ccccc2)nc2c1cccc2,training,0.0
Fc1c(N(C(=O)COC)[C@@H]2[C@H](C)CN(CCN3C(=O)N(CC)N=N3)CC2)cccc1,training,1.0
O=C1c2c(O)ccc([O-])c2C(=O)c2c(NCC[N+]CCO)ccc(NCCNCCO)c12,training,0.0
O[C@H]1[C@H]2OC[C@@H](O)[C@H]2OC1,training,0.0
O=C1C(CN2CCOCC2)CCc2[nH]c(C)c(CC)c12,training,1.0
O=C(OCC)[C@@H](N[C@@H](C(=O)N1[C@@H](C(=O)O)CN(C)C1=O)C)CCc1ccccc1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/c3c(C)ncs3)CS[C@H]12)/C(=N\OC)/c1nc(N)sc1,training,0.0
N(=C(N)N)c1scc(C)n1,training,1.0
O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@@H]3OCCCC3)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,0.0
[SH0](=O)(CC(=O)NC/C=C/COc1nccc(CN2CCCCC2)c1)Cc1occc1,training,0.0
S=C1NC(=O)C=C(CCC)N1,training,0.0
Clc1ccc(OC(C(=O)OCC)(C)C)cc1,training,0.0
O=C(O)CCNC(=O)c1ccc(N/N=C\2/C=C(C(=O)O)C(=O)C=C/2)cc1,training,0.0
Clc1c(Cl)cccc1[C@@H]1C(C(=O)OCOC(=O)CCC)=C(C)NC(C)=C1C(=O)OC,training,0.0
O=C(N[C@@H](CO)CC)[C@H]1C=C2[C@H](N(C)C1)Cc1c3c(n(C)c1)cccc23,training,1.0
O=C(Cc1ccc(OC)cc1)N1[C@@H](CN2C[C@H](O)CC2)CN(C(=O)C)CC1,training,0.0
OC(c1ccccc1)(c1ccccc1)C1C(c2ccncc2)C1,training,1.0
S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,training,0.0
O=C1C(C(CCC)C)(CC=C)C(=O)NC(=O)N1,training,1.0
O(C[C@@H](O)CNC(C)(C)C)c1c(C2CCCC2)cccc1,training,0.0
O=C(C)[C@]1(O)[C@]2(C)C(C3C([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,training,1.0
N(CCC=C1c2c(cccc2)CCc2c1cccc2)(C)C,training,1.0
FC(F)(F)c1cc2N(C(=O)CCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,1.0
N#Cc1c(NCCN2CCOCC2)nnc(-c2ccccc2)c1,training,1.0
Clc1c(NC)cc(OC)c(C(=O)N[C@@H]2[C@H](C)N(Cc3ccccc3)CC2)c1,training,1.0
O=C(OC)[C@]1(O)C2(C)[C@H](C3[C@@H](C4(C)C(C(=O)C=C4)C(=O)CC3)C(O)C2)CC1,training,1.0
O=C(OCCCCCC)/N=C(\N)/c1ccc(NCc2n(C)c3c(n2)cc(C(=O)N(CCC(=O)OCC)c2ncccc2)cc3)cc1,training,0.0
O=C1C(CC2=C(O)Oc3c(C2=O)cccc3)=C(O)Oc2c1cccc2,training,0.0
Clc1c(O[C@@H](C)C2=NCCN2)c(Cl)ccc1,training,1.0
O=C(O)[C@@H](NC(=O)C)CCC(=O)N,training,1.0
Clc1c(CN(CC(=O)N2CCOCC2)C)c(NC(=O)c2ccccc2)ccc1,training,0.0
O(CC(O)CN1CCN(c2c(OC)cccc2)CC1)c1cc(OC)c(OC)c(OC)c1,training,1.0
Clc1c([C@@H](Oc2c(N)ncc(-c3cn(C4CCNCC4)nc3)c2)C)c(Cl)ccc1F,training,0.0
O=C/1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)\C\1=C(/O)\N)C(=O)C1=C(O)c3c(O)cccc3[C@@H](O)[C@H]1C2,training,0.0
O=C(OCCN(C)C)CCC(=O)OCc1c(CO)c(O)c(C)nc1,training,1.0
S(=O)(=O)(N(C)C)c1cc2N(CCCN3CCC(CCOC(=O)CCCCCCCCCCCCCCC)CC3)c3c(Sc2cc1)cccc3,training,1.0
O=C(N)C1C(=O)[C@H](N(C)C)[C@H]2C(O)(C1=O)C(=O)C1=C(O)c3c(O)ccc(N(C)C)c3C[C@H]1C2,training,0.0
O(CCCNc1sc2c(n1)cccc2)c1cc(CN2CCCCC2)ccc1,training,1.0
Clc1ccc(C2CCC(C3=C([O-])C(=O)c4c(C3=O)cccc4)CC2)cc1,training,0.0
Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,training,0.0
CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,training,1.0
O[C@H]([C@@H](NC)C)c1ccccc1,training,0.0
N[C@H](Cc1ccccc1)C,training,1.0
Oc1cc([C@@H]([C@@H](CN(C)C)C)CC)ccc1,training,1.0
O=C(NCCC)c1cc2N([C@@H](CN3CCCC3)C)c3c(Sc2cc1)cccc3,training,1.0
S(=O)(=O)(/N=C/1\C(OC)=NC=CN\1)c1ccc(N)cc1,training,0.0
Clc1c(C(=O)c2c(-n3c(CNC(=O)CN)nc(C(=O)N(C)C)n3)ccc(Cl)c2)cccc1,training,1.0
O=C1N(C)C(=O)c2n(CC(O)C)cnc2N1C,training,1.0
FC(F)(F)C1(C(F)(F)F)C(N)=NC(C(F)(F)F)(C(F)(F)F)N1,training,1.0
Clc1cc(COc2ccc(N3C(=O)O[C@H](CNC)C3)cc2)ccc1,training,1.0
Ic1c(N)ccc(-c2sc3c(n2)ccc(O)c3)c1,training,1.0
O(C)[C@H]1O[C@@H]2C(C)[C@@H]3[C@@H]1[C@](CN1CCCCC1)([C@H](O)C3)O2,training,1.0
O(C)c1cc2C(O)(CCCN(C)C)c3c(Sc2cc1)cccc3,training,1.0
O=C1C=C2NC3=C(C)NC=CC3=C2C=C1,training,1.0
O=[N+](OCCNC(=O)c1cnccc1)[O-],training,0.0
CC12NC(c3c1cccc3)Cc1c2cccc1,training,1.0
OCCN1C=CN(CCCN2c3c(cccc3)C=Cc3c2cccc3)C=CC1,training,1.0
O(C)c1c(OC)ccc2c1C13C(O)(C(N(C)CC1)C2)CCC(O)C3,training,1.0
C(c1ccccc1)(c1ccccc1)=C1CC[N+](C)(C)CC1,training,0.0
O=C1C(O)=C(C)N(CC)C=C1,training,1.0
Fc1ccc(C(O)CCCN2CCN(c3c(OC)cccc3)CC2)cc1,training,1.0
Brc1cc(/C=C/C(=O)NCC)ccc1,training,1.0
O=C(O)[C@@H](N)Cc1c2c([nH]c1)ccc(O)c2,training,1.0
S(=O)([O-])(=Nc1cc2c(C(=O)c3ccc(OCCC[N+](CCCC)CCCC)cc3)c(CCCC)oc2cc1)C,training,0.0
O=S1(=O)N(C)/C(=C(/O)\Nc2ncccc2)/C(=O)c2c1cccc2,training,0.0
N(CCN1CCOCC1)c1c(C)cc(-c2ccccc2)nn1,training,1.0
O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,training,0.0
ClCC(=O)C1(O)C2(C)C(C3C(F)(C4(C)C(C(F)C3)=CC(=O)C=C4)C(O)C2)CC1C,training,1.0
OCC(N)(CO)CO,training,0.0
O=C(OCC(C(CC)C)(COC(=O)N)C)N,training,1.0
Clc1c(C(OCc2ccc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
