smiles,group,SR-HSE
O=C1/C(=C\C)/[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)C1,training,0.0
ClN(Cl)S(=O)(=O)c1ccc(C(=O)O)cc1,training,0.0
S(=O)(=O)(O)CCN,training,0.0
OC,training,0.0
[Hg](Cl)C,training,1.0
N(C)(C)c1cc2[s+]c3c(nc2cc1)ccc(N(C)C)c3,training,0.0
C(=C)c1ccc(C=C)cc1,training,0.0
ClC(SCCC)=O,training,0.0
O=C(O)CC[C@@H](C)[C@@H]1[C@@]2(C)[C@@H](O)C[C@@H]3[C@]4(C)[C@H](C[C@@H](O)[C@H]3[C@@H]2CC1)C[C@H](O)CC4,training,0.0
BrC(CBr)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC(Br)CBr)c(Br)c2)cc1Br,training,0.0
ClC(Cl)=CCl,training,0.0
O=C1/C(=C\2/C(=O)c3c(N/2)cccc3)/Nc2c1cccc2,training,0.0
S(=O)(=O)(NC(=O)N(C)c1nc(OC)nc(C)n1)c1c(C(=O)OC)cccc1,training,0.0
O=C(O)CCCCCCCCCCCCCCCC,training,0.0
O(C(C)C)C(C)C,training,0.0
S(=O)(=O)(O)c1cc(C(=O)O)c(C(=O)O)cc1,training,0.0
ClS(=O)(=O)c1ccc(NC(=O)C)cc1,training,0.0
S(=O)(=O)([O-])c1ccc(O)cc1,training,0.0
ClP(=S)(OC)OC,training,0.0
O=C(OCC[N+](C)(C)C)C(=C)C,training,0.0
S(=O)(=O)(O)c1cc(O)c2c(N)cc(S(=O)(=O)[O-])cc2c1,training,0.0
Cl[Si](Cl)(Cl)CCCOC(=O)C(=C)C,training,0.0
O=C(OCC[N+](C)(C)C)C=C,training,0.0
S(=O)(=O)([O-])CC(O)COCC=C,training,0.0
Oc1c(C(C)(C)c2ccccc2)cc(C(C)(C)c2ccccc2)cc1-n1nc2c(n1)cccc2,training,0.0
O=C(OCC(O)CO)CCCCCCCCCCCCCCCCC,training,0.0
S(=O)(=O)([O-])c1ccc(N)cc1,training,0.0
[Si](OC)(OC)(OC)C=C,training,0.0
Brc1c(OCC=C)c(Br)cc(C(C)(C)c2cc(Br)c(OCC=C)c(Br)c2)c1,training,0.0
S(SSCCC[Si](OCC)(OCC)OCC)SCCC[Si](OCC)(OCC)OCC,training,0.0
O(C=C)CC(C)C,training,0.0
Brc1c(N)c2C(=O)c3c(C(=O)c2c(Br)c1)cccc3,training,0.0
O=C(O)C1O[Sb]2OC(=O)C(C(C(=O)O)O[Sb]3OC(=O)C1O3)O2,training,1.0
S=C(S)NCCNC(=S)S,training,0.0
N1CCCCCCC1,training,0.0
Cc1c2c3c(cc4c5c(ccc4c3CC2)cccc5)cc1,training,1.0
[Ni](SC(=S)N(CCCC)CCCC)SC(=S)N(CCCC)CCCC,training,0.0
Brc1c(Br)c(-c2cc(Br)c(Br)c(Br)c2)ccc1Br,training,0.0
[Sn](OC(=O)C)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
S=C(S)N(CCCC)CCCC,training,1.0
O(C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2=C(c3cc(O)c(O)cc3)Oc3c(c(O)cc(O)c3)C2=O)O1)[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O1,training,0.0
O=C(OC[C@H](CC)C)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1,training,0.0
BrCC1OC1,training,0.0
O=C(OC(C)C)C(=C)C,training,0.0
S(SCCC)CC=C,training,0.0
[P+](CCCCCCCCCCCCCC)(CCCCCC)(CCCCCC)CCCCCC,training,0.0
[P+](CCCC)(CCCC)(CCCC)CC,training,0.0
C(Cn1c(C)[n+](C)cc1)C,training,0.0
C(CCCCC)CCCC[n+]1c(C)n(CCCCCCCCCC)cc1,training,1.0
C(CCCCCC)CCCCCn1c[n+](C)cc1,training,0.0
C(C)N1C(C)N(C)C=C1,training,0.0
C(C)n1c(C)[n+](C)cc1,training,0.0
S(=O)(=O)([O-])c1ccc(C)cc1,training,0.0
C(CCCCCCCC)CCCCCCCn1c[n+](C)cc1,training,0.0
C(CN1C=CN(C)C1)C,training,0.0
C(CC)C[N+]1(C)CCCCC1,training,0.0
C(C[N+]1(C)CCCCC1)C,training,0.0
O/C(=N/C(CO)CCCCCCCCCCCCCC)/CCCCCCCCCCCCCC,training,0.0
C(CC)C[n+]1c(C)cccc1,training,0.0
C(CC)C[n+]1cc(C)ccc1,training,0.0
C(CC)C[n+]1ccc(C)cc1,training,0.0
C(C[N+]1(C)CCCC1)C,training,0.0
[P+](CCCCCCCCCCCCCC)(CCCC)(CCCC)CCCC,training,1.0
OC/C(=C\c1ccccc1)/CCCCC,training,0.0
BrCCCBr,training,0.0
BrCCCCCBr,training,0.0
BrCCCCCC,training,0.0
O=C(C(C)(C)C)CC(=O)C(C)(C)C,training,0.0
BrCCCCCCCCCCCCCC,training,0.0
O=CC1=C(C)C=CCC1(C)C,training,0.0
OC1C[C@@H]2N(C)[C@H](C1)CC2,training,0.0
C(=C/c1ccccc1)\c1ccccc1,training,0.0
ONc1ccccc1,training,0.0
N=C(NCCCCCCCCCCCC)N,training,0.0
c12c3c4c5c6c1c(ccc2ccc3ccc4ccc5)ccc6,training,0.0
N#C,training,0.0
C1CCCCCCCCCCC1,training,0.0
OC(CC(C)C)CC(C)C,training,0.0
N(CCCCCCCCCCCCCC)(C)C,training,0.0
C(=C)CCCCCCCCCCCCCCCC,training,0.0
O=C(OCCCC)CCCCCCC/C=C\CCCCCCCC,training,0.0
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,training,0.0
C(=C)CCCCCCCCCCCCCC,training,0.0
S(=O)(=O)([O-])c1c(N=Nc2c(O)c(C(=O)[O-])cc3c2cccc3)ccc(C)c1,training,0.0
S(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,training,0.0
N#CC(N)(C)C,training,0.0
C(C)(C)c1c(C(C)C)cccc1,training,0.0
c1(-c2ccccc2)ccc(-c2ccccc2)cc1,training,0.0
O=C1C(/C=C/CCCCCCCCCCCCCCCC)CC(=O)O1,training,0.0
O=C(OCCCCCCCCCCCCCCCCCC)C(=C)C,training,0.0
O=C(OC1CC(C)(C)NC(C)(C)C1)CCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,training,0.0
P(=O)(Oc1ccc(C(C)C)cc1)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,training,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training,0.0
O=C(OC)CCCCCCCCCCCCCCC,training,0.0
[C@@H]12[C@@H]([C@H]3C[C@H]1CC3)CCC2,training,0.0
O(CCO)CCCCCCCCCCCCCCCCCC,training,0.0
N(c1ccc(C(CC(C)(C)C)(C)C)cc1)c1ccc(C(CC(C)(C)C)(C)C)cc1,training,0.0
S(=O)(=O)([O-])NC1CCCCC1,training,0.0
O=NN1CCN(N=O)CC1,training,0.0
S(SSSC(=S)N1CCCCC1)SSC(=S)N1CCCCC1,training,1.0
N(C)(C)c1nc(N(C)C)nc(N(C)C)n1,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)C=1)cc1OCOc1c2,training,0.0
S(=O)(=O)([O-])c1c(O)c(N=Nc2c(C)cc(C)c(C)c2)c2c(c1)cc(S(=O)(=O)[O-])cc2,training,0.0
S(=O)(=O)([O-])c1c(O)c(N=Nc2c3c(c(S(=O)(=O)[O-])cc2)cccc3)c2c(c1)cc(S(=O)(=O)[O-])cc2,training,0.0
N=C1C=CC(=C(c2cc(C)c(N)cc2)c2ccc(N)cc2)C=C1,training,0.0
Clc1c(Cl)cc2Oc3c(Oc2c1)cc(Cl)c(Cl)c3,training,0.0
O=C(O)C(N)Cc1c2c([nH]c1)cccc2,training,0.0
O=CCCCCCCCCCCCCC,training,0.0
C(CC)CN1C=CN(C)C1,training,0.0
O=C(C(=O)C)CC(C)C,training,0.0
S=C1N=CC=CN1,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3c(O)c2)O/C=C/[C@H](OC)[C@H]1C)C,training,0.0
S(SC(=S)N(CCCC)CCCC)C(=S)N(CCCC)CCCC,training,1.0
O=C(O)C(N)CCC(=O)O,training,0.0
N#CNC#N,training,0.0
ClCCCCCCO,training,0.0
F[C@@H]1CN(C(OC(C)(C)C)=O)[C@H](C(=O)O)C1,training,0.0
BrCc1ccc(C(=O)OC)cc1,training,0.0
ClCCCCCCCCC,training,0.0
O([C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O1,training,0.0
S=C=Nc1cc2C(=O)OC3(c2cc1)c1c(Oc2c3ccc(O)c2)cc(O)cc1,training,0.0
Brc1c(C=O)cc(O)cc1,training,0.0
BrCCCCCCCCCCCCO,training,1.0
BrCCCCCCCCCCCCCCCCC,training,0.0
Brc1ccc(C(=O)C(=O)c2ccc(Br)cc2)cc1,training,0.0
ClC(=O)CC(CC(C)(C)C)C,training,0.0
Fc1ccc(N)cc1,training,0.0
N[C@@H](CC)c1ccccc1,training,0.0
O=C(OCC)C(C)(C)C,training,0.0
ICCCCCCCCC,training,0.0
ICCCCCCCCCCCC,training,0.0
O=C(C(=O)c1occc1)c1occc1,training,0.0
N1c2c(cccc2)CCc2c1cccc2,training,0.0
O=C/C(=C/C)/C,training,0.0
Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1,training,0.0
O[C@@H](CNC)c1cc(O)c(O)cc1,training,0.0
Ic1ccc(C(=O)OCC)cc1,training,0.0
O=C1OC(C)=Nc2c1cccc2,training,0.0
N(c1c(N)cccc1)c1ccccc1,training,1.0
Nc1c(N)nc(N)nc1N,training,0.0
ICCCCCCCCCCCCCCCC,training,0.0
C(CCC)(CC)C,training,0.0
O=C([O-])C[N+](C)(C)C,training,0.0
C(=C)CCC=C,training,0.0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,training,0.0
O=C(NCCN(CC)CC)c1ccc(N)cc1,training,0.0
C(C)c1cc(C)ccc1,training,0.0
O=Cc1cc(O)c(OC)cc1,training,0.0
BrCCCCCCCCCCCCCCC,training,0.0
ClS(=O)(=O)c1c(Cl)cccc1Cl,training,0.0
BrCCCCCCCCC,training,0.0
BrCCCCCCCCCCC,training,0.0
BrCCCCCl,training,0.0
BrCCCCCCCCCCCC(=O)O,training,0.0
ClC(=O)CCCCCCCC,training,0.0
BrCCCCCCCCCCCCC,training,0.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](CC)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O=C(C)C1C(=O)CCCC1,training,0.0
O=C1C(=O)c2c(N1)cccc2,training,0.0
O=C1NN(c2ccccc2)CC1,training,0.0
OC=1N(C)[C@@H](C)[C@@H](c2ccccc2)N=1,training,0.0
O=C(CC(=O)c1ccccc1)C,training,0.0
O=C(Oc1ccccc1)c1ccccc1,training,0.0
SCC(O)CO,training,0.0
O(C)c1c(C)ccc(N)c1,training,0.0
O=C/C=C/c1c(OC)cccc1,training,0.0
O=[N+]([O-])c1c2c([N+](=O)[O-])cccc2ccc1,training,0.0
O=[N+]([O-])c1c(O)c(N)cc([N+](=O)[O-])c1,training,0.0
P(=O)(Oc1ccc(C)cc1)(Oc1ccccc1)Oc1ccccc1,training,0.0
Fc1ccc(CC(N)C(=O)O)cc1,training,0.0
O(C)c1ccc(Nc2ccc(OC)cc2)cc1,training,0.0
O=C/C=C/c1occc1,training,0.0
ClCCOC(=O)C=C,training,0.0
O=NOCCCCC,training,0.0
S=C1NC(=O)C(C)=CN1,training,0.0
O=C1c2c(C(=O)c3c1cccc3)ccc(O)c2,training,0.0
O=C1c2c(O)ccc(Nc3ccc(C)cc3)c2C(=O)c2c1cccc2,training,0.0
O([C@H]1[C@@](OC)(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@](O)(C)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)C1C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,training,0.0
O(C(C)(C)C)C(=O)c1cc(N)ccc1,training,0.0
Clc1c(F)cc(C(=O)CC(=O)OCC)c(Cl)n1,training,0.0
N#Cc1c2c(c3c(c1)cccc3)cccc2,training,0.0
n1ncc2c(c1)cccc2,training,0.0
Oc1c(N)c(C)ccc1,training,0.0
Oc1cc(C)c(N)cc1,training,1.0
n1ccncc1,training,0.0
S(=O)(=O)(OC)C(F)(F)F,training,1.0
Fc1c(O)cccc1,training,0.0
S1CC1,training,0.0
O=C1c2c(-c3c1cccc3)cccc2,training,0.0
OCCc1ccc(N(C)C)cc1,training,0.0
O(C)c1c(OC)cc([C@H]2[C@H]3C(=O)OC[C@@H]3[C@@H](O)c3c2cc2OCOc2c3)cc1OC,training,0.0
Brc1c2c(c(Br)c3c1cccc3)cccc2,training,1.0
O=C1C(O)=CC=CC=C1,training,1.0
O=[N+]([O-])c1cc2c([nH]nc2)cc1,training,0.0
O=C1NC(=O)C=C1,training,1.0
O=NOCCCC,training,0.0
O=C1N=C(N)Nc2n(C)cnc12,training,0.0
O=[N+]([O-])c1c(C=O)cccc1,training,0.0
Brc1c2c(c3c(c1)cccc3)cccc2,training,0.0
S(=O)(=O)([O-])c1c2c(c(N)c(N=Nc3ccc(-c4ccc(N=Nc5c(N)c6c(c(S(=O)(=O)[O-])c5)cccc6)cc4)cc3)c1)cccc2,training,0.0
O=[N+]([O-])c1cc2C(=O)C(=O)Nc2cc1,training,0.0
Cc1c2c(c3c4c5c(cc3)cccc5ccc4c2)ccc1,training,1.0
N1=C2N(CCC1)CCCCC2,training,0.0
N#CC(C#N)=C(C#N)C#N,training,0.0
O=C1NNc2c1cccc2,training,0.0
CC1NC1,training,0.0
O=C(C)c1cc2c(-c3c(cccc3)C2)cc1,training,0.0
O=C1C(O)=C(CC=C(C)C)C(=O)c2c1cccc2,training,0.0
n1c2c(ncc1)cccc2,training,0.0
[Ge](Cl)(CC)(CC)CC,training,0.0
O=[N+]([O-])c1cc(C=O)ccc1,training,0.0
Clc1nnc(Cl)c2c1cccc2,training,0.0
O=C1C(=O)C2C(C)(C)C1(C)CC2,training,0.0
Clc1c2c(c(C=O)c3c1cccc3)cccc2,training,1.0
Clc1cc2C(=O)c3c(C(=O)c2cc1)cccc3,training,0.0
OCc1c2c(cc3c1cccc3)cccc2,training,0.0
O(C)c1nc(N)nc2nc[nH]c12,training,0.0
Oc1ccc(N=Nc2ccccc2)cc1,training,0.0
Nc1cc2c(-c3c(cccc3)C2)cc1,training,0.0
O=C1c2c(cccc2)CCc2c1cccc2,training,0.0
CC=1C(C)(C)c2c(N=1)cccc2,training,0.0
Cc1sc2c(n1)cccc2,training,0.0
O=C(O)/C=C/c1nc[nH]c1,training,0.0
ClC(=O)c1cc(Cl)c(F)cc1,training,0.0
P(=O)(Oc1ccc(C(C)(C)C)cc1)(Oc1ccccc1)Oc1ccccc1,training,0.0
P(=O)(OCCCCCCCC(C)C)(Oc1ccccc1)Oc1ccccc1,training,0.0
ClCC(OP(=O)(OC(CCl)C)OC(CCl)C)C,training,0.0
O=C1c2c(OC(c3ccccc3)=C1)cccc2,training,0.0
Oc1c(O)ccc(C(C)(C)C)c1,training,1.0
O=C(OCCCC)c1c(C(=O)OCc2ccccc2)cccc1,training,0.0
Oc1ccc(C(C)(C)c2ccc(O)cc2)cc1,training,0.0
N(CCCCCCCCCCCCCCCC)(C)C,training,0.0
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,training,0.0
O=C(O)CN(C(=O)CCCCCCCCCCC)C,training,0.0
C(=C)CCCCCCCCCCC,training,0.0
ClCCCCCCCCCCCCCCCCCC,training,0.0
N(=C=NC1CCCCC1)C1CCCCC1,training,0.0
[Sn](O[Sn](CCCC)(CCCC)CCCC)(CCCC)(CCCC)CCCC,training,1.0
S=C(Nc1c2c(ccc1)cccc2)N,training,0.0
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,training,0.0
ClC(Cl)(Cl)C,training,0.0
O=C1N(C)c2ncn(C)c2C(=O)N1,training,0.0
ClCCO,training,0.0
O=C1OC(CCCCCCC)CC1,training,0.0
O=C(OCC)CCC,training,0.0
n1c2c(ccc1)cccc2,training,0.0
O(OC(C)(C)c1ccccc1)C(C)(C)c1ccccc1,training,0.0
O=C(C)C1C(=O)OC(C)=CC1=O,training,0.0
C(CCCCC)CCCCC,training,0.0
Oc1ccc(C(CC)(C)C)cc1,training,0.0
BrC(Br)(C#N)C(=O)N,training,0.0
O=C1N(CO)C(C)(C)C(=O)N1,training,0.0
S=C1N(O)C=CC=C1,training,1.0
O=C(OCCCC)CCCCCCCCC(=O)OCCCC,training,0.0
O=C(O)[C@H](O)[C@@H](O)C(=O)O,training,0.0
BrN1C(=O)N(Br)C(C)(C)C1=O,training,0.0
O=C1[C@@H]([C@H](O)CO)OC(=O)C1O,training,0.0
c1(-c2ccccc2)ccccc1,training,0.0
S(C(=O)N(CCC)CCC)CCC,training,0.0
S=P(SCSP(=S)(OCC)OCC)(OCC)OCC,training,0.0
[N+](CC1OC1)(C)(C)C,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@H](O)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,0.0
O=C(NC)C,training,0.0
O=C(N[C@H]1C(=O)N2c3c(C(c4ccccc4)=N1)cc(C)cc3CC2)c1ccncc1,training,0.0
FC(F)(F)c1c(N2S(=O)(=O)c3c(C(c4cc(CC)c5OCOc5c4)=C2C(=O)O)cccc3)cccc1,training,0.0
FC(F)(F)Oc1cc(CN[C@@H]2[C@H](c3ccccc3)NCCC2)c(OC)cc1,training,0.0
Clc1cc2c([nH]c(C(=O)N[C@H]([C@@H](O)C(=O)N3C[C@@H](O)[C@@H](O)C3)Cc3ccccc3)c2)cc1,training,0.0
O=C(O)C1CCC(C#N)(c2cc3n(C4CCCCC4)nc(CC)c3cc2)CC1,training,0.0
S(=O)([O-])(=NC(=O)Nc1c(C(C)C)cccc1C(C)C)c1occ(C(O)(C)C)c1,training,0.0
O(C(c1ccccc1)c1ccccc1)[C@H]1CN(CCc2cc3OCOc3cc2)CCC1,training,0.0
O=C(O)c1ccc(Oc2ccc(CN3CCC4(N(CCCC)C(=O)[C@@H]([C@H](O)C5CCCCC5)NC4=O)CC3)cc2)cc1,training,0.0
Fc1ccc(C(=O)N[C@@H]2[C@@H](O)C(C)(C)Oc3c2cc(C(=O)C)cc3)cc1,training,0.0
Fc1ccc(/C=C/C(=O)NC2CCC(CCN3CCc4c(ccc(-c5nc(C)on5)c4)CC3)CC2)cc1,training,1.0
Clc1c(C(=O)N2CCC(CCN3C4CC(n5c(C)nc6c5cccc6)CC3CC4)(c3cc(F)ccc3)CC2)cc(S(=O)(=O)NC)c(F)c1,training,0.0
O=C(N(O)[C@H]1c2c(OC1)cc(OCc1ccccc1)cc2)N,training,0.0
Fc1ccc(-c2c(n(C(CO)CO)cn2)-c2nc(Oc3ccccc3)ncc2)cc1,training,0.0
Fc1cc([C@@H]2[C@@H](CN3CCC(c4n(CC)nc(Cc5ccccc5)c4)CC3)C[C@H](N([C@@H](C(=O)O)C(C)C)C)C2)ccc1,training,0.0
O=C(O)[C@H](Cc1c([C@H]2[C@H](C(=O)O)[C@@H](c3cc4OCOc4cc3)c3c2nc(CCCC)cc3)ccc(OC)c1)C,training,0.0
Fc1c(F)ccc([C@@]2(CCN3CCC(NC(=O)N(C)C)(c4ccccc4)CC3)OCCN(C(=O)c3ccccc3)C2)c1,training,0.0
Clc1c(Cl)ccc([C@@]2(CCCN3CCC(NC(=O)N(C)C)(c4ccccc4)CC3)CN(C(=O)c3ccccc3)CCC2)c1,training,0.0
Clc1c(-c2cc(OC)ccc2)ccc(/C=C\CN2CCCCCC2)c1,training,0.0
O=CNCc1c2Sc3c(C(=O)c2c(NCCN(CC)CC)cc1)cc(OC)cc3,training,0.0
Clc1c(C(F)(F)F)cccc1C(=O)N[C@H]([C@H]1NCCCC1)c1ccccc1,training,0.0
S(=O)(=O)(N[C@H](CC(=O)N[C@@H](C(=O)N(C(C)C)C)Cc1ccc(CN2[C@@H](C)CCC[C@H]2C)cc1)c1cc2OCOc2cc1)c1cc2c(cc(OC)cc2)cc1,training,0.0
Fc1cc2N(CC(=O)N)C(=O)C=C(CCN3CCN(c4nccc5sccc45)CC3)c2cc1,training,0.0
S([C@H](C(=O)N[C@@H]1C(=O)N2[C@H](C(=O)O)CCC[C@@H]2c2c(cccc2)C1)C(C)C)C(=O)C,training,0.0
Brc1ccc(-c2n(-c3c(Cl)cc(Cl)cc3)nc(C(=O)NN3CCCCC3)c2CC)cc1,training,0.0
Brc1ccc(OC(=O)N2C3CCN(CC2)CC3)cc1,training,0.0
O=C(OCC)[C@]1([C@@H](N)c2c(O1)cccc2)c1ccccc1,training,0.0
Fc1ccc(CCN2CCC([C@@H](O)c3c(OC)c(OC)ccc3)CC2)cc1,training,0.0
Clc1c(C(=O)N[C@@H]([C@H]2C3CCN(C2)CC3)c2ccccc2)c(Cl)ccc1C(F)(F)F,training,0.0
Clc1c(OC)cc(-c2c(CCC3CCCCC3)sc(NC(=O)c3n(CC(=O)O)c4c(C)cc(C)cc4c3)n2)c(OC)c1,training,1.0
O=C(Nc1c(C#N)c(NCc2ccccc2)c2c(n1)cccc2)c1ccc(OC)cc1,training,0.0
Clc1c(C(=O)NC(=O)Nc2c(N3CCC(C(=O)O)CC3)ccc(F)c2)cc(F)c(F)c1,training,0.0
Clc1sc(-c2onc(Cn3c(C(=O)NC4CCN(C5CC5)CC4)nc4c3ccc(C(=O)O)c4)c2)cc1,training,0.0
Clc1cnc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3c2cnc(OCCOC)c3)cc1,training,0.0
Clc1c(Cl)ccc([C@@]2(CCN3CCC(NC(=O)C)(c4cc(F)ccc4)CC3)OCC(=O)N(c3ccccc3)C2)c1,training,0.0
S(=O)(=O)(Nc1c(O)ccc(OC[C@@H](O)CNC2CCC(c3ccc(C(=O)OCC)cc3)CC2)c1)C,training,0.0
O=C(O)C[C@H](CCCCCCc1nc2NCCCc2cc1)c1cnc(C)nc1,training,0.0
F[C@@H](COC1CCC(Nc2[nH]cnc-3nncc2-3)CC1)c1c(F)cccc1,training,0.0
FC(F)(F)c1cnc2c(c1)CN(C(=O)[C@]1(C(C)C)C[C@H](N[C@@H]3[C@H](OC)COCC3)CC1)CC2,training,0.0
O=C(O)c1c2c(cc(N3CCN(C(=O)c4nc(n(-c5cc(OCC)ccc5)c4)-c4ccc(C)cc4)CC3)c1)cccc2,training,0.0
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,training,0.0
Clc1c([C@]2(Cn3cncc3)O[C@@H](COc3ccc(N4CCN(C(=O)C)CC4)cc3)CO2)ccc(Cl)c1,training,1.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@H]3OC(=O)C[C@H](O)C3)[C@@H](C)C=CC2=C[C@H](C)C1)[C@H](CC)C,training,0.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=CC2=C[C@@H](O)C1)[C@H](CC)C,training,0.0
O(O)C(C)(C)c1ccccc1,training,1.0
c12c3c4c(cc1-c1c(-c2ccc3)cccc1)cccc4,training,1.0
O=C(OCCCCCCC(C)C)CCCCC(=O)OCCCCCCC(C)C,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,training,0.0
O=C(OC(C(COC(=O)C(C)C)(C)C)C(C)C)C(C)C,training,0.0
O=C(NO)N,training,0.0
OCCCCCCCCCCCCCCCC,training,0.0
O=[N+]([O-])c1c(O)c(C)cc([N+](=O)[O-])c1,training,0.0
O(CC)c1cc2C(C)=CC(C)(C)Nc2cc1,training,1.0
S(=O)(=O)(Oc1ccccc1)CCCCCCCCCCCCCCC,training,0.0
O=C(OCC)c1ccc(O)cc1,training,0.0
C(C=C)(=C)CCC=C(C)C,training,1.0
OCc1c(O)c(C)ncc1CO,training,0.0
N(CCCCCCCC)(CCCCCCCC)C,training,0.0
S(=O)(=O)(NCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,training,0.0
S(=O)(=O)(OCCCCCCCCCCCCCCCC)[O-],training,0.0
O=C(OCC)CCCCCC,training,0.0
O=C(OCCC(C)C)CCC,training,0.0
Oc1c(C(C)(C)C)cc(O)c(C(C)(C)C)c1,training,0.0
O=C(OC[C@@H]1[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H](O[C@@]2(COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O2)O1)C,training,0.0
O=C(OC[C@@H](O)[C@@H]1[C@H](O)[C@@H](O)CO1)CCCCCCC/C=C\CCCCCCCC,training,0.0
N(CCCN(C)C)(CCCN(C)C)C,training,0.0
S(=O)(=O)([O-])c1c(C)cc(N=Nc2c(O)ccc3c2ccc(S(=O)(=O)[O-])c3)c(OC)c1,training,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,training,0.0
S(=O)(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,training,0.0
C\1=C/CC/C=C/CC/C=C/CC/1,training,0.0
S(SC(=S)N(CC)CC)C(=S)N(CC)CC,training,1.0
[Sn](OC(=O)C(=C)C)(CCCC)(CCCC)CCCC,training,1.0
Clc1c(OC(F)(F)C(F)F)c(Cl)cc(NC(=O)NC(=O)c2c(F)cccc2F)c1,training,0.0
S(=O)(=O)(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training,1.0
Clc1c(C(n2cncc2)(c2ccccc2)c2ccccc2)cccc1,training,1.0
[Si](OCC)(OCC)(OCC)CCCNC(=O)N,training,0.0
O=[N+]([O-])c1c([N+](=O)[O-])cccc1,training,0.0
Ic1c(C(=O)Nc2ccccc2)cccc1,training,0.0
S=P(OCC)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,training,0.0
O=C(N(C)[C@@H]1[C@@H](N2CCCC2)C[C@@]2(OCCC2)CC1)Cc1c2c(occ2)ccc1,training,0.0
Clc1c2c(N=C3N(C2)CCCCC3)cc(Cl)c1,training,0.0
O=C(O)[C@H]([C@H](CC)C)N1C(=O)c2c(S1)cccc2,training,0.0
S(c1c(C(C)(C)C)cc(CO)c(C)c1)C=1C(=O)O[C@@](C(C)C)(CCc2ccc(N)cc2)CC=1O,training,0.0
O=C1NCC(c2ccc(O)cc2)=Nc2c(C)nn(CC)c12,training,0.0
S(=O)(=O)(N(CCC(=O)O)C1(C(=O)NO)CCCC1)c1ccc(Oc2ccc(F)cc2)cc1,training,0.0
