smiles,group,EC
BrCC=CC(=O)OC,training,1.0
ClCc1c(Cl)cccc1F,training,1.0
[Si](OC)(OC)(OC)CCCN,training,1.0
N(C1CCCCC1)C1CCCCC1,training,1.0
ClS(=O)(=O)c1sccc1,training,1.0
ClC(=O)C(Oc1ccccc1)C,training,1.0
BrC(=O)c1ccccc1,training,1.0
BrCc1cc(C)ccc1,training,1.0
BrCc1c(C)cccc1,training,1.0
N(CCCCCCCCCC)(C)C,training,1.0
NCCCCCCCCCCCC,training,1.0
N(CC(C)C)(CC(C)C)CC(C)C,training,1.0
ClC(=O)c1cc([N+](=O)[O-])ccc1,training,1.0
ClC(=O)c1ccc([N+](=O)[O-])cc1,training,1.0
Brc1ccc(CN)cc1,training,1.0
O=C(OC(=O)CC(C)C)CC(C)C,training,1.0
O=C(OC(=O)CCCC)CCCC,training,1.0
N(CCCN)(CCCC)CCCC,training,1.0
N(CCCNCCCN(C)C)(C)C,training,1.0
O=C1C(C)=CC(=O)c2c(O)cccc12,training,1.0
S(=O)(=O)(O)c1ccc(NN)cc1,training,1.0
ClP(=S)(OCC)OCC,training,1.0
Brc1ccc(S)cc1,training,1.0
N(CCNCCN)CCNCCN,training,1.0
ClC(=O)c1cc2c(cc1)cccc2,training,1.0
ClS(=O)(=O)c1ccc(C)cc1,training,1.0
ClC(=O)CCCCCCCCC,training,1.0
Clc1c(C)c(Cl)c(C)cc1O,training,1.0
Cl[Si](Cl)(C)c1ccccc1,training,1.0
[Si](OCC)(OCC)(CCCN)C,training,1.0
Cl[Si](Cl)(CCCCl)C,training,1.0
Cl[Si](Cl)(Cl)CCCC,training,1.0
O(C)c1c(N2CCNCC2)cccc1,training,1.0
Oc1ccc(CCCCCCC)cc1,training,1.0
ClC(=O)OCC(CCCC)CC,training,1.0
P(=O)(O)(O)CCCCCCCC,training,1.0
ClCc1ccc(C(F)(F)F)cc1,training,1.0
ClP(Cl)(=O)c1ccccc1,training,1.0
BrCC(=O)OC(C)(C)C,training,1.0
BrC(C(=O)OCC)(C)C,training,1.0
ClCc1c(Cl)cc(Cl)cc1,training,1.0
ClCc1cc(Cl)c(Cl)cc1,training,1.0
FC(F)(F)C(=O)OCC(F)(F)F,training,1.0
ClN1C(=O)N(Cl)C(C)(C)C1=O,training,1.0
BrCC=Cc1ccccc1,training,1.0
Cl[Si](Cl)(C)C1CCCCC1,training,1.0
O=C1N(CCCCCCCC)CCC1,training,1.0
O=[N+]([O-])c1c(NN)ccc([N+](=O)[O-])c1,training,1.0
O=C(OCCCCOC(=O)C=C)C=C,training,1.0
NCCCCCCCCCCCCC,training,1.0
NCCCCCCCC(CCC)CC,training,1.0
ICCC(=O)O,training,1.0
Sc1c(F)c(F)c(F)c(F)c1F,training,1.0
NCCCN1CCN(CCCN)CC1,training,1.0
N(CCCN(C)C)(CCCN(C)C)C,training,1.0
P(CCCC)(CCCC)CCCC,training,1.0
SCCCCCCCCCCCC,training,1.0
ClC(=O)c1c(C(Cl)=O)cccc1,training,1.0
ClC(=O)c1ccc(C(Cl)=O)cc1,training,1.0
ClC(=O)c1cc(C(Cl)=O)ccc1,training,1.0
S(=O)(=O)(O)c1cc([N+](=O)[O-])ccc1,training,1.0
S(=O)(=O)(O)c1c([N+](=O)[O-])cccc1,training,1.0
S(=O)(=O)(O)c1ccc([N+](=O)[O-])cc1,training,1.0
Brc1ccc(CCl)cc1,training,1.0
S(=O)(=O)(O)CC(NC(=O)C=C)(C)C,training,1.0
FC(F)(F)C(=O)CC(=O)C(F)(F)F,training,1.0
ClC(=O)c1c(C(F)(F)F)cccc1,training,1.0
ClC(=O)c1cc(C(F)(F)F)ccc1,training,1.0
BrC(C(=O)OCC)CCC,training,1.0
BrCCCCCCC(=O)O,training,1.0
ClC(=O)c1c(Cl)cccc1Cl,training,1.0
ClC(=O)c1cc(Cl)cc(Cl)c1,training,1.0
ClC(=O)c1cc(Cl)c(Cl)cc1,training,1.0
FC(F)(F)C(OC(=O)C(F)(F)F)=O,training,1.0
P(=O)(OCCCC)(OCCCC)O,training,1.0
NC1CCC(CC2CCC(N)CC2)CC1,training,1.0
ClP(Cl)(=O)Oc1ccccc1,training,1.0
BrC(C(=O)OC)C(=O)OC,training,1.0
O=C1N(CCCCCCCC)SC=C1,training,1.0
N(CCCCCCCCCCCC)(C)C,training,1.0
NCCCCCCCCCCCCCC,training,1.0
N(CCCCCCC)CCCCCCC,training,1.0
BrCC=CCBr,training,1.0
FC(F)(F)C(F)(F)C(F)(F)C(=O)O,training,1.0
Brc1ccc(N=C=S)cc1,training,1.0
N(CCCCCCN)CCCCCCN,training,1.0
BrCc1ccc([N+](=O)[O-])cc1,training,1.0
ClS(=O)(=O)c1sc(Cl)cc1,training,1.0
S(=O)(=O)(O)c1c(C)ccc([N+](=O)[O-])c1,training,1.0
ClS(=O)(=O)c1c(C)cc(C)cc1C,training,1.0
ClC(=O)CCCCCCCCCCC,training,1.0
Brc1ccc(C(Cl)=O)cc1,training,1.0
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,training,1.0
Cl[Si](Cl)(Cl)CCCCCC,training,1.0
O(CCOCCCN)CCOCCCN,training,1.0
ClP(c1ccccc1)c1ccccc1,training,1.0
ClC(=O)OCCCCCCCCCC,training,1.0
BrCc1cc2c(cc1)cccc2,training,1.0
[Si](OCC)(OCC)(OCC)CCCN,training,1.0
ClS(=O)(=O)c1cc([N+](=O)[O-])ccc1,training,1.0
ClS(=O)(=O)c1c([N+](=O)[O-])cccc1,training,1.0
P(=O)(O)(O)CCCCCCCCCC,training,1.0
BrCCCCCCCC(=O)O,training,1.0
ClCC(=O)c1c(Cl)cc(Cl)cc1,training,1.0
ClCc1c2c(cc3c1cccc3)cccc2,training,1.0
BrCC(=O)c1cc(OC)ccc1,training,1.0
BrC(=O)C(Br)(C)C,training,1.0
ClC(Cl)c1c(Cl)cccc1Cl,training,1.0
ClC(Cl)(Cl)c1c(Cl)cccc1,training,1.0
ClC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,training,1.0
ClC(C(=O)c1ccccc1)c1ccccc1,training,1.0
ClC(=O)N(c1ccccc1)c1ccccc1,training,1.0
BrC(C(=O)O)CBr,training,1.0
S(=O)(=O)(O)CC12C(C)(C)C(CC1=O)CC2,training,1.0
N(CCNCCNCCN)CCNCCN,training,1.0
ClC(=O)C(F)(F)C(F)(F)C(F)(F)F,training,1.0
Cl[Si](C)(c1ccccc1)c1ccccc1,training,1.0
BrCC(=O)c1ccc(Cl)cc1,training,1.0
[PH](=O)(Oc1ccccc1)Oc1ccccc1,training,1.0
[Si](OC(=O)C)(OC(=O)C)(OC(=O)C)CC,training,1.0
ClS(=O)(=O)c1c(C)ccc([N+](=O)[O-])c1,training,1.0
ClC(c1ccc(F)cc1)c1ccc(F)cc1,training,1.0
BrC(C(=O)OCC)C(=O)OCC,training,1.0
N(CC(CCCC)CC)CC(CCCC)CC,training,1.0
N(CCCCCCCCCCCCCC)(C)C,training,1.0
O=C(OC(=O)CCCCCC)CCCCCC,training,1.0
BrC1c2c(-c3c1cccc3)cccc2,training,1.0
ClS(=O)(=O)c1cc(Cl)c(Cl)cc1,training,1.0
ClC(=O)CCCCCCCCCCCCC,training,1.0
BrC(c1ccccc1)c1ccccc1,training,1.0
Cl[Si](Cl)(Cl)CCCCCCCC,training,1.0
P(=O)(O)(O)C(P(=O)(O)O)(O)CCCN,training,1.0
BrCC(=O)c1cc2c(cc1)cccc2,training,1.0
BrCc1ccc(Br)cc1,training,1.0
ClCc1ccc(-c2ccc(CCl)cc2)cc1,training,1.0
BrC(C(=O)OCC)(C(=O)OCC)C,training,1.0
Cl[Si](Cl)(c1ccccc1)c1ccccc1,training,1.0
Brc1cc(S(Cl)(=O)=O)ccc1,training,1.0
Brc1ccc(S(Cl)(=O)=O)cc1,training,1.0
ClS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1,training,1.0
BrC(C(=O)O)=C(Br)C=O,training,1.0
ClC(=O)OCC1c2c(-c3c1cccc3)cccc2,training,1.0
BrC(C(=O)OCC)CBr,training,1.0
BrCc1c(F)c(F)c(F)c(F)c1F,training,1.0
BrC(CBr)c1ccccc1,training,1.0
BrCc1ccc(CBr)cc1,training,1.0
[Si](OCCC)(OCCC)(OCCC)OCCC,training,1.0
Oc1c(CN(C)C)cc(CN(C)C)cc1CN(C)C,training,1.0
NCCCCCCCCC=CCCCCCCCC,training,1.0
ICI,training,1.0
N(CCCCCCCCCCCCCCCC)(C)C,training,1.0
ClS(=O)(=O)c1c2c(c(N(C)C)ccc2)ccc1,training,1.0
BrCC(=O)c1ccc(-c2ccccc2)cc1,training,1.0
ClCc1c2c(c(CCl)c3c1cccc3)cccc2,training,1.0
BrC(C(=O)O)C(Br)C(=O)O,training,1.0
BrCC(=O)c1ccc(Br)cc1,training,1.0
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
ClS(=O)(=O)c1c(Cl)cc(Cl)c(Cl)c1,training,1.0
BrC(Br)(Br)C=O,training,1.0
[Sn](Cl)(Cl)(Cl)CCCC,training,1.0
BrN1C(=O)N(Br)C(C)(C)C1=O,training,1.0
Cl[Si](c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
ClC(Cl)(Cl)OC(OC(Cl)(Cl)Cl)=O,training,1.0
BrCC=1c2c(OC(=O)C=1)cc(OC(=O)C)cc2,training,1.0
N(CCCCCCCCCCCCCCCCCC)(C)C,training,1.0
O=C(OCCOCCOCCOCCOC(=O)C=C)C=C,training,1.0
Ic1ccc(S(Cl)(=O)=O)cc1,training,1.0
ClC(=O)CCCCCCCCCCCCCCCCC,training,1.0
ClC(Cl)(Cl)C(OC(=O)C(Cl)(Cl)Cl)=O,training,1.0
FC(F)(F)C(F)(F)C(OC(=O)C(F)(F)C(F)(F)F)=O,training,1.0
ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,training,1.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,training,1.0
S(=O)(=O)(O)c1ccc(-c2ccc(S(=O)(=O)O)cc2)cc1,training,1.0
[Si](OCCCC)(OCCCC)(OCCCC)OCCCC,training,1.0
P(=O)(OCC(CCCC)CC)(OCC(CCCC)CC)O,training,1.0
BrC(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
O=C(OC(=O)CCCCCCCCC)CCCCCCCCC,training,1.0
Ic1c(O)c2ncccc2c(S(=O)(=O)O)c1,training,1.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,training,1.0
O=C(OC(=O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,training,1.0
S(F)(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training,1.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,training,1.0
N=C(N)N,training,0.0
O=C(O)O,training,0.0
O(CC)CC,training,0.0
O=C(NO)C,training,0.0
O=C(NO)N,training,0.0
Cc1c[nH]nc1,training,0.0
Nc1ccncc1,training,0.0
OCc1cnccc1,training,0.0
Nc1c(N)ccnc1,training,0.0
NCCc1n[nH]cc1,training,0.0
NCCc1nc[nH]c1,training,0.0
S=C1N(C)C=CN1,training,0.0
NC(CCCCC)C,training,0.0
ClC(Cl)(F)F,training,0.0
OCC(N)(CO)CO,training,0.0
SCC(N)C(=O)O,training,0.0
O=C(O)c1cnccc1,training,0.0
O=C(N)c1nccnc1,training,0.0
P(=O)(O)(O)C(=O)O,training,0.0
FC(F)(F)COC=C,training,0.0
S=C1N(O)C=CC=C1,training,0.0
O=C(O)CCC(N)C=C,training,0.0
O=C(O)CCCCCN,training,0.0
NC(Cc1ccccc1)C,training,0.0
O=C1N=CNc2[nH]ncc12,training,0.0
N(CCc1ncccc1)C,training,0.0
O=C(N)c1c(O)cccc1,training,0.0
P(=O)(O)(O)C1C(C)O1,training,0.0
O=C1C(O)=C(C)N(C)C=C1,training,0.0
N(C(CCC=C(C)C)C)C,training,0.0
O=C(N)CN1C(=O)CCC1,training,0.0
S=C1NC(=O)C=C(C)N1,training,0.0
O=C1N(C)C(=O)OC1(C)C,training,0.0
O=C(OCC)C=CC(=O)O,training,0.0
O=C(O)C(CCC)CCC,training,0.0
O=C(OC)CCC(=O)CN,training,0.0
ClC=1C(O)=CC(=O)NC=1,training,0.0
O=C(O)C(N)CCC(=O)N,training,0.0
O=C(O)C(N)CCC(=O)O,training,0.0
S(CCC(N)C(=O)O)C,training,0.0
NC(Cc1ccccc1)(C)C,training,0.0
O=C(O)C(O)C(O)C(=O)O,training,0.0
O=CC(O)C(O)C(O)CO,training,0.0
Oc1ccc(CC(N)C)cc1,training,0.0
O=C(O)c1c(O)cc(N)cc1,training,0.0
N(C(CC1CCCCC1)C)C,training,0.0
O=C1N(C)C(=O)OC1(CC)C,training,0.0
N(N)=C1NN=Cc2c1cccc2,training,0.0
C(c1ccccc1)C1=NCCN1,training,0.0
ClCCc1c(C)ncs1,training,0.0
NC=1OC(c2ccccc2)CN=1,training,0.0
CN1C(c2cnccc2)CCC1,training,0.0
SC(C(=O)NCC(=O)O)C,training,0.0
O=C(O)CCCc1ccccc1,training,0.0
ClC(Cl)C(F)(F)OC,training,0.0
O=C(OCC)c1ccc(N)cc1,training,0.0
OC(C(NC)C)c1ccccc1,training,0.0
ClC(Cl)(Cl)C(O)O,training,0.0
S=C(N)c1cc(CC)ncc1,training,0.0
S=C1NC(N)=Nc2[nH]cnc12,training,0.0
OC(C(N)C)c1cc(O)ccc1,training,0.0
N(C)C1(C)C(C)(C)C2CC1CC2,training,0.0
Clc1cc2nc(O)oc2cc1,training,0.0
S=C1NC(=O)C=C(CCC)N1,training,0.0
O=[N+]([O-])c1n(CCO)c(C)nc1,training,0.0
O=C(O)CC1(CN)CCCCC1,training,0.0
S(=O)(=O)(N)c1ccc(N)cc1,training,0.0
O=C(O)C(N)CCCNC(=N)N,training,0.0
CC1C(c2ccccc2)OCCN1,training,0.0
N(=C(NCc1ccccc1)NC)C,training,0.0
O=C(Nc1ccc(OCC)cc1)C,training,0.0
O(CC(N)C)c1c(C)cccc1C,training,0.0
NC(C)C12CC3CC(C1)CC(C2)C3,training,0.0
O=CC(O)C(O)C(O)C(O)CO,training,0.0
O=C1N(C)C(=O)c2[nH]cnc2N1C,training,0.0
N(C(C1CC1)C1CC1)C=1OCCN=1,training,0.0
S=C(N)c1cc(CCC)ncc1,training,0.0
S(=O)(=O)(O)CCCNC(=O)C,training,0.0
OC(C(O)C(O)CO)C(O)CO,training,0.0
O=C(c1ccccc1)c1ccccc1,training,0.0
SC(C(=O)O)C(S)C(=O)O,training,0.0
OC(CNC)c1cc(O)c(O)cc1,training,0.0
OC(C(N)C)c1cc(O)c(O)cc1,training,0.0
Clc1c(CC(N)(C)C)cccc1,training,0.0
P(F)(=O)(OC(C)C)OC(C)C,training,0.0
ClC(OC(F)F)C(F)(F)F,training,0.0
S=C1N(C(=O)OCC)C=CN1C,training,0.0
N(C(Cc1ccccc1)C)(CC#C)C,training,0.0
S(=O)(=O)(O)CC(S)CS,training,0.0
O=C1N(C)C(=O)CC1c1ccccc1,training,0.0
O=[N+](OC1C2OCC(O)C2OC1)[O-],training,0.0
CN1C(C)C(c2ccccc2)OCC1,training,0.0
O=C(OCCCC)c1ccc(N)cc1,training,0.0
O=C(N)c1ncn2C(=O)N(C)N=Nc12,training,0.0
O=C1N(CCC)c2nc[nH]c2C(=O)N1,training,0.0
Nc1c2c(nc3c1cccc3)cccc2,training,0.0
OC(C(O)C(O)CNC)C(O)CO,training,0.0
O=C(O)C(N)(Cc1ccc(O)cc1)C,training,0.0
O=C(O)C(N)Cc1cc(O)c(O)cc1,training,0.0
BrC(Cl)C(F)(F)F,training,0.0
O=[N+]([O-])c1oc(C=NNC(=O)N)cc1,training,0.0
O(CC(O)CO)c1c(OC)cccc1,training,0.0
Nc1c2c(nc3c1CCCC3)cccc2,training,0.0
CC1SCC2(O1)C1CCN(C2)CC1,training,0.0
C(C)(c1c(C)c(C)ccc1)c1nc[nH]c1,training,0.0
c1(-c2ncsc2)[nH]c2c(n1)cccc2,training,0.0
O=C1N(C)C(=O)CC1(C)c1ccccc1,training,0.0
O=C1N(CC)C(=O)NC1c1ccccc1,training,0.0
N1(c2nc(N3CC3)nc(N3CC3)n2)CC1,training,0.0
c1(C2N=C3SCCN3C2)ccccc1,training,0.0
O=C1C(c2ccccc2)=C1c1ccccc1,training,0.0
O=C(O)C(C)c1ccc(CC(C)C)cc1,training,0.0
C(=CC=1N(C)CCCN=1)c1sccc1,training,0.0
OCCN1C(CO)C(O)C(O)C(O)C1,training,0.0
O=C1N(O)C(C2CCCCC2)=CC(C)=C1,training,0.0
Nc1sc2c(n1)CCN(CC=C)CC2,training,0.0
O=C(O)C(O)C(O)C(O)C(O)C(=O)O,training,0.0
N(C)(C)c1nc(N(C)C)nc(N(C)C)n1,training,0.0
O=[N+](OCCNC(=O)c1cnccc1)[O-],training,0.0
O=C1C(C#N)=CC(c2ccncc2)=C(C)N1,training,0.0
O(C)c1c(C(O)C(N)C)cc(OC)cc1,training,0.0
OC(CNC(C)C)c1cc(O)c(O)cc1,training,0.0
OC(CNC(C)C)c1cc(O)cc(O)c1,training,0.0
n1c2c(ncc1)cc1c(c2)C2CNCC1C2,training,0.0
N(CCC)C1Cc2sc(N)nc2CC1,training,0.0
S(=O)(=O)(N)Cc1noc2c1cccc2,training,0.0
O=C(O)Cc1ccc(-c2ccccc2)cc1,training,0.0
O=C1C(C(CC)C)(CC)C(=O)NC(=O)N1,training,0.0
N(=Nc1ccccc1)c1c(N)nc(N)cc1,training,0.0
S(P(=O)(O)O)CCNCCCN,training,0.0
Clc1ccc(C(O)(C(O)(C)C)C)cc1,training,0.0
SCC(C(=O)N1C(C(=O)O)CCC1)C,training,0.0
C(CCC)(Cc1ccccc1)N1CCCC1,training,0.0
O=C(OCC(COC(=O)N)(CCC)C)N,training,0.0
O=C1N(C)C(=O)NC1(CC)c1ccccc1,training,0.0
O=C1C(CC)(c2ccccc2)C(=O)NCN1,training,0.0
O=C(O)C(CC)c1ccc(CC(C)C)cc1,training,0.0
O=C(NO)C(C)c1ccc(CC(C)C)cc1,training,0.0
O=C(NC(C)C)c1ccc(CNNC)cc1,training,0.0
O=C(NO)Cc1ccc(OCCCC)cc1,training,0.0
O=C1N(C2OC(CO)C=C2)C=C(C)C(=O)N1,training,0.0
O=C1C(C(=CCC)C)(CC)C(=O)NC(=O)N1,training,0.0
O=C(O)C(O)C(O)C(O)C(O)C(O)CO,training,0.0
O=C1c2c(O)cccc2Cc2c1c(O)ccc2,training,0.0
O=[N+]([O-])c1n(CCN2CCOCC2)cnc1,training,0.0
O=C1C(C(CCC)C)(CC)C(=O)NC(=O)N1,training,0.0
O=C1C(CCC(C)C)(CC)C(=O)NC(=O)N1,training,0.0
O=C(C(C)(C)c1cnccc1)c1cnccc1,training,0.0
O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],training,0.0
O=C1N(C2OC(CO)C(O)C2)C=NC(N)=N1,training,0.0
Clc1ccc(C(=O)NCC(=O)NO)cc1,training,0.0
O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,training,0.0
O=C1N(C2OC(CO)SC2)C=CC(N)=N1,training,0.0
ClC(Cl)(Cl)COP(=O)(O)O,training,0.0
Clc1c(N)nc(N)c(C(=O)NC(=N)N)n1,training,0.0
O=C1N(N(C)C(C)=C1C(C)C)c1ccccc1,training,0.0
Clc1cc2S(=O)(=O)NC(C)=Nc2cc1,training,0.0
O=C(NNCc1ccccc1)c1noc(C)c1,training,0.0
FC(F)(F)c1cc(CC(NCC)C)ccc1,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(C)cc2,training,0.0
O=C1C(CC)(c2ccccc2)C(=O)NC(=O)N1,training,0.0
O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C,training,0.0
O=C1N(c2ccccc2)NC(=O)C1CCCC,training,0.0
O=C(O)C1C(C)(C)S(=O)(=O)C2N1C(=O)C2,training,0.0
O=C(OC)C(c1ccccc1)C1NCCCC1,training,0.0
Oc1cc(C2(CC)CN(C)CCCC2)ccc1,training,0.0
ClCCN(N=O)C(=O)NC1CCCCC1,training,0.0
FC(F)(F)Oc1cc2sc(N)nc2cc1,training,0.0
OC(C(C)(C)C)C=Cc1cc2OCOc2cc1,training,0.0
O=C(NCCN(CC)CC)c1ccc(N)cc1,training,0.0
O=[N+](OC1C2OCC(O[N+](=O)[O-])C2OC1)[O-],training,0.0
Fc1cc2C3(C(=O)NC(=O)N3)CCOc2cc1,training,0.0
O=C(N(O)C(C)c1sc2c(c1)cccc2)N,training,0.0
Clc1c(C2(NC)C(=O)CCCC2)cccc1,training,0.0
Fc1c(Cn2nnc(C(=O)N)c2)c(F)ccc1,training,0.0
O=C(OCC(COC(=O)N)c1ccccc1)N,training,0.0
O=C1N(C)C(=O)c2n(CC(O)C)cnc2N1C,training,0.0
O=C1C(C(CCC)C)(CC=C)C(=O)NC(=O)N1,training,0.0
[SH0](=O)(C)C=1C(=O)c2c(N(C)C=1)cc(F)cc2,training,0.0
O=C(OCC)C(N)(Cc1cc(O)c(O)cc1)C,training,0.0
OC(C(NC(C)C)CC)c1cc(O)c(O)cc1,training,0.0
N(C(Cc1ccccc1)C)(Cc1ccccc1)C,training,0.0
Clc1cc(C(=O)C(NC(C)(C)C)C)ccc1,training,0.0
Fc1ccc(C2C(=O)c3c(C2=O)cccc3)cc1,training,0.0
OC(CNC(C)(C)C)c1nc(CO)c(O)cc1,training,0.0
Clc1c(N=C2NCCN2)c(OC)nc(C)n1,training,0.0
O=C1N(C2OC(CO)C(O)C2)C=C(C)C(=O)N1,training,0.0
SC1=NC(=O)C(C(CCC)C)(CC)C(=O)N1,training,0.0
Clc1ccc(OC(C(=O)OCC)(C)C)cc1,training,0.0
O=C1N(C2C(O)C(O)C(CO)O2)C=CC(N)=N1,training,0.0
O=C(N)c1nn(C2C(O)C(O)C(CO)O2)cn1,training,0.0
O=C(OCC)c1n(C(C)c2ccccc2)cnc1,training,0.0
ClC(Cl)(P(=O)(O)O)P(=O)(O)O,training,0.0
Oc1cc2C3(C)C(N)C(Cc2cc1)CCCCC3,training,0.0
Clc1c(CC(=O)NC(=N)N)c(Cl)ccc1,training,0.0
FC=1C(=O)NC(=O)N(C2OC(CO)C(O)C2)C=1,training,0.0
O=C1N(C)C(=O)NC(=O)C1(CC)c1ccccc1,training,0.0
O=C(O)C(C)c1ccc(CC2C(=O)CCC2)cc1,training,0.0
S(=O)(=O)(OCCCCOS(=O)(=O)C)C,training,0.0
O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,training,0.0
O=C(N(CC)CC)C1(c2ccccc2)C(CN)C1,training,0.0
FC=1C(N)=NC(=O)N(C2OC(CO)SC2)C=1,training,0.0
S(=O)(=O)(CCn1c(C)ncc1[N+](=O)[O-])CC,training,0.0
O=C(CC)C1(c2cc(O)ccc2)CCN(C)CC1,training,0.0
O=C(OCC)C1(c2ccccc2)CCN(C)CC1,training,0.0
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,training,0.0
Clc1ccc(-c2c(N)nc(N)nc2CC)cc1,training,0.0
O=C(Oc1c2ncccc2ccc1)c1ccccc1,training,0.0
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,training,0.0
O(CC(O)CNC(C)C)c1c(CC=C)cccc1,training,0.0
Fc1c(-c2cc(C(=O)O)c(O)cc2)ccc(F)c1,training,0.0
O=C(NCc1ccccc1)C(NC(=O)C)COC,training,0.0
ClCCN(CCCl)C=1C(=O)NC(=O)NC=1,training,0.0
O(C)c1ccc(C2C(=O)c3c(C2=O)cccc3)cc1,training,0.0
O=C(N)N1c2c(C(=O)Cc3c1cccc3)cccc2,training,0.0
O=C1N=C(N)Nc2n(CCC(CO)CO)cnc12,training,0.0
Nc1c(-c2ccccc2)nc2c(N)nc(N)nc2n1,training,0.0
O=C(OC1CC(C)(C)CC(C)C1)C1NC(=O)CC1,training,0.0
CN1Cc2c(C(c3ccccc3)OCC1)cccc2,training,0.0
Clc1c(NC2=NCCN2)c2nsnc2cc1,training,0.0
Clc1ccc(NC(NC(=N)NC(C)C)=N)cc1,training,0.0
Ic1c(O)nc(S)nc1,training,0.0
O=C(NCC(O)c1c(OC)ccc(OC)c1)CN,training,0.0
S=C1NC(=O)C(C(CCC)C)(CC=C)C(=O)N1,training,0.0
N(CCCC)c1c2c(nc3c1CCCC3)cccc2,training,0.0
O=C(O)CN1C(=O)c2c3c(ccc2)cccc3C1=O,training,0.0
O(C(c1ccccc1)c1ccccc1)CCN(C)C,training,0.0
N(CCN(Cc1ccccc1)c1ncccc1)(C)C,training,0.0
Clc1ccc(CC(NC(=O)OCC)(C)C)cc1,training,0.0
Clc1c(Cl)ccc2N=C3N(CC(=O)N3)Cc12,training,0.0
IC(C)C1OC(CO)CO1,training,0.0
O=C(Oc1c(C(=O)O)cccc1)c1c(O)cccc1,training,0.0
O=C(NCCC1c2c3c(OCC3)ccc2CC1)CC,training,0.0
O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,training,0.0
O=[N+]([O-])c1n(CC(=O)NCc2ccccc2)ccn1,training,0.0
O=C(O)C(C)c1ccc(C(=O)c2sccc2)cc1,training,0.0
O=C1OC2(CN1)CCN(CCc1ccccc1)CC2,training,0.0
O=C(OC1(c2ccccc2)C(C)CN(C)CC1)CC,training,0.0
CN1CC=2C(c3ccccc3)c3c(cccc3)C=2CC1,training,0.0
c1(C2(c3ccccc3)C(C3=NCCN3)C2)ccccc1,training,0.0
FC1(F)C(O)C(CO)OC1N1C(=O)N=C(N)C=C1,training,0.0
O(C)c1cc(C2(O)C(CN(C)C)CCCC2)ccc1,training,0.0
Oc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,training,0.0
N(CCCC1c2c(cccc2)C=Cc2c1cccc2)C,training,0.0
N(CCC=C1c2c(cccc2)CCc2c1cccc2)C,training,0.0
Clc1c(CN2Cc3c(scc3)CC2)cccc1,training,0.0
S(=O)(=O)(Nc1nc(C)ccn1)c1ccc(N)cc1,training,0.0
O=NN(C(=O)NC(C=O)C(O)C(O)C(O)CO)C,training,0.0
O(CC(O)CNC(C)C)c1c(OCC=C)cccc1,training,0.0
N(Cc1ccccc1)(CC1=NCCN1)c1ccccc1,training,0.0
O=C1Nc2c(C)ccnc2N(C2CC2)c2ncccc12,training,0.0
Oc1ccc(C(C(=CC)c2ccc(O)cc2)=CC)cc1,training,0.0
O=C(Nc1ccc(OCC(O)CNC(C)C)cc1)C,training,0.0
O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,training,0.0
N(CCCN1c2c(cccc2)CCc2c1cccc2)C,training,0.0
OCC(NC1C(O)C(O)C(O)C(O)(CO)C1)CO,training,0.0
S(=O)(=O)(Nc1c(C)c(C)no1)c1ccc(N)cc1,training,0.0
Oc1c(O)ccc2c1-c1c3c(ccc1)CCN(C)C3C2,training,0.0
OC(c1ccccc1)(c1ccccc1)C1NCCCC1,training,0.0
O=C1NC(=O)CN(C(CN2CC(=O)NC(=O)C2)C)C1,training,0.0
Oc1ccc(C(=C(CC)c2ccc(O)cc2)CC)cc1,training,0.0
O=C(NC(Cc1ccccc1)(C)c1ccccc1)CN,training,0.0
Clc1ccc(C(=O)NCCN2CCOCC2)cc1,training,0.0
S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,training,0.0
