smiles,group,CYP3A4-inh
O=C(NCCC1=CCCCC1)C1CN(c2oc3c(n2)cccc3)CCC1,training,1.0
S=C(NN=Cc1sc([N+](=O)[O-])cc1)Nc1cc(C)ccc1,training,1.0
Fc1ccc(C2=C(c3ccncc3)NC(=C3C=CC(=O)C=C3)N2)cc1,training,1.0
O=C(NC(c1ccccc1)C1C(C(=O)OC)C1)c1cnccc1,training,1.0
Fc1ccc(Nc2c(-c3cocc3)cncn2)cc1,training,1.0
N#Cc1cc(-c2nc(NC)c3c(n2)cccc3)ccc1,training,1.0
Clc1c(CSc2c(C#N)c(C)cc(C)n2)cc2OCOc2c1,training,1.0
Fc1ccc(C(O)(C(N2CCOCC2)c2ccccc2)c2ccccc2)cc1,training,1.0
O=C(NCc1cnccc1)c1oc(COc2ccc(OCC)cc2)cc1,training,1.0
O=C(OC1C(C)=C2C(C(OC(=O)C)(C)CC(OC(=O)CCC)C3(O)C(O)(C)C(=O)OC23)C1OC(=O)CCCCCCC)C(=CC)C,training,1.0
O(C)c1ccc(N2C(=O)C(CCc3ccccc3)=Nc3c2nc(NCC)nc3)cc1,training,1.0
O=C1N(CC2OCCC2)c2nc(N3CCOCC3)ncc2N=C1CCc1ccccc1,training,1.0
O=C(NCCc1ccccc1)C(C#N)=Cc1cc(O)c(O)cc1,training,1.0
O=C(Nc1ccccc1)C(C#N)=Cc1cc(O)c(O)cc1,training,1.0
O=C(NCCCc1ccccc1)C(C#N)=Cc1cc(O)c(O)cc1,training,1.0
Fc1ccc(Nc2nc(-c3cocc3)ncc2)cc1,training,1.0
O=C(NN)c1sc2c(c1)CCCCCC2,training,1.0
O=C(NCc1ccccc1)C(C#N)=Cc1cc(O)c(O)cc1,training,1.0
N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C,training,1.0
O=C(NCc1ccc(OC)cc1)CCN1C(=O)Nc2c(C1=O)cc(OCC)c(OCC)c2,training,1.0
Fc1c(CC=2C(=O)N3NC=C(C(=O)NCc4cc5OCOc5cc4)C3=NC=2C)cccc1,training,1.0
P(=O)(Cc1cc[n+]([O-])cc1)(c1ccccc1)c1ccccc1,training,1.0
O(CCn1c(CN(Cc2ccccc2)Cc2ccccc2)nc2N(C)C(=O)NC(=O)c12)CC,training,1.0
Brc1c(OCC(=O)NC(C)(C)C)c(OCC)cc(CNc2ccc(OC)cc2)c1,training,1.0
O=C(Nc1c(O)ccc(C(C)C)c1)c1[nH]ncn1,training,1.0
Brc1ccc(C(=O)NC(C(=O)NCC(=O)OCc2ccccc2)=Cc2ccccc2)cc1,training,1.0
S(=O)(=O)(N1CCC(n2nnc3c2ccc(C)c3)CC1)c1ccc(C(=O)N2C(C)CCCC2C)cc1,training,1.0
O(CCn1c(C)c(C=Nn2cnnc2)c2c1cccc2)c1ccc(OC)cc1,training,1.0
Clc1ccc(C=2C(=O)N(C)c3nc(OC)ncc3N=2)cc1,training,1.0
Clc1cc(N(C(=O)c2c3c(c(N4CCN(c5ncccn5)CC4)nc2)cccc3)CC)ccc1,training,1.0
O=C(OCC)C=C1N(CC(=O)Nc2cc3c(cc2)CCC3)C(=O)CS1,training,1.0
N#Cc1cc(-c2nc(NCc3cnccc3)c3c(n2)cccc3)ccc1,training,1.0
Clc1nc(NN=C(C)c2cc([N+](=O)[O-])ccc2)nc(N)c1,training,1.0
S=C1SC(C(=O)NCc2ccccc2)=C2N1c1c(C(=O)N2)cccc1,training,1.0
N(c1c(-c2cocc2)cncn1)c1ccccc1,training,1.0
O=C(N1CC2(CN(Cc3ccncc3)CC2)CCC1)c1nccnc1,training,1.0
O(C)c1cc(-c2cc3c(N(Cc4occc4)C)ncnc3cc2)ccc1,training,1.0
O=C(Nc1cc(C)cc(C)c1)CCc1[nH]c2c(n1)cccc2,training,1.0
O=C(Nc1c(C)cccc1C)Cn1c2c(c(C(=O)C)c1)cccc2,training,1.0
O(C)c1c(CNc2nc(-c3cc(OC)ccc3)ncc2)ccc(OC)c1,training,1.0
O(C)c1cc(-c2nc(-n3cncc3)ccn2)ccc1,training,1.0
N#Cc1cc(-c2nc(N(C)C)c3c(n2)cccc3)ccc1,training,1.0
O=C(NCc1ccccc1)C(N(C(=O)c1nccnc1)Cc1sccc1)c1ccc(OC)cc1,training,1.0
O(C)c1cc2c(CCNc3c(-c4cnccc4)cncn3)c[nH]c2cc1,training,1.0
S(CC(=O)c1c(C)n(CC2Oc3c(OC2)cccc3)c(C)c1)c1oc(-c2ccccc2)nn1,training,1.0
Clc1c(CSCCNC(=S)Nc2ccccc2)ccc(Cl)c1,training,1.0
S(=O)(=O)(N1CCOCC1)c1cc(NC(=O)COC(=O)CCC(=O)c2sccc2)c(C)cc1,training,1.0
S(CC(=O)Nc1cc(C)ccc1)C1=NC(=O)c2c(C)cc(C)nc2N1,training,1.0
Clc1ccc(CSc2oc(-c3c(-n4cccc4)ccs3)nn2)cc1,training,1.0
N(c1nc(-c2c(C)onc2C)ncc1)C1CC1,training,1.0
Fc1ccc(CN2C(=O)C(c3ccc(F)cc3)=Nc3c2nc(N2CCNCC2)nc3)cc1,training,1.0
S(=O)(=O)(N1CCN(CC(=O)Nc2cc(OC)cc(OC)c2)CC1)c1ccc(OC)cc1,training,1.0
O=C(Oc1ccccc1)N1CCC2(CC1)CCN(Cc1ccncc1)CC2,training,1.0
Fc1ccc(NC(=O)C(N(C(=O)Cn2nnc3c2cccc3)C2CC2)c2cc(OC)ccc2)cc1,training,1.0
O=C(N1CC2(CN(C(c3ccccc3)c3ccccc3)CC2)CCC1)c1occc1,training,1.0
O(C)c1cc2c(CCNc3nc(-c4c(C)cccc4)ncc3)c[nH]c2cc1,training,1.0
O=C1C(C2[N+](C)(C)CCc3c2cc2OCOc2c3)c2c(O1)c1OCOc1cc2,training,1.0
Clc1nc2c(c(C)c1)cc(Cc1cc3c(C)cc(Cl)nc3cc1)cc2,training,1.0
O=C(NC1C(C)C(C)CCC1)CCN1C(=O)Oc2c1cccc2,training,1.0
O(C)c1cc(-c2ncnc(NCc3ncc(C)nc3)c2)ccc1,training,1.0
Clc1ccc(C(=O)CSc2n(-c3ccccc3)ccn2)cc1,training,1.0
O(C)c1cc(-c2cc3c(N4CCOCC4)ncnc3cc2)ccc1,training,1.0
Clc1cc(NC(=O)NCCc2ccc(Cl)cc2)ccc1,training,1.0
O=C(Nc1sc2c3nc(C)sc3ccc2n1)c1cc2OCCOc2cc1,training,1.0
O=C(NCc1cnccc1)COC=1c2c(N(C)C(=O)C=1)cccc2,training,1.0
S(Cc1ccccc1)c1n(CC(=O)N2CCOCC2)c2c(n1)cccc2,training,1.0
Fc1ccc(CN2C(=O)C(CCc3ccccc3)=Nc3c2ncnc3)cc1,training,1.0
O=C(Nc1cc(-c2sc3c(n2)cccc3)ccc1)c1cc2OCOc2cc1,training,1.0
O=[N+]([O-])c1cn(CC(=O)Nc2c(C(=O)OC)c3c(s2)CCC3)nc1,training,1.0
S(=O)(=O)(N(CC(=O)N1CCC(C)CC1)C)c1c2nsnc2ccc1,training,1.0
Clc1c(NC(=O)c2cc3OCOc3cc2)cc(-c2sc3c(n2)cccc3)cc1,training,1.0
Fc1c(NC(=O)c2c(C)nc(-c3cnccc3)s2)ccc(F)c1,training,1.0
O(c1c(C=C2C(=O)N(C)C(=O)S2)cccc1)c1ccc(C)cc1,training,1.0
Clc1c(CSCCNS(=O)(=O)c2cc3OCCOc3cc2)c(Cl)ccc1,training,1.0
ClC1=C(C(=O)NCCN2CCOCC2)NN2C(C(F)(F)F)CC(c3ccccc3)N=C12,training,1.0
O(C)c1cc2c(CCNc3c(-c4cocc4)cncn3)c[nH]c2cc1,training,1.0
Clc1c(-c2c(NCCN3CCOCC3)ncnc2)cccc1,training,1.0
O(C)c1ccc(N2C(=O)C(c3sccc3)=Nc3c2nc(N2CCNCC2)nc3)cc1,training,1.0
BrC(C(OCC(C)C)c1cc2OCOc2cc1)C,training,1.0
Cc1c(c(C)no1)-c1nc(N2CCOCC2)c2c(n1)cccc2,training,1.0
O(C)c1cc(-c2cc3c(NCc4ccccc4)ncnc3cc2)ccc1,training,1.0
O=C(CCCN1C(=O)c2c3c(ccc2)cccc3C1=O)N1Cc2c(cccc2)CC1,training,1.0
O(CCNc1ncnc2c1cc(-c1c(OC)cccc1)cc2)C,training,1.0
Clc1c(N2CCOCC2)ccc(NC(=O)CSCC(=O)Nc2ccc(C)cc2)c1,training,1.0
O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1Oc2c(OC1)cccc2,training,1.0
O=[N+]([O-])c1ccc(C=C(NC(=O)c2ccccc2)C(=O)Nc2ccc(C)cc2)cc1,training,1.0
O=C(O)CCc1onc(-c2c(-n3cccc3)cccc2)n1,training,1.0
S(C(C(=O)Nc1cc(C)c(C)cc1)c1ccccc1)CC(=O)OC,training,1.0
Fc1ccc(CN2C(=O)C=Nc3c2nc(Nc2cc(OC)ccc2)nc3)cc1,training,1.0
O=C(O)C(N)c1cc(O)cc(O)c1,training,1.0
S(CCNC(=NC)NC#N)Cc1nc(N=C(N)N)sc1,training,1.0
Clc1ccc(NC(=O)CSCC(=O)OCN2C(=O)c3c(N=N2)cccc3)cc1,training,1.0
Brc1c(OC)ccc(CCn2c(C(=O)N3CCCC3)cc3c2CC2C3C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)C2)c1,training,1.0
O=C(CNCC(C)C)N1c2c(Sc3c1cccc3)cccc2,training,1.0
S(=O)(=O)(Nc1cc(-c2c(-n3cncc3)ncnc2)ccc1)C,training,1.0
N(Cc1ccccc1)c1ncnc(-c2cnccc2)c1,training,1.0
Clc1c(-c2nc(-n3cncc3)ccn2)cccc1,training,1.0
N(Cc1cnccc1)c1c(-c2cnccc2)cncn1,training,1.0
O=C1N(CCN)c2ncncc2N=C1c1c2c(n(C)c1)cccc2,training,1.0
O=C(NCc1cnccc1)C1C(N(C)C(=O)c2c1cc(OC)c(OC)c2)c1cnccc1,training,1.0
FC(F)(F)c1c(-c2nc(NCCOC)c3c(n2)cccc3)cccc1,training,1.0
O=C(N1CC2(CN(Cc3ccccc3)CC2)CCC1)c1c(C)onc1C,training,1.0
FC(F)(F)c1c(-c2ncnc(NCCc3c4c([nH]c3)ccc(OC)c4)c2)cccc1,training,1.0
S(=O)(=O)(N1CCC2(CN(c3ncccc3)CCC2)CC1)c1ccccc1,training,1.0
S(C(C(=O)Nc1c(OC)cccc1)CC)C=1N(Cc2occc2)C(=O)c2c(N=1)cc1OCOc1c2,training,1.0
O=C1C(=O)C2=C(OC(C)(C)CC2)c2c1cccc2,training,1.0
S(Cc1cc(C(F)(F)F)ccc1)CC1N2C(=O)c3c(N=C2SC1)cccc3,training,1.0
O=C(N1CCN(C(c2n(CC3OCCC3)nnn2)c2ccc(C)cc2)CC1)c1occc1,training,1.0
O(C(C(C=NOC1C(CO)OC(CC=C)C=C1)C)C(C)C)Cc1ccccc1,training,1.0
O(CCN)B(c1ccccc1)c1ccccc1,training,1.0
FC(F)(F)c1c(-c2cc3c(NCCOC)ncnc3cc2)cccc1,training,1.0
S(C)C1(SC2=NCCN2)SC2(S1)NCCN2,training,1.0
S(CC=C)C=1SC=2N(C(=O)c3c(N=2)cccc3)N=1,training,1.0
O=C1C2(N(C)CC(c3ccccc3)C32C(=O)c2c(OC3)cccc2)c2c(N1)cccc2,training,1.0
O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1,training,1.0
Clc1c(N)ccc2[nH]c(-c3ccc(N)cc3)nc12,training,1.0
S(CC(=O)Nc1cc(C(=O)Nc2c(C(=O)O)cccc2)ccc1)Cc1ccccc1,training,1.0
S(=O)(=O)(N)c1cc(N=Nc2c3c(c(N)c(OC)c2)cccc3)ccc1,training,1.0
S(c1[nH]c2c(n1)cccc2)c1oc(C=C2C(=O)N(C(CC)C)C(=O)S2)cc1,training,1.0
Clc1ccc(OCC(=O)NN=C(CC(=O)NCCCN2CCOCC2)C)cc1,training,1.0
Clc1c(C(=O)Nc2cc(OC)c(NC(=O)c3occc3)cc2)cccc1,training,1.0
FC(F)(F)C(NNc1ccccc1)(NC(=O)c1c(F)cccc1)C(=O)OC,training,1.0
O(C)c1c(CNc2ncnc(-c3c(OC)cccc3)c2)cccc1,training,1.0
O=C(N(C)C)c1ccc(-c2nc(-n3cncc3)c3c(n2)cccc3)cc1,training,1.0
O=C(OCCN(CC)CC)C(CCC)(c1ccccc1)c1ccccc1,training,1.0
O=C(N1CC2(CN(Cc3c(OC)cccc3)CC2)CCC1)c1ccncc1,training,1.0
Fc1ccc(Nc2ncnc3c2cc(-c2cocc2)cc3)cc1,training,1.0
N(Cc1sccc1)c1nc(-c2c(C)onc2C)ncc1,training,1.0
S(CCC(=O)Nc1ccc(OC)cc1)c1nc2c(c(C)c1)cccc2,training,1.0
FC(F)(F)c1ccc(C(=O)OCCC=2C(=O)N(c3ccccc3)NC=2C)cc1,training,1.0
O=C(Nc1cc2nccnc2cc1)c1ccc(C)cc1,training,1.0
S=C1N(CC(C)C)C(c2c3c(sc2)CCCC3)=NN1,training,1.0
Brc1c(C)cc(NCc2ncccc2)cc1,training,1.0
O=C(OCc1ccccc1)C1=C(C)NC=2N(C)C(=O)N(C)C(=O)C=2C1c1cnccc1,training,1.0
S(CC(=O)C(C)(C)C)C=1N(Cc2occc2)C(=O)c2c(C)c(C)sc2N=1,training,1.0
O=C(c1oc(C)cc1)C1=C(O)C(=O)N(CCCn2cncc2)C1c1ccc(OC(C)C)cc1,training,1.0
Clc1cc(OC)c(OCC(=O)OCC)c(C2N(c3cc(C)ccc3)C(=O)c3c(N2)cccc3)c1,training,1.0
Fc1ccc(CN2C(=O)C(c3sccc3)=Nc3c2nc(NCC)nc3)cc1,training,1.0
O(C)c1c(-c2nc(NCc3sccc3)c3c(n2)cccc3)cccc1,training,1.0
O=C(Nc1c2c(ccc1)cccc2)c1ccccc1,training,1.0
S(c1n(-c2ccccc2)nnn1)C1C(=O)N(c2cc(C)cc(C)c2)C(=O)C1,training,1.0
Fc1ccc(C(N(C(=O)c2ncccc2)Cc2occc2)C(=O)NCc2ccccc2)cc1,training,1.0
Clc1cc(NC(=S)Nc2c(C(=O)OC)cc(OC)c(OC)c2)ccc1,training,1.0
O=C(N1C(c2ccccc2)C2C(C(=Cc3ccccc3)CCC2)=N1)c1c(C)ncs1,training,1.0
Clc1c(Cl)ccc(CSc2oc(C=3C(=O)N(Cc4ccccc4)C=CC=3)nn2)c1,training,1.0
Clc1ccc(COc2c(OCC)cc(CNCCc3ccc(S(=O)(=O)N)cc3)cc2)cc1,training,1.0
S(=O)(=O)(c1n(CC(C)C)c(C(C)C)nc1[N+](=O)[O-])c1ccc(F)cc1,training,1.0
O(C)c1ccc(Oc2nc3N(Cc4sccc4)C(=O)C(C)=Nc3cn2)cc1,training,1.0
S(CC(O)C(OCCCC)OCCCC)c1cc2c(cc1)cccc2,training,1.0
S(=O)(=O)(NC(C(C)C)CC(=O)NCCC1=CCCCC1)c1ccc(NC(=O)C)cc1,training,1.0
O(C)c1cc(CN2C(=O)C(c3ccccc3)=Nc3c2nc(N2CCNCC2)nc3)ccc1,training,1.0
O(C)c1ccc(N2C(=O)C(C)=Nc3c2ncnc3)cc1,training,1.0
Clc1c(N(S(=O)(=O)c2ccccc2)S(=O)(=O)c2ccccc2)ccc(N)c1,training,1.0
O=C(NN=Cc1cc2OCOc2cc1)C(NC(=O)c1ccccc1)=Cc1cc2OCOc2cc1,training,1.0
BrC1C(Br)C2C3C(=O)N(C(C(=O)Nc4ccc(C)cc4)C)C(=O)C3C1C2,training,1.0
O=C(Nc1ccc(OC)cc1)CCCCC#Cc1ccccc1,training,1.0
O(C)c1c(-c2c(NCc3sccc3)ncnc2)cccc1,training,1.0
O=C(OCC)c1c(C)nc2c(c1-c1ccc(OC)cc1)C(=O)CC(C)(C)C2,training,1.0
S(CC=C)c1nc(NC)c2sccc2n1,training,1.0
FC(F)(F)C1(C(F)(F)F)N(C(=O)c2ccc(C)cc2)C2C=CC1C2,training,1.0
O(N=C1C2OC2C(O)C2N3C(=O)N(C(CC)c4ccccc4)C(=O)N3CCC12)CC(O)COCc1occc1,training,1.0
N(Cc1c(-c2c(Nc3ccccc3)ncnc2)cccc1)(C)C,training,1.0
S(CC(=O)Nc1cc(C)ccc1)c1nc(-c2ccncc2)[nH]n1,training,1.0
Oc1ccc(C(C(CC)c2ccc(O)cc2)CC)cc1,training,1.0
S(CC(=O)NCCc1ccc(SC)cc1)c1c([N+](=O)[O-])scc1,training,1.0
O(C)c1c(N)c(C=2Oc3c(C(=O)C=2)cccc3)ccc1,training,1.0
Clc1ccc(Cc2nc(SCC#C)c3c(n2)cccc3)cc1,training,1.0
O=C(Nc1cc2OCCOc2cc1)C1C(N(C)C(=O)c2c1cc(OC)c(OC)c2)c1cnccc1,training,1.0
Brc1c(Cn2c(C(=O)N(C)C)cc3c2CC2C3C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)C2)ccs1,training,1.0
O=C(Nc1n(-c2[nH]c3c(n2)cccc3)nc(C)c1)C1CCCC1,training,1.0
O=C(OCC1C(Oc2ccc(OC)cc2)C=CC(c2ccccc2)O1)CCC(=NOC(CN1c2c(nc(C)c(C)c2)CCCC1)C)C,training,1.0
O=C(OCC1C(Oc2ccc(OC)cc2)C=CC(c2ccccc2)O1)CCC(=NOC(CN1c2c(nc(C)c(C)c2)CCC1)C)C,training,1.0
O=C(OC)c1c(NC(=O)C2CCN(C(=O)c3ccc(OC)cc3)CC2)cccc1,training,1.0
O=C(OCC1C(Oc2ccc(OC)cc2)C=CC(c2ccccc2)O1)CCC(=NOCC1C(Oc2ccc(OC)cc2)C=CC(c2ccccc2)O1)C,training,1.0
O=C(NCCCC)CCC(=O)Nc1cc2c(C)cc(N3CCOCC3)nc2cc1,training,1.0
O=C(OCC1C(Oc2ccc(OC)cc2)C=CC(c2ccccc2)O1)CCC(=NOCCC1OC(COC(=O)C)C(OC(=O)C)C=C1)C,training,1.0
O=C(OCC1C(Oc2ccc(C)cc2)C=CC(CC=C)O1)NCc1c2c(ccc1)cccc2,training,1.0
O(C)c1c(CNc2nc(-c3cc(C#N)ccc3)nc3c2cccc3)ccc(OC)c1,training,1.0
S(Cc1n(-c2c(N)non2)nnc1C(=O)OC(C)C)c1ncccc1,training,1.0
Nc1n(CC2OCCC2)c(-c2ccccc2)cn1,training,1.0
O=[N+]([O-])c1ccc(-c2nc(N(Cc3ccccc3)C)c3c(n2)cccc3)cc1,training,1.0
O=C(OCC)Nc1cc2OCOc2cc1,training,1.0
Brc1ccc(C[SH0](=O)Cc2n(c(SCc3ccc(Cl)cc3)nn2)-c2ccccc2)cc1,training,1.0
S(CC(=O)NCc1occc1)C=1N(c2ccc(C)cc2)C(=O)c2c(sc3c2CC(C)(C)SC3)N=1,training,1.0
N(CCCn1cncc1)c1ncnc2c1oc1c2cccc1,training,1.0
O(CCN1C(=O)C(C)=Nc2c1nc(Oc1ccc(OC)cc1)nc2)C,training,1.0
FC(F)(F)c1c(C(NC(=O)c2occc2)C2C(CCCC)C2)cccc1,training,1.0
Clc1cc(NC(=O)C2CN(c3nc(OC)cc(C)n3)CCC2)c(OC)cc1,training,1.0
O=C(N1C(c2ccc(C)cc2)C(C)CCC1C(=O)OC)c1ccc(C=NOC)cc1,training,1.0
N(Cc1ncc(C)nc1)c1nc(-c2cocc2)nc2c1cccc2,training,1.0
S=C(NC(=O)C=Cc1occc1)Nc1c(C)ccc(-c2sc3c(n2)cccc3)c1,training,1.0
Clc1c(NC(=O)c2c(O)ccc(Cl)c2)ccc([N+](=O)[O-])c1,training,1.0
Clc1cc(CSCC(=O)NN=Cc2ccc(OCC(=O)N3CCCCC3)cc2)ccc1,training,1.0
O(C)c1cc(CN2C(=O)C(CCc3ccccc3)=Nc3c2nc(N2CCNCC2)nc3)ccc1,training,1.0
N(Cc1ccccc1)c1nc(-c2cnccc2)ncc1,training,1.0
O=C1N(C2CC2)c2nc(Nc3ccccc3)ncc2N=C1C,training,1.0
O=C(N1CC2(CN(c3ncccc3)CC2)CCC1)c1ccncc1,training,1.0
FC(F)(F)c1cc(C(F)(F)F)cc(CN2CC3(CN(C(=O)c4nccnc4)CCC3)CC2)c1,training,1.0
S(=O)(=O)(N1CCN(CC(=O)Nc2cc3OCOc3cc2)CC1)c1ccc(F)cc1,training,1.0
Clc1ccc(C(=O)NC(Cc2c3c([nH]c2)cccc3)c2n3c(nn2)CCCCC3)cc1,training,1.0
S=C1N(c2ccccc2)C(N)=C(c2n(C)c3c(n2)cccc3)S1,training,1.0
S(=O)(=O)(NC(C(=O)Nc1ccc(-c2sc3c(n2)cccc3)cc1)C)c1c(C)ccc(C)c1,training,1.0
S(CCC)c1nc(SCC(=O)NCc2ccccc2)c2c(sc3c2CC(C)(C)OC3)n1,training,1.0
Brc1c(C=CC(=O)NCc2ccc(Cl)cc2)cc2OCOc2c1,training,1.0
N#CNC(=NC(C(C)(C)C)C)Nc1ccncc1,training,1.0
O(C)c1cc(C(O)=C2C(=O)C(=O)N(c3noc(C)c3)C2c2sccc2)ccc1,training,1.0
O=C(NCCc1ncccc1)c1[nH]cc(C(=O)C2CCCCC2)c1,training,1.0
Brc1c(Cn2c(C(=O)N3CCCC3)cc3c2CC2C3C(C(=O)OC)(Cc3ccccc3)N(C(=O)c3ccccc3)C2)ccs1,training,1.0
Clc1ccc(COc2c(C=NNC(=O)Cc3ccccc3)cccc2)cc1,training,1.0
O(C)c1c(OC)cc(C2c3c(C(O)C4C2C(=O)OC4)cc2OCOc2c3)cc1OC,training,1.0
O=C(Nc1cc(C#N)ccc1)N1CC2(CCN(C(=O)c3ccncc3)CC2)CCC1,training,1.0
Clc1c(S(=O)(=O)Nc2c3OC(C)(C)Cc3c(C)cc2)cccc1,training,1.0
ClC=1C(=O)NN=CC=1NN=Cc1cc(C)ccc1,training,1.0
O=C(OCC)C=1n2c3c(c4c2C2C(CC)(C=1)CCCN2CC4)cccc3,training,1.0
S(=O)(=O)(CC#CCOC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(C)cc1,training,1.0
O=C(N1CCN(c2ccc(OC)cc2)CC1)c1cc(OC)c(OCc2c(C)onc2C)cc1,training,1.0
Fc1ccc(NC(=O)Nc2sc(-c3ccncc3)nn2)cc1,training,1.0
Clc1c(-c2ocnn2)sc2c1ccc(OC)c2,training,1.0
O=C(Oc1cc(NC(=O)c2cc(C)ccc2)ccc1)c1cc(C)ccc1,training,1.0
S(=O)(=O)(N1c2c(cc(C)cc2)C2C1CCN(C)C2)c1ccc(F)cc1,training,1.0
OC(c1ccncc1)C=1c2c(C(=Cc3ccncc3)C=1)cccc2,training,1.0
S(=O)(=O)(Nc1c(CNc2n(CCCC)c3c(n2)cccc3)cccc1)c1ccc(C)cc1,training,1.0
Ic1ccc(CNc2nc(Cl)nc3n(C4C(O)C(O)C(C(=O)NC)O4)cnc23)cc1,training,1.0
Clc1cc(NC(=S)NC(=O)CCN2C(=O)c3c(C2=O)cccc3)ccc1,training,1.0
S(CC#N)C=1N(Cc2ccccc2)C(=O)c2c(N=1)cc(C(=O)N1CCCC1)cc2,training,1.0
O=C(N(CCN1CCN(c2c(OC)cccc2)CC1)c1ncccc1)C1CCCCC1,training,1.0
Clc1c(Cl)ccc(CCN(CCN2CCCCCC2)C)c1,training,1.0
Fc1c(N2C(=O)C3C4C(O)C(O)CC(=NOCCCC#C)C4CCC3C2=O)ccc(F)c1,training,1.0
N(c1c(C(C)C)nc2n1C=CC=C2)C1CCCCC1,training,1.0
O=C(NCCc1ccccc1)N1c2c(Sc3c1cccc3)cccc2,training,1.0
S(Cc1ccc(C(=O)Nc2ccccc2)cc1)c1n(CC=C)c(-c2ccccc2)nn1,training,1.0
O=C(Nc1ccc(C)cc1)CN1C(=O)c2c(sc3c2CC(CC)(C)OC3)N=N1,training,1.0
Clc1c(C=C2C(=O)N(CC(=O)NN3CCN(C)CC3)C(=S)S2)c(Cl)ccc1,training,1.0
O=[N+]([O-])c1cc2C(O)(N3CCCCCC3)C(=O)Nc2cc1,training,1.0
Clc1ccc(S(=O)(=O)C2(C(=O)OCC)CCN(Cc3ccc(Cl)cc3)CC2)cc1,training,1.0
S(CC(=O)N1C(C)CCCC1)c1n(CC2OCCC2)c(CCC)nn1,training,1.0
N(C)(C)c1ncnc2c1cc(-c1c(C)cccc1)cc2,training,1.0
O(C)c1cc(CN2C(=O)C(CCc3ccccc3)=Nc3c2ncnc3)ccc1,training,1.0
Brc1ccc(C(=O)NC(P(=O)(OC(C)C)OC(C)C)c2ccccc2)cc1,training,1.0
O=C(NCc1occc1)c1c(N)n(Cc2ccc(OC)cc2)c2nc3c(nc12)cccc3,training,1.0
O=[N+]([O-])c1c(C(=O)Nc2nc(NC(=O)c3c([N+](=O)[O-])cccc3)ccc2)cccc1,training,1.0
O=C(CNC(=O)C=1c2c(C(=O)N(c3c(OC)cccc3)C=1)cccc2)N1CCN(c2ccccc2)CC1,training,1.0
S(=O)(=O)(CC)N1CCC(C(=O)NCCCN(CC)c2cc(C)ccc2)CC1,training,1.0
Clc1c(CSC=2NNC(=S)C3=NC=NC=23)cccc1,training,1.0
Clc1c(C(F)(F)F)cc(NC(=O)CN2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1,training,1.0
S(=O)(=O)(N1CCN(c2cc(-n3c(C)cc(C)n3)c([N+](=O)[O-])cc2)CC1)c1cc(C)c(C)cc1,training,1.0
Clc1ccc(-c2c(C#N)c(SCC(=O)CC(=O)OCC)nc(-c3ccccc3)c2)cc1,training,1.0
O=C(N(C=CC=Cc1[n+](CC)c2c(s1)cccc2)c1ccccc1)C,training,1.0
O(C)c1ccc(C=C(C#N)C#N)cc1,training,1.0
O=C(NCCc1cc(OC)c(OC)cc1)c1c(NC(=O)c2occc2)cccc1,training,1.0
O=C(OC)C1=C(C)N(CC#C)C(C)=C(C(=O)CCO)C1c1cc(N2OO2)ccc1,training,1.0
O(C)c1c(CNc2nc(-c3c(CN(C)C)cccc3)nc3c2cccc3)ccc(OC)c1,training,1.0
N(Cc1ncc(C)nc1)c1c(-c2c(C)cccc2)cncn1,training,1.0
O=C(OCC1C(Oc2ccc(OC)cc2)C=CC(CCON=C2C(O)C(c3cc(OC)ccc3)Oc3c2cc(OC)cc3)O1)NCCC,training,1.0
O=C(N1CC2(CN(Cc3ccccc3)CC2)CCC1)c1nnsc1,training,1.0
FC(F)(F)Oc1ccc(Cn2c(C(=O)N(C)C)cc3c2CC2C3C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)C2)cc1,training,1.0
O=C(N(C)C)c1n(Cc2[nH]c3c(n2)cccc3)c2c(c1)C1C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)CC1C2,training,1.0
FC(F)(F)c1ncc(Cn2c(C(=O)N(C)C)cc3c2CC2C3C(C(=O)OC)(Cc3ccc(OC)cc3)N(C(=O)c3ccccc3)C2)cc1,training,1.0
O(C)c1c(-c2cc3c(NC4CC4)ncnc3cc2)cccc1,training,1.0
Clc1c(Cl)cc2NC(=O)C3N(c2c1)CCNC3,training,1.0
Brc1ccc(S(=O)(=O)Cc2c(C)onc2C)cc1,training,1.0
Clc1ccc(C(=O)NC(=S)NNC(=O)c2ccc(C)cc2)cc1,training,1.0
O(C)c1cc(Nc2nc3N(CC4OCCC4)C(=O)C(c4sccc4)=Nc3cn2)ccc1,training,1.0
O=C(Oc1ccccc1)N1CC2(CN(CC(C)C)CC2)CCC1,training,1.0
N(C)(C)c1ccc(-c2cc3c(-n4cncc4)ncnc3cc2)cc1,training,1.0
