smiles,group,Pgp-sub
O=C1C(c2nc3n(c2)C=CC=C3)=Cc2c(O1)cccc2,training,0.0
O=[N+]([O-])C1=Cc2c(O)ccc(O)c2C2OC=CC12,training,0.0
O=C(N(CC=C)c1cc(OCc2ccccc2)c2[nH]c(CC=C)c(C)c2c1)C,training,0.0
S(=O)(=O)(n1c2c(OCc3ccccc3)cc(N(C(=O)C)CC=C)cc2c(C)c1)c1ccccc1,training,0.0
O=C1/C(=N\c2ccc(C)cc2)/c2c(cccc2)C=2OC(C)(C)CCC1=2,training,0.0
Oc1cc2[nH]c3c(C[C@@H]4/C(=C\C)/CN5[C@H](c6[nH]c7c(c6CC5)cccc7)C4)nccc3c2cc1,training,0.0
O=C(OCC1(CO)OC(=O)/C(=C\CCCCCCCCC)/C1)CC(C(C)C)C(C)C,training,0.0
O(C)c1c(O)ccc(/C=C/C=2OC(=O)C=C(/C=C/c3cc(OC)c(O)cc3)C=2)c1,training,0.0
N(=Nc1cc2[nH]c(C)nc2cc1)c1c(C)onc1C,training,0.0
O=C(O)c1c(C2c3[nH]c4c(c3CCC2)cccc4)cccc1,training,0.0
Oc1c(N)cc(C2c3[nH]c4c(c3CCC2)cccc4)cc1,training,0.0
O=C(OCC)c1nc2Sc3c(-n2c1)cc(C)c(C)c3,training,0.0
O=C1OCC23C(C)(OC(C)=C12)OC=C3,training,0.0
Clc1c(Cl)ccc(N=C(O)N=C(S)Nc2ccc(S(=O)(=O)N)cc2)c1,training,0.0
Brc1sc(-c2c(CCOC3OCCCC3)ccs2)c(CCOC2OCCCC2)c1,training,0.0
O(C)c1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)/C(=C/c5ccncc5)/C4)CC3)CC2)cc1,training,0.0
O=C(NN1/C(=N/c2ccccc2)/SC=C1c1ccc(C)cc1)c1ccncc1,training,0.0
O(C)c1cc2c(O/C(=N/c3ccccc3)/C(C(O)=N)=C2)cc1,training,0.0
ClCC1c2c(N(C(=O)c3[nH]c4c(c3)cc(OCCN(C)C)cc4)C1)cc(N)cc2,training,0.0
O=C(O/C=C\OC1C(c2ccccc2)(c2ccccc2)CCC1)c1ccccc1,training,0.0
Clc1ccc(OC=2C(=O)Oc3c(C=2c2ccc(OCCN(C)C)cc2)ccc(OC)c3)cc1,training,0.0
O[C@H]/1[C@@](O)(C)[C@H]2N(C\C\1=C/[C@@H](CCCC)C)CCC2,training,0.0
O(CCCN1C(=O)c2c3c(ccc2)cccc3C1=O)c1c(OC)cc2C(=O)N3[C@H](C=Nc2c1)CCC3,training,0.0
O(C)c1c2C(=O)O[C@H](C)CCCC/C=C/Cc2cc(OC)c1,training,0.0
ClC(Cl)=C(Cl)/C(/[N+](=O)[O-])=C(\n1ncnc1)/N1CCCCC1,training,0.0
ClC(Cl)=C(Cl)C([N+](=O)[O-])=C(Nc1c2ncccc2ccc1)Nc1c2ncccc2ccc1,training,0.0
O[C@@]1(C#Cc2cc3OCOc3cc2)[C@@H](C([C@@H](C)c2ccccc2)CC#N)CCC1,training,0.0
ClCC1c2c3c(c([N+](=O)[O-])cc2N(C(=O)c2[nH]c4c(c2)cc(NC(=O)c2oc5c(c2)cccc5)cc4)C1)cccc3,training,0.0
O=C1C=C/C(=C/[C@@H]2[C@@]3(C=CC(=O)C3)C=CSS2)/C1,training,0.0
S=C1N(C(=O)COc2ccc(OCC(=O)N3C(=S)N(c4ccccc4)CC3=O)cc2)C(=O)CN1c1ccccc1,training,0.0
S([C@H]1[C@H](C(C#N)C#N)CCC=C1Sc1ccccc1)c1ccccc1,training,0.0
S(c1ccccc1)C=1[C@@H]2C(C#N)(C#N)[C@@H]2CCC=1,training,0.0
O=C(O)CN1CCN(CC(=O)O)CCNCC1,training,0.0
S([C@@](N=C(OCc1ccccc1)O)(C(F)(F)F)C=O)c1ccc(C)cc1,training,0.0
FC=1C(O)=NC(=O)N(C2C(=O)C(F)=CC(COC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)C=1,training,0.0
O=C(O)[C@]12[C@H](C=3[C@](C)([C@@]4(C)C(=C5[C@@](C)([C@@](CO)(C)[C@@H](O)[C@@H](O)C5)CC4)CC=3)CC1)CC(C)(C)CC2,training,0.0
O=C(N(Cc1ccc(OC)cc1)Cc1ccc(OC)cc1)CC1(O)C=CCC1,training,0.0
O=C(OC12CC3CC(C1)CC(C2)C3)c1c(O)c(-c2ccccc2)[nH]c1C,training,0.0
[Si](OC[C@@H]1[C@@H](CC=C)[C@@H](O[Si](C(C)(C)C)(C)C)[C@H](N2C(=O)N=C(O)C=C2)O1)(C(C)(C)C)(C)C,training,0.0
ClCC1c2c3c(C)c[nH]c3c(OCc3ccccc3)cc2N(C(=O)/C=C/c2n(C)cc(N=C(O)CCC)c2)C1,training,0.0
SC(=N/N=C(\C(=N/N=C(S)N1CCCCC1)\C)/C)N1CCCCC1,training,0.0
P(=O)(OCC1C(O)C(O)C(N2C(O)=NC(=NCCCCCCCCCCCCCCCCCC)C=C2)O1)(OCC1C(O)CC(N2C(=O)N=C(O)C(F)=C2)O1)O,training,0.0
O(C)c1ccc(C(c2ccc(OC)cc2)=C2C=CC=C2)cc1,training,0.0
Clc1ccc(C2=C3OC(=O)C(C(=O)OCC)=C(C)C3C=C(c3sccc3)C2)cc1,training,0.0
Clc1ccc(-c2c(O)c(C(=C(C(=O)O)C(=O)O)C)cc(-c3sccc3)c2)cc1,training,0.0
Brc1cc2c(n(C3C(O)C(O)C(O)CO3)c3c4[nH]c5c(c4ccc23)cccc5)cc1,training,0.0
O=C1[C@](C)([C@@]2(C)C(=O)c3c(C)cccc3N2)Nc2c1c(C)ccc2,training,0.0
O=[N+]([O-])c1ccc(NC(O)=N/N=C\c2cc3c(cc2)cccc3)cc1,training,0.0
Clc1ccc(/C=C/2\C(=O)c3c(S(=O)(=O)CC\2)ccc(C)c3)cc1,training,0.0
Clc1ccc(C2c3c(-c4ccccc4)nn(-c4ccccc4)c3OC=3N=CN4N(C(=O)OC)C(=O)N=C4C2=3)cc1,training,0.0
Oc1c(C[C@@]2(C)[C@H](C)CC[C@@]3(C)C(C)=CCC[C@H]23)cc(O)cc1,training,0.0
S(CC)C=1N=C(O)C(=Cc2c(O)cccc2)N=1,training,0.0
O=C1c2scc(C(O)C)c2C(=O)c2c1sc(C(O)C)c2,training,0.0
O=C1c2sc(C(O)C)cc2C(=O)c2c1scc2,training,0.0
ClCC1c2c(N(C(O)=C3N=C4C(OC)=C(OC)C(OC)=CC4=C3)C1)cc([N+](Cc1ccc([N+](=O)[O-])cc1)(C)C)cc2,training,0.0
O=C(Oc1c(C)c2c(OC(C)C2)c2ncccc12)C,training,0.0
N#C/C(/C(C#N)C#N)=C/1\C(C#N)=C(C#N)C(=N)N\1,training,0.0
O=C1C2SCNC2C2NCCC3C2C1NC1C3CCCC1,training,0.0
[Si](OC1C(CCCCC2C(C(C)C)CCC(=O)C2)CC(=O)C1)(C(C)(C)C)(C)C,training,0.0
O=C1[C@H]2[C@](C#N)([C@H]3[C@@H]2CCC3)CCC1,training,0.0
O(C)c1cc2-c3[nH]c4c(c3CCc2cc1)cccc4,training,0.0
O(C)c1ccc(C2N(c3ccccc3)N=C(c3c(n(-c4ccccc4)nc3C)-c3c(O)cc(C)cc3)C2)cc1,training,0.0
O=NC=1C(=Nc2cc(OC)ccc2)NC(=N)NC=1N,training,0.0
O=C(OC1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(OC(=O)c5ccccc5)cc4)CC3)CC2)CC1)c1c2Nc3c(C(=O)c2ccc1)cccc3,training,0.0
O=C1N2N=CN(c3ccc(C)cc3)CC2=Nc2sc3c(c12)CCCC3,training,0.0
O=C(O[C@H]1[C@@H](C)/C=C/C(C)(C)[C@H](OC(=O)c2cnccc2)[C@H](O)[C@@H](OCC(C)C)C(=C)[C@H](OC(=O)C)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@](OC(=O)C)(C)C[C@]12O)C,training,0.0
O=C(C=C)N1C/C(=C\c2ccc(OC)cc2)/C(=O)/C(=C/c2ccc(OC)cc2)/C1,training,0.0
C=C1N(c2ccc(C)cc2)C(c2ccc(C)cc2)=Cn2c3c(nc12)cccc3,training,0.0
Clc1c(N=C(O)C2C(=O)OC3(OC2=O)CCCCC3)ccc(Cl)c1,training,0.0
Clc1c(C(=O)c2ccc(Cl)cc2)c(Cl)cc(Cn2c(N=C(O)CN(CC)CC)c(C(=O)N)nn2)c1,training,0.0
Clc1c(Cl)cc2[n+]([O-])c(C)c(SC)[n+]([O-])c2c1,training,0.0
O(CCN(C)C)c1ccc(-c2c(c(C)c3n2C=CC=C3)-c2ccccc2)cc1,training,0.0
O=C(OCC)C(NC(=O)c1ccc(Nc2c(-c3sccc3)nc3c(n2)cccc3)cc1)CCC(=O)OCC,training,0.0
S(=O)(=O)(N=C1C(N2CCCCCC2)=Nc2c(N1)cccc2)c1ccc(N)cc1,training,0.0
O(CC1C2N(CCC1)CCCC2)c1cc(N)ccc1,training,0.0
O=C(OCC)C(C(=O)OCC)=CNc1ccc(NC=2SC(C)CN=2)cc1,training,0.0
O(C)c1c(O)ccc(C=CC(O)=C2N(c3ccccc3)N=[O+]C2=O)c1,training,0.0
FC([N+](=O)[O-])([N+](=O)[O-])CN(COCN(CC(F)([N+](=O)[O-])[N+](=O)[O-])CC(F)([N+](=O)[O-])[N+](=O)[O-])CC(F)([N+](=O)[O-])[N+](=O)[O-],training,0.0
Clc1c(Cl)cc2nc(C3(C)OC(C)(C)C(CO)CC3)[nH]c2c1,training,0.0
Clc1c(Cl)ccc(N=C2N=C3N(C4OC(CO)C(O)C4)C=NC3=C(Cl)N2)c1,training,0.0
O=C(C)c1sc2C(=O)c3c(C(=O)c2c1)scc3,training,0.0
FC(F)(F)c1cc2nc(c(Oc3ccc(C#N)cc3)nc2cc1)-c1ccccc1,training,0.0
Clc1ccc(Oc2ccc(C(=O)CCN(CC)CC)cc2)cc1,training,0.0
N#CC1=C(N)N(c2c(C)cccc2)C(c2ccccc2)C1(C#N)C#N,training,0.0
O=C(c1c(N[C@H]2[C@@H]3[C@@H]([C@H](c4cc(OC)c(OC)c(OC)c4)c4c2cc2OCOc2c4)C(=O)OC3)cccc1)c1ccccc1,training,0.0
O=C(O)C(C(=C)CCC(C)C1C2(C)C(C=3C(=C)CC4[C@H](C)C(=O)CCC4(C)C=3C(=O)C2)CC1)C,training,0.0
Brc1c2nsnc2c(Br)c2NSNc12,training,0.0
O=C(Oc1c(-c2ccccc2)oc2c1cccc2)C,training,0.0
O=C1C(C)=C(C2=C(C)C(=O)C(=O)c3c2ccc(C)c3)c2c(C1=O)cc(C)cc2,training,0.0
Br[C@H]1[C@H](N)c2c(Br)sc(Br)c2C1=O,training,0.0
S(C(C(=O)OCC)C(C(=O)OCC)N1C(=O)N=C(O)C=C1)CCO,training,0.0
OC1=Nc2c(-c3nc4c(cc3C1)cccc4)cccc2,training,0.0
O=C1C(=C)[C@H]2[C@@H](O1)[C@@H]1[C@H](C)CCC[C@@H](C)[C@H]3O[C@@](C)([C@@H](O1)C2)CC3,training,0.0
O(C)c1c(O)ccc(CCNC=2C(=O)c3ncccc3C(=O)C=2)c1,training,0.0
Oc1nc(O)cc(NNc2c3c(ccc2)cccc3)n1,training,0.0
S(=O)(=O)(N)c1ccc(NN=C2c3c(N(C)c4c2cccc4)cccc3)cc1,training,0.0
O=C(c1ccc(CN2CCN(CCCCN3c4c(Sc5c3cccc5)cc(N=[N+]=[N-])cc4)CC2)cc1)c1ccccc1,training,0.0
O=C(OC)[C@]12[C@H](C=3[C@](C)([C@@]4(C)[C@@H]([C@]5(C)[C@H](C(C)(C)[C@@H](OC6C(OC7C(O)C(O)C(O)C(CO)O7)C(O)C(O)C(CO)O6)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,training,0.0
O=C(O)[C@]12[C@H](C=3[C@](C)([C@@]4(C)[C@@H]([C@]5(C)[C@H](C(C)(C)[C@@H](OC6C(OC7C(O)C(O)C(O)C(CO)O7)C(O)C(O)C(CO)O6)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,training,0.0
Clc1ccc(C2C(C#N)=C(S)N(C(c3ccccc3)=C2C(=O)C)C2C(O)C(O)C(O)C(CO)O2)cc1,training,0.0
S(c1n(C)c(C(O[Si](C(C)(C)C)(C)C)c2c(OCOC)c(OC)c(OC)cc2)cn1)c1ccccc1,training,0.0
O=C(C)C1(Cc2c3c(ccc2)cccc3)S(=O)(=O)OCCOS1(=O)=O,training,0.0
O=C(OC)C1(Cc2cc3c(cc2)CCC3)Cc2c(cc3c(c2)CCC3)C1,training,0.0
N#CC12C(=NC(c3ccccc3)=CC1)NC(c1ccccc1)=CC2,training,0.0
O=[N+]([O-])c1ccc(C2N(c3ccc(-c4ccc(N5C(c6ccccc6)=Nc6c(C5=O)cccc6)cc4)cc3)C(=O)CS2)cc1,training,0.0
Nc1c(C)cc(-c2sc3c(n2)cccc3)cc1,training,0.0
Oc1c(CN(C)C)cc(/N=N/c2ccc(C)cc2)cc1,training,0.0
S(=O)(=O)(NN=C1[C@@H](C)C[C@@H](C(C)(C)C)CC1)c1ccc(C)cc1,training,0.0
Brc1cnc2c(O)cccc2c1,training,0.0
Clc1cnc2c(O)cccc2c1,training,0.0
O=C(OCC(C)(C)C)C(N=C(O)C(N=C(OCc1ccccc1)O)CC(=O)OCc1ccccc1)(C)C,training,0.0
S(CCO)C1=C(C)C(=O)c2c(C1=O)cccc2,training,0.0
ClC(=NOC(=O)Nc1ccc(C#N)cc1)C(C)C,training,0.0
FC(F)(F)C(N=C(OCC)O)(NNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1)C(F)(F)F,training,0.0
I/C=C/C(=O)N1c2c(C(CCN=C(O)C)C1)cccc2,training,0.0
O=C(OCC1C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC)O1)c1cc(O)c(O)c(O)c1,training,0.0
N=C1n2c(Sc3c(N1)cccc3)ncc2,training,0.0
P(=O)(OCC(N)C(=O)O)(O)CCCCCCCCCCCC,training,0.0
O=C1C(C2OC(=O)c3c2cccc3)Cc2c1c1c(cc2)CCCC1,training,0.0
O=C(OCC)C(N=C(O)C(N=C(OCc1ccccc1)O)Cc1ccccc1)CCC(=O)OCC,training,0.0
FC(F)(F)c1c(-c2c(N=O)c(C)nc(C)c2C(=O)OC)cccc1,training,0.0
P(=O)(OCC)(OCC)OC1C(CO[Si](C(C)(C)C)(C)C)OC(n2c3ncnc(N(CC)CC)c3nc2)C1,training,0.0
O[C@@H]1[C@]2(C)C(C3C(c4c(cc(O)c(CC(C)C)c4)CC3)CC2)CC1,training,0.0
O(C)c1c(O)ccc(/C=C/C=C\2/C(=O)/C(=C/C=C/c3cc(OC)c(O)cc3)/CCC/2)c1,training,0.0
S(C(=O)/C=C\1/C(C(OC(C)(C)C)=O)N(C(OC(C)(C)C)=O)C/1)CC,training,0.0
O(CC1(c2ccccc2)OC(=O)C(=C)C1)c1cc2OC(=O)C=C(C)c2cc1,training,0.0
O(CC1(c2ccccc2)OC(=O)C(=C)C1)c1cc2OC(=O)C=Cc2cc1,training,0.0
O(C)c1ccc(C2C(C)C(NNC(O)=N)Oc3c2cc2OCOc2c3)cc1,training,0.0
SC(=NN=C(C)c1ncccc1)N(CCN(C(S)=NN=C(C)c1ncccc1)C)C,training,0.0
O(C)c1c(O)c(C2C(C)C(N3CCOCC3)Oc3c2cc2OCOc2c3)ccc1,training,0.0
OCc1cc(N=C2c3c(Nc4c2cccc4)cccc3)cc(N)c1,training,0.0
O=C(OC1CCN(CCCC(=O)c2ccccc2)CC1)C(O)(c1ccccc1)C1CCCC1,training,0.0
ClC(Cl)=C(Cl)C(Sc1ccccc1)=C(Cl)[N+](=O)[O-],training,0.0
Clc1c([N+](=O)[O-])cc(/C=N/C23CC4CC(C2)CC(C3)C4)cc1,training,0.0
FC(F)(F)C(O)(C(F)(F)F)CC(=O)CN(CCO)C,training,0.0
ClC1=C(N[C@H](C(O)=N)Cc2ccc(O)cc2)C(=O)c2c(O)ccc(O)c2C1=O,training,0.0
Clc1c(OC(C(O)=NCCN(C)C)(C)C)ccc(C(=O)c2ccc(Cl)cc2)c1,training,0.0
BrC=1C(=O)c2c(O)cc(C)cc2C(=O)C=1,training,0.0
ClC=1C(OC)(C)CP(OC(C)C)(=O)CC=1C,training,0.0
O(C)c1ccc(C=CC(=NN=C(O)NN=C(C=Cc2ccc(OC)cc2)C(C)C)C(C)C)cc1,training,0.0
BrC(C=C)(CBr)CCC(Br)C(Cl)(C)C,training,0.0
O=[N+]([O-])c1cc(-c2[n+]3C(=O)/C(=C/c4cc(OC)c(OC)c(OC)c4)/Sc3sc2)ccc1,training,0.0
ClC1=C(N2CCN(c3ncccc3)CC2)C(=O)c2c(O)ccc(O)c2C1=O,training,0.0
O=[N+]([O-])c1ccc(C2SC(=N)Nc3n(C(=O)c4c(O)cccc4)nc(C)c23)cc1,training,0.0
O=[N+]([O-])c1ccc(C=C2C(O)=NC(=NNc3sc(C(=O)OCC)c(C)n3)S2)cc1,training,0.0
O=[N+]([O-])c1cc(-c2nc(NN=C3C(=O)Nc4c3cccc4)sc2)ccc1,training,0.0
O=C(N1[C@@](C(=O)OC)(Cc2cc3c(cc2)cccc3)CCCCCC1)c1ccccc1,training,0.0
O=C1c2c(NC(c3cnccc3)=C1)cc1OCOc1c2,training,0.0
ClC1=C(c2ccc([N+](=O)[O-])cc2)C(=O)c2c(c(O)ccc2)C1=O,training,0.0
OC(=NNC(C#N)c1c(O)ccc2c1cccc2)c1c(O)cccc1,training,0.0
OCc1sc(-c2oc(-c3sc(CO)cc3)cc2)cc1,training,0.0
[O+]=C([N-]N=C(CC1OC(=O)c2c1cccc2)c1ccc(OC)cc1)C[N+](C)(C)C,training,0.0
[N-]C[Si]1(C[N-])CCCC1,training,0.0
Clc1c(COC(C)(C)C)cc(NC(=S)c2c(C)occ2)cc1,training,0.0
Fc1c(F)cccc1C(=O)[O-],training,0.0
O=C1C(=CC(C)c2ccc(CC(C)C)cc2)CCC1CN1CCOCC1,training,0.0
O(C)c1ccc(C=C2C(=O)C(CN3CCOCC3)CC2)cc1,training,0.0
O=C1C(=CCCCCCCCC)CCC1CN1CCOCC1,training,0.0
O=C(OCC)C(O)=NNc1sc2C(=O)c3c(C(=O)c2n1)cccc3,training,0.0
O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(cc6OCOc6c5)cc4C3)=C2)CO1,training,0.0
Clc1c(C)c(N=C(O)CC2C(O)=Nc3c(S2)cccc3)ccc1,training,0.0
O=C(O)C(NCc1c2c(nc3c1cccc3)cccc2)CCCNC(=N)N,training,0.0
FC(F)(F)c1cc([N+](=O)[O-])c2n[se]nc2c1,training,0.0
Fc1ccc(/N=C/2\c3oc(C(C)(C)C)nc3C(=O)c3c\2cccc3)cc1,training,0.0
Brc1ccc(C2=C(Cl)c3c(C2Cl)cc(OC)c(OC)c3)cc1,training,0.0
O=C1C(C[N+](C)(C)C)CCC1,training,0.0
O=C(OCC)C(C#N)C=1c2c(C(=O)C(=O)C=1)ccc(OC)c2,training,0.0
BrC(=C(Br)COC1C(Cl)=C(Cl)C(=O)O1)COC1C(Cl)=C(Cl)C(=O)O1,training,0.0
N(CC1=Nc2c3c(ccc2)cccc3N1)(C)C,training,0.0
ClCc1c([N+](=O)[O-])cc(CCl)cc1,training,0.0
O(C)c1c(OC)ccc(C=2C(=O)c3c(OC=2)c2OCOc2cc3)c1,training,0.0
O=C1N(CN2CCN(C)CC2)C(=O)C2C1C1C2C2C3C(=O)N(CN4CCN(C)CC4)C(=O)C3C1C=C2,training,0.0
O(C)c1c(OC)ccc(C(NCCNC(c2c(O)cc3OCOc3c2)c2cc(OC)c(OC)cc2)c2c(O)cc3OCOc3c2)c1,training,0.0
Clc1c(-c2n(CC)c3c(c(Cl)cc(O)c3)c2)c(Cl)cc(O)c1,training,0.0
O=[N+]([O-])c1c2Nc3c(-c4nn(CCCN(C)C)c(c24)cc1)cc(OC)cc3,training,0.0
O=C(OC)[C@@]1(C)[C@@H]2[C@](C)([C@H]3[C@@]4(C[C@@]5(C)[C@@H]([C@H]5C4)C3)CC2)CCC1,training,0.0
SC(=NN=C(C)c1sccn1)N1CCN(c2ncccc2)CC1,training,0.0
O(C)c1cc(O)c2C(=O)OC(C)C/C=C/C(=O)C3OC3CC(O)C(O)c2c1,training,0.0
O=C1C2(O)C34C(C)(O1)C1OC(=O)C5C(C)(C3C(=O)C(O4)(OC5)C3C(C4(C)C(=O)C=CCC54OC5C3)CC2)C1,training,0.0
S(=O)(=N)(CCC(N)C(=O)O)CCCC,training,0.0
O=C(N=C1c2c(cccc2)C2=Nc3c(OC2=C1)cc(N(CC)CC)cc3)c1c(-c2c3c([o+]c4c2ccc(N(CC)CC)c4)cc(N(CC)CC)cc3)cccc1,training,0.0
O=C1c2c(O)ccc(O)c2C(=O)C2=C1[C@@H](O)[C@@H](O)[C@@H](O)C2,training,0.0
FC([N+](=O)[O-])([N+](=O)[O-])COC(=O)OCC(F)([N+](=O)[O-])[N+](=O)[O-],training,0.0
O=C(O)C=1C(=O)c2c(NC=1)cc(OCc1ccccc1)cc2,training,0.0
S=C1N(Cc2ccccc2)C(=O)C(C2C(O)=Nc3c(S2)cccc3)S1,training,0.0
O=CC=1C2(C=O)C(C)(C3C(C=1)CC(C)(C)C3)C2,training,0.0
O=C1C2(C)C(C)(O2)C2C(=O)OCC12,training,0.0
Oc1c2ncccc2ccc1,training,0.0
ClCCN(N=O)C(=O)O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@H](CC(=O)CC4)CC3)CC2)CC1,training,0.0
SC(NN=Cc1ncc(N)cc1)=N,training,0.0
O(N(C(O)=NC)C(=O)C)C(O)=NC,training,0.0
O=C(OC1C2(C(=C)C)OC3(c4ccccc4)OC4(C1C)C1C(O)(C(=O)C(C)=C1)C(O)C1(CO)OC1C4C2O3)/C=C/C=C/c1ccccc1,training,0.0
OC(Cc1n(C)c2c(n1)cccc2)c1n(C)c2c(n1)cccc2,training,0.0
O=C1C(CO)=C(CO)C(=O)c2c(O)ccc(O)c12,training,0.0
O=C1C(=C)C2C(O)CC(C)=CCC/C(/C)=C/C(O)CC(C)C(O1)C2,training,0.0
O(C)c1c(OC)cc(CC2N(C)CCc3c2cc(OC)c(OC)c3)c(Oc2c(OC)cc3-c4c(O)c(OC)cc5c4C(N(C)CC5)Cc3c2)c1,training,0.0
O=C1c2c(O)cc(C)cc2C(=O)C=C1,training,0.0
Brc1cc(C=Nc2cc(C(F)(F)F)ccc2)c(O)cc1,training,0.0
Brc1c(O)c(/C=N/N=C(O)NN=Cc2c(O)c(Br)cc(Br)c2)cc(Br)c1,training,0.0
ClC(Cl)c1nc(Cl)c(C#N)nc1,training,0.0
ClCC(=O)Nc1ccc(SC)cc1,training,0.0
Clc1cc-2c(N3C(=NC(CC)C3)c3c-2cccc3)cc1,training,0.0
Clc1ccc(/C=C/C=2NC=CC(=NC(CCCN(CC)CC)C)C=2)cc1,training,0.0
BrC(C(=O)c1ccc([N+](=O)[O-])cc1)C(Br)c1c2c(ncc1)cccc2,training,0.0
O=C(/C=C/c1cnccc1)/C=C/c1cnccc1,training,0.0
O(C1(c2cc(O)c(O)c(O)c2)C(O)C(O)c2c(O)cc(O)cc2O1)C1C(c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1,training,0.0
O=[N+]([O-])c1c2c(c(O)c(Cc3c(O)c4ncccc4c([N+](=O)[O-])c3)c1)nccc2,training,0.0
BrC1C(=O)C(CN(C)C)CCCCC1,training,0.0
S(=O)(=O)(Nc1c(C=O)cccc1)c1ccc(C)cc1,training,0.0
Brc1cc2C(=NNc3c([N+](=O)[O-])cccc3)C(=O)Nc2cc1,training,0.0
O=C1C(=O)C=C(Nc2c(C)cc(C)cc2)c2c1cccc2,training,0.0
O=C1N=C(O)c2c(N)c3C(=O)c4c(C(=O)c3c(N)c12)cccc4,training,0.0
Ic1c(O)c(/C=N/C(CO)(CO)C)cc(I)c1,training,0.0
Oc1c2ncccc2c(/N=N/c2ccc(Nc3nc(C)nc(C)c3)cc2)cc1,training,0.0
O=C(O)C1=C(O)C=2C(C(C)=C([C@H](CC)C)OC=2)=CC1=O,training,0.0
Clc1cc(C=Nc2cnc3c(c2)cccc3)c(O)cc1,training,0.0
Sc1nc(O)c(Cc2c(O)ccc3c2cccc3)c(-c2ccccc2)n1,training,0.0
O(C)c1c(O)c2C(=O)C3=C(C(=O)c2c(O)c1)COC(O)(C)C3,training,0.0
ClC1=C(Nc2cc3n[nH]cc3cc2)C(=O)c2c(C1=O)cccc2,training,0.0
N(CCNc1c2c(c(N=Nc3cnc4c(c3)cccc4)cc1)cccc2)(CC)CC,training,0.0
O=C1OCC(C2C3(C)C(O)(C4C(C5(C)C(CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CC5)CC4)CC3)CC2O)=C1,training,0.0
Clc1c(CCCCCCCCC)c(Cl)nc(Cl)n1,training,0.0
O=C(O)C1C2NCNC3C2C(C(=O)C2C3CCCC2)CC1,training,0.0
FC(F)(F)c1n(C(=O)C)nc([C@@H]2[C@]3(C)[C@H]([C@H]4[C@@H]([C@]5(C)C(=CC4)C[C@@H](OC(=O)C)CC5)CC3)CC2)c1,training,0.0
ClC1=C(OC)C(=O)c2c(C1=O)nccc2,training,0.0
OC(=Nc1c(C=C2c3c(-c4c2cccc4)cccc3)cccc1)C,training,0.0
O=C1c2c(O)c3C4(O)C(C)OC(c3c(O)c2C(=O)C2=C1C(C)OC1C2OC(=O)C1)CC4O,training,0.0
O=C(O)C1C(C)(C)SC2C(C(=O)O)N=C(Cc3ccccc3)N12,training,0.0
O(C)c1c(OC)c(OC)c2OC(c3c(OC)ccc(OC)c3)=CC(=O)c2c1OC,training,0.0
S(C(=O)OCC)c1ncnc2[nH]cnc12,training,0.0
O=C1[C@]2(C)[C@](C)(C(=O)O1)[C@@H]1O[C@H]2CC1,training,0.0
S(C#N)c1ncnc2[nH]cnc12,training,0.0
Clc1cc2/C(=C/CCN(C)C)/c3c(Sc2cc1)cccc3,training,0.0
O=[N+]([O-])c1ccc(C2C(C(=O)c3ccccc3)N=NC2)cc1,training,0.0
O(C)c1c(OC)c2-c3c([C@@H](N=C(O)C)CCc2cc1OC)cc(OC)cc3,training,0.0
C(C)(C)C1=C2C(C)(C3C(C)(C4(C)C(C5C6(COC5C(C)(C)CC6)CC4)CC3)CC2)CC1,training,0.0
Oc1c(CNC2CCCCC2)cc(C(C)(C)C)cc1C,training,0.0
ClC1=C(N2CCN(C3=C(Cl)C(=O)c4c(C3=O)cccc4)CC2)C(=O)c2c(C1=O)cccc2,training,0.0
O=C1C(CN2CCCCC2)CCCC1CN1CCCCC1,training,0.0
ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,training,0.0
O=[N+]([O-])c1c(C(=O)C(CN(C)C)=C)cccc1,training,0.0
Clc1c(Cl)c(Cl)c(O)c(O)c1Cl,training,0.0
[N+](C)(C)(C)C1=NNC2=Nc3c(SC2=C1)cccc3,training,0.0
C(C)(C)N1C(CCCCCCCCCCCCC)=NC(C)(C)C1,training,0.0
O=C(OCCCN1C(C)CCC1)c1ccc(OC2C=CCCC2)cc1,training,0.0
O=C(O)C(=CC(=O)O)CC(=O)O,training,0.0
ClC(C(=O)NCCN(CC)CC)=C1C(Cl)=C(Cl)C(Cl)=C1Cl,training,0.0
Oc1c(Cc2c(O)ccc3c2cccc3)c2c(cc1)cccc2,training,0.0
