smiles,group,CYP2C9-sub
O=C(OCC)Nc1cc2N(C(=O)CCN3CCOCC3)c3c(Sc2cc1)cccc3,training,0.0
Clc1c(N)cc(OCC)c(C(=O)NC[C@H]2OCCN(Cc3ccc(F)cc3)C2)c1,training,0.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)c3c(OCC)ccc4c3cccc4)C(=O)N12,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(C)cc2,training,0.0
O=C(Nc1c(C)cccc1C)CN1C(=O)CCC1,training,0.0
O=[N+]([O-])c1c(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cccc1,training,0.0
O=[N+]([O-])c1cc(C2C(C(=O)OCCOCCC)=C(C)NC(C)=C2C(=O)OCCOCCC)ccc1,training,0.0
O=[N+]([O-])c1cc([C@H]2C(C(=O)OC)=C(C#N)NC(C)=C2C(=O)OC(C)C)ccc1,training,0.0
O=[N+]([O-])c1n(CCN2CCOCC2)cnc1,training,0.0
O=[N+]([O-])c1c([C@@H]2C(C(=O)OCC(C)C)=C(C)NC(C)=C2C(=O)OC)cccc1,training,0.0
O=[N+]([O-])c1cc([C@@H]2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OC)ccc1,training,0.0
O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],training,0.0
Fc1ccc(Cn2c(NC3CCNCC3)nc3c2cccc3)cc1,training,0.0
O(C)c1c2O[C@H]3[C@@H](O)C=C[C@H]4[C@@H]5NCC[C@]34c2c(cc1)C5,training,0.0
Clc1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,training,0.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](CC)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,0.0
N(CCC=C1c2c(cccc2)CCc2c1cccc2)C,training,0.0
CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,training,0.0
O=C(O)Cc1cc2/C(=C/CCN(C)C)/c3c(cccc3)COc2cc1,training,0.0
S=C1C(C)=C(c2nccnc2)SS1,training,0.0
O=C1C=C2C(=C3[C@@H](c4ccc(N(C)C)cc4)C[C@]4(C)[C@@](O)(CCCO)CC[C@H]4[C@@H]3CC2)CC1,training,0.0
OCCN1CCN(CCCN2c3c(cccc3)C=Cc3c2cccc3)CC1,training,0.0
O=C(N)N1c2c(C(=O)Cc3c1cccc3)cccc2,training,0.0
Clc1c(/C(=N/OCc2c(Cl)cc(Cl)cc2)/Cn2cncc2)ccc(Cl)c1,training,0.0
O=C(OCC)C=1[C@@H](c2c3OCOc3ccc2)C(C(=O)OC)=C(C)NC=1C,training,0.0
O(C[C@@H](O)CNC(C)C)c1c(OCC=C)cccc1,training,0.0
[SH0](=O)(Cc1c(OC)c(OC)ccn1)c1[nH]c2c(n1)ccc(OC(F)F)c2,training,0.0
O(C)c1c(OC)ccc(Cc2nccc3c2cc(OC)c(OC)c3)c1,training,0.0
O=C1N(C)C(=O)c2n(C)cnc2N1,training,0.0
S(=O)(=O)(NC(=O)CC)c1ccc(-c2c(C)onc2-c2ccccc2)cc1,training,0.0
N(CC#C)(Cc1ccccc1)C,training,0.0
Fc1ccc([C@H]2[C@H](COc3cc4OCOc4cc3)CNCC2)cc1,training,0.0
O(CCCCCOc1ccc(C(=N)N)cc1)c1ccc(C(=N)N)cc1,training,0.0
Oc1cc2[C@]3(C)[C@H](C)[C@@H](N(CC=C(C)C)CC3)Cc2cc1,training,0.0
O=C1C([C@@H](CCC)C)(CC)C(=O)NC(=O)N1,training,0.0
O=C(CCCCN1C(=O)N(C)c2ncn(C)c2C1=O)C,training,0.0
S(C[C@H]1CN(CCC)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1)C,training,0.0
O=C1N(CCCCN2CCN(c3nsc4c3cccc4)CC2)C(=O)[C@@H]2[C@H]1CCCC2,training,0.0
N1(C2(c3ccccc3)CCCCC2)CCCCC1,training,0.0
N(/C(=N/CCc1ccccc1)/N)=C(N)N,training,0.0
Oc1ccccc1,training,0.0
O=C1N(C)C(=O)C[C@H]1c1ccccc1,training,0.0
O=C1[C@@H](CC)[C@@H](Cc2n(C)cnc2)CO1,training,0.0
O=C(Nc1c(C)cccc1C)CC12N(CCC1)CCC2,training,0.0
O(C)c1ccc(-c2[nH]c3c(n2)cc(C=2[C@H](C)CC(=O)NN=2)cc3)cc1,training,0.0
Fc1ccc(C(CCCN2CCC(N3C(=O)Nc4c3cccc4)CC2)c2ccc(F)cc2)cc1,training,0.0
N#C/N=C(\N[C@H](C(C)(C)C)C)/Nc1ccncc1,training,0.0
O(C[C@@H](O)CNC(C)C)c1c2c([nH]cc2)ccc1,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(N1CCNCC1)nc2,training,0.0
O=C1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(CC#C)C(=CC(=O)CC4)CC3)CC2)CC1,training,0.0
N(CCC)[C@@H]1Cc2sc(N)nc2CC1,training,0.0
O=[N+]([O-])c1cc([C@@H]2C(C(=O)OC/C=C/c3ccccc3)=C(C)NC(C)=C2C(=O)OC)ccc1,training,0.0
O=C1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,0.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,training,0.0
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,0.0
O=C1C(CC)(c2ccccc2)C(=O)NCN1,training,0.0
O=C(OCCN(CC)CC)C(CCC)(c1ccccc1)c1ccccc1,training,0.0
S(=O)(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,training,0.0
N([C@@H](CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,training,0.0
OCCC,training,0.0
O(C[C@@H](O)CNC(C)C)c1c2c(ccc1)cccc2,training,0.0
Br[N+]1(C)CC(OC(=O)N(C)C)=CC=[C-]1,training,0.0
O(C)c1ccc(CN(CCN(C)C)c2ncccc2)cc1,training,0.0
O=C1C(O)=C(c2cc(O)c(O)cc2)Oc2c1c(O)cc(O)c2,training,0.0
Nc1nc2c(cn1)C[C@H]1N(CCC)CCC[C@@H]1C2,training,0.0
O(C)c1cc2c([C@@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,training,0.0
[SH0](=O)(Cc1c(C)c(OCCCOC)ccn1)c1[nH]c2c(n1)cccc2,training,0.0
O=C(Nc1c(C)cccc1C)CN1CCN(C[C@H](O)COc2c(OC)cccc2)CC1,training,0.0
Clc1ccc(C(=O)N[C@@H](C(=O)O)CC=2c3c(NC(=O)C=2)cccc3)cc1,training,0.0
O([C@@H]([C@@H]1OCCNC1)c1ccccc1)c1c(OCC)cccc1,training,0.0
O=C(N[C@](Cc1ccccc1)(C)c1ccccc1)CN,training,0.0
O=C(OC)[C@@H]1[C@@H](OC)[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@H]2[C@@H]1C[C@H]1N(C2)CCc2c3c([nH]c12)cc(OC)cc3,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)C=CC=C(C)C(=O)NC=2C(=O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3C3=NC4(NC=23)CCN(CC(C)C)CC4)OC=C[C@H](OC)[C@H]1C)C,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)C=CC=C(C)C(=O)Nc2c(O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3c(O)c2)OC=C[C@H](OC)[C@@H]1C)C,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)C=CC=C(C)C(=O)Nc2c(/C=N\N3CCN(C4CCCC4)CC3)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)OC=C[C@H](OC)[C@@H]1C)c2O)C,training,0.0
FC(F)(F)Oc1cc2sc(N)nc2cc1,training,0.0
Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(=NC=4C)CCCC5)CC3)c2cc1,training,0.0
O=C1[C@](CC)(c2ccncc2)CCC(=O)N1,training,0.0
O=C(O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)O[C@@H]2C)C[C@]1(OC(=O)CC)C)CCC,training,0.0
O=C1Nc2c(c(CCN(CCC)CCC)ccc2)C1,training,0.0
O=C(Nc1c(C)cccc1C)[C@H]1N(CCC)CCCC1,training,0.0
O=C(NCCCOc1cc(CN2CCCCC2)ccc1)CO,training,0.0
O=C(O)c1c(O)cccc1,training,0.0
O(CCCCCCNC[C@@H](O)c1cc(CO)c(O)cc1)CCCCc1ccccc1,training,0.0
O=C1C([C@H](CCC)C)(CC=C)C(=O)NC(=O)N1,training,0.0
Clc1cc2c(C3CCN(CCN4C(=O)NCC4)CC3)cn(-c3ccc(F)cc3)c2cc1,training,0.0
FC(F)(F)C(OCF)C(F)(F)F,training,0.0
N12[C@@H]([C@H]3CN4[C@H]([C@@H](C1)C3)CCCC4)CCCC2,training,0.0
S(C(=O)C)[C@H]1[C@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC[C@@H]2[C@]2(C)C(=CC(=O)CC2)C1,training,0.0
O[C@H](C(C)(C)C)/C=C\c1cc2OCOc2cc1,training,0.0
O=C(N(c1ccccc1)C1(COC)CCN(CCc2sccc2)CC1)CC,training,0.0
Clc1c([C@@H](SCc2ccc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
S(=O)(=O)(Nc1c(C)c(C)on1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1ncccc1)c1ccc(/N=N\c2cc(C(=O)O)c(O)cc2)cc1,training,0.0
S(=O)(=O)(Nc1nc(OC)cc(OC)n1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1c(OC)c(OC)ncn1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1nc(C)ccn1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(N)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,training,0.0
[SH0](=O)(C)c1ccc(/C=C\2/C(C)=C(CC(=O)O)c3c/2ccc(F)c3)cc1,training,0.0
S(=O)(=O)(N)c1cc(C(=O)NC[C@@H]2N(CC)CCC2)c(OC)cc1,training,0.0
Nc1c2c(nc3c1CCCC3)cccc2,training,0.0
O(C)[C@H]1[C@H](O)CC[C@@H](/C=C(\C)/[C@@H]2[C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)C=C(C)C[C@H](C)C[C@H](OC)[C@H]3[C@@H](OC)C[C@@H](C)[C@@](O)(C(=O)C(=O)N4[C@H](C(=O)O2)CCCC4)O3)C1,training,0.0
O=C1N(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c2nc(C)nc(C)c2CC1,training,0.0
O=C(OCCCC)C(=O)Nc1cc(-c2[nH]nnn2)ccc1,training,0.0
OCc1cc2c(/C=N\N/C(=N/CCCCC)/N)c[nH]c2cc1,training,0.0
O=C(O)c1c(-c2ccc(Cn3c(CCC)nc4c(C)cc(-c5n(C)c6c(n5)cccc6)cc34)cc2)cccc1,training,0.0
O[C@H](CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccc(C(C)(C)C)cc1,training,0.0
O=C(N(CC)CC)N[C@@H]1CN(C)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1,training,0.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(OC(=O)CC4)CC3)CC2)C=C1,training,0.0
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@](O)(C)[C@H]3C[C@H]2[C@H](N(C)C)C=1O,training,0.0
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,0.0
O=C1N(C)c2ncn(C)c2C(=O)N1,training,0.0
c1(-c2ncsc2)[nH]c2c(n1)cccc2,training,0.0
S=P(N1CC1)(N1CC1)N1CC1,training,0.0
O=C(O)[C@H]1CN(CCC=C(c2c(C)ccs2)c2c(C)ccs2)CCC1,training,0.0
O(C[C@@H](O)CNC(C)(C)C)c1c(N2CCOCC2)nsn1,training,0.0
[SH0](=O)(Cc1ncccc1)c1[nH]c2c(n1)cccc2,training,0.0
S(=O)(=O)(CCn1c(C)ncc1[N+](=O)[O-])CC,training,0.0
Clc1c(CO[C@H](Cn2cncc2)c2c(Cl)cc(Cl)cc2)ccs1,training,0.0
S(=O)(=O)(Nc1cc([C@@H](CC)C2=C(O)O[C@](CCC)(CCc3ccccc3)CC2=O)ccc1)c1ncc(C(F)(F)F)cc1,training,0.0
O=C(Nc1c(C)cccc1C)[C@@H](N)C,training,0.0
O=[N+]([O-])c1c(O)c(O)cc(C(=O)c2ccc(C)cc2)c1,training,0.0
O=C([C@@H](CN1CCCCC1)C)c1ccc(C)cc1,training,0.0
S(=O)(=O)(OC[C@]12OC(C)(C)O[C@H]1[C@@H]1OC(C)(C)O[C@@H]1CO2)N,training,0.0
N(CC)(CC)C=1n2ncnc2N=C(C)C=1,training,0.0
Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1,training,0.0
ClC(Cl)=CCl,training,0.0
FC(F)(F)c1cc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)ccc1,training,0.0
O(C)c1c(OC)cc(NCc2c(C)c3c(N)nc(N)nc3cc2)cc1OC,training,0.0
N(C[C@H](CN1c2c(cccc2)CCc2c1cccc2)C)(C)C,training,0.0
O(C)c1c(OC)c(CN2CCNCC2)ccc1OC,training,0.0
N(CCN(Cc1ccccc1)c1ncccc1)(C)C,training,0.0
O=C(O[C@H]1[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@H](C)[C@@H](O[C@H]2[C@H](OC(=O)C)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)C[C@]2(C(=O)[C@@H]1C)OC2)C,training,0.0
Cl[N+2]12([C-]3CC(OC(=O)C(O)(c4ccccc4)c4ccccc4)C[C-]1CC3)[C-2]CC[C-2]2,training,0.0
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,training,0.0
O=C(N1CCN(c2cc3c(NC(=O)CC3)cc2)CC1)c1cc(OC)c(OC)cc1,training,0.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,0.0
O=C(OC)[C@@]1(c2c(OC)cc3N(C)[C@H]4[C@@](O)(C(=O)N)[C@H](O)[C@@]5(CC)[C@@H]6N(CC=C5)CC[C@]46c3c2)c2[nH]c3c(c2CCN2C[C@](O)(CC)C[C@H](C1)C2)cccc3,training,0.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CN4CC(CC)=C[C@@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,0.0
Clc1ccc([C@H](n2ncnc2)c2cc3n(C)nnc3cc2)cc1,training,0.0
O=C(OC)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c3c([nH]c12)cccc3,training,0.0
O=C(N(CC)c1cc(C2=[N+]3[N-]CC(C#N)=C3NC=C2)ccc1)C,training,0.0
Clc1cc(C(=O)NC2C[C@@H]3N(C)[C@H](C2)CC3)c2OC(C)(C)Cc2c1,training,0.0
Clc1c(CCN2CCN(c3nsc4c3cccc4)CC2)cc2c(NC(=O)C2)c1,training,0.0
O=C1OC[C@H](Cc2cc3c(CCN(C)C)c[nH]c3cc2)N1,training,0.0
S(=O)(=O)(N)Cc1noc2c1cccc2,training,0.0
Clc1cc2nc(N)oc2cc1,training,0.0
O=C(O)[C@H](C)c1ccc(CC(C)C)cc1,training,1.0
Oc1c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)cc(C)cc1,training,1.0
O[C@H](CNC(C)(C)C)c1oc2c(CC)cccc2c1,training,1.0
O=CC1=CC[C@@H]2C(C)(C)Oc3c(c(O)cc(CCCCC)c3)[C@H]2C1,training,1.0
O=C(O)/C=C(\C=C\C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)/C,training,1.0
O=C(OC)[C@@]12[C@H]3[C@H](CCOC)C[C@@H](C1)CN3CCc1c3c([nH]c21)cccc3,training,1.0
C(Cc1nc2c(cc1)cccc2)C,training,1.0
Clc1c([C@@H](C(=O)OC)N2CC3=C(SC(=O)C3)CC2)cccc1,training,1.0
Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CC(F)(F)F)c2cc1,training,1.0
O(CC)c1cc2OC(=O)C(C#N)=Cc2cc1,training,1.0
FC(F)(F)C=1c2c(OC(=O)C=1)cc(OC)cc2,training,1.0
O(C)c1cc2c([C@@H]3[C@H]([C@H]4[C@](C)([C@H](O)CC4)CC3)CC2)cc1,training,1.0
Oc1cc2c(CCN)c[nH]c2cc1,training,1.0
O=C1C(O)=C(C(=O)c2c1cccc2)C1CCC(C(C)(C)C)CC1,training,1.0
Clc1c(Nc2c(CC(=O)O)cc(O)cc2)c(Cl)ccc1,training,1.0
FC(F)(F)C=1c2c(OC(=O)C=1)cc(OCCCC)cc2,training,1.0
O(CC)c1cc2OC(=O)C=Cc2cc1,training,1.0
O(CC)c1cc2OC=3C(=Nc2cc1)C=CC(=O)C=3,training,1.0
O[C@@H]1[C@H]2C(C)(C)Oc3c(c(O)cc(CCCCC)c3)[C@@H]2CC(C)=C1,training,1.0
O=C(O)/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C,training,1.0
O=C(N(O)[C@H](C#Cc1sc(Cc2ccccc2)cc1)C)N,training,1.0
Clc1c(Nc2c(CC(=O)OCC(=O)O)cccc2)c(Cl)ccc1,training,1.0
O=[N+]([O-])c1ccc([C@H](CC(=O)C)C=2C(=O)Oc3c(C=2O)cccc3)cc1,training,1.0
O=C(Nc1ccc(O)cc1)C,training,1.0
O=C/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C,training,1.0
OC/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C,training,1.0
O=C1N(Cc2c(C)[nH]cn2)CCc2n(C)c3c(c12)cccc3,training,1.0
Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1,training,1.0
Clc1cc2C(N3CCNCC3)=Nc3c(Oc2cc1)cccc3,training,1.0
S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,training,1.0
O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,training,1.0
O([C@@H](CCNC)c1ccccc1)c1c(C)cccc1,training,1.0
O(C)c1ccc(C=2C(=O)c3c(O)cc(O)cc3OC=2)cc1,training,1.0
S(=O)(=O)(N[C@@H]1[C@@H](C/C=C\CC(=O)O)[C@H]2C[C@@H]1CC2)c1ccccc1,training,1.0
O(C)c1cc2OC(=O)C=C(CNCCCC)c2cc1,training,1.0
O=C(N[C@@H](CC(C)C)B(O)O)[C@@H](NC(=O)c1nccnc1)Cc1ccccc1,training,1.0
S(=O)(=O)(Nc1c(Oc2c(OC)cccc2)c(OCCO)nc(-c2ncccn2)n1)c1ccc(C(C)(C)C)cc1,training,1.0
O=C(c1c2c([nH]c1)cc(OC)cc2)c1cc(OC)c(OC)c(OC)c1,training,1.0
O=C1N(C)C(=O)c2n(C)cnc2N1C,training,1.0
O=C(O)c1c2n(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)c(OCC)nc2ccc1,training,1.0
O=C(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,training,1.0
O=C(N)N1c2c(cccc2)C=Cc2c1cccc2,training,1.0
O=C(Oc1c2c(ccc1)cccc2)NC,training,1.0
O(CCNC[C@H](O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,training,1.0
Clc1ccc(N/C(=N/C(=N\C(C)C)/N)/N)cc1,training,1.0
Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3,training,1.0
FC(F)(F)c1cc2N(CCCCCN(C)C)c3c(Sc2cc1)cccc3,training,1.0
Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,training,1.0
Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1,training,1.0
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,training,1.0
Clc1cc2N(c3ccccc3)C(=O)CC(=O)N(C)c2cc1,training,1.0
Clc1cc2N(CCCN(C)C)c3c(cccc3)CCc2cc1,training,1.0
Clc1c([C@H](C(=O)OC)N2Cc3c(scc3)CC2)cccc1,training,1.0
Clc1cc2N=C(N3CCN(C)CC3)c3c(Nc2cc1)cccc3,training,1.0
Clc1c(-c2cnccc2)n2c(c1C(=O)N)CCCC2,training,1.0
S(=O)(=O)(Nc1n(-c2ccccc2)ncc1)c1ccc(C)cc1,training,1.0
FC(F)(F)Oc1cc(CN[C@H]2[C@H](c3ccccc3)NCCC2)c(O)cc1,training,1.0
FC(F)(F)Oc1cc(CN)c(OC)cc1,training,1.0
ClCCN(CCCl)P1(=O)OCCCN1,training,1.0
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,training,1.0
O=C(OC)c1c(-c2c(C(=O)OC)cc(OC)c3OCOc23)c2OCOc2c(OC)c1,training,1.0
S(=O)(=O)(Nc1cc2c([nH]c(C(=O)N3CCN(c4c(NC(C)C)cccn4)CC3)c2)cc1)C,training,1.0
Oc1c2[C@@H]3[C@@H](C(C)(C)Oc2cc(CCCCC)c1)CCC(C)=C3,training,1.0
S(C(=O)N(CC)CC)C,training,1.0
O(C)c1cc2c(cc1)C[C@@H]1N(C)CC[C@]32[C@@H]1CCCC3,training,1.0
S(SCC=C)CC=C,training,1.0
c12c3c(ccc1cc1c4c(ccc1c2)cccc4)cccc3,training,1.0
c12c3c4c(c5c1cccc5)cccc4ccc3cc1c2cccc1,training,1.0
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,training,1.0
O=C1C(CC=2C(=O)Oc3c(C=2O)cccc3)=C(O)c2c(O1)cccc2,training,1.0
O=C(O[C@@H]1[C@H](c2ccc(OC)cc2)Sc2c(N(CCN(C)C)C1=O)cccc2)C,training,1.0
Cc1c2c(c(C)c3c1cccc3)ccc1c2cccc1,training,1.0
O=C(OC1C[C@@H]2N3[C@H](C1)CC(C(=O)C3)C2)c1c2c([nH]c1)cccc2,training,1.0
S(=O)(=O)(N)c1sc2S(=O)(=O)[C@@H](C)C[C@H](NCC)c2c1,training,1.0
Clc1c(C)c(N2CCN(CCc3nn(Cc4nc[nH]c4)c4c3cc(OC)c(OC)c4)CC2)ccc1,training,1.0
Clc1c(C=O)n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCCC)n1,training,1.0
S(=O)(=O)(CCc1cc2[C@H](C[C@@H]3N(C)CCC3)CNc2cc1)c1ccccc1,training,1.0
Cc1c2[nH]c3c(c2c(C)c2c1ccnc2)cccc3,training,1.0
O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,1.0
O=C1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,1.0
Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)cc1,training,1.0
O=C(O)C[C@@]1(CC)OCCc2c3c(c(CC)ccc3)[nH]c12,training,1.0
Clc1cc(c(-c2cnc(C)cc2)nc1)-c1ccc(S(=O)(=O)C)cc1,training,1.0
O(C)c1c(O)ccc(CC=C)c1,training,1.0
FC(F)(F)c1c([N+](=O)[O-])ccc(N)c1,training,1.0
Fc1c(C2=NCC(=O)N(C)c3c2cc([N+](=O)[O-])cc3)cccc1,training,1.0
FC(F)(F)c1ccc(O[C@@H](CCNC)c2ccccc2)cc1,training,1.0
Fc1c(-c2ccccc2)ccc([C@@H](C(=O)O)C)c1,training,1.0
Fc1ccc(-c2c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)n(C(C)C)c3c2cccc3)cc1,training,1.0
O(C)c1ccc(C=2C(=O)c3c(OC=2)cc(O)cc3)cc1,training,1.0
O(C)c1cc2c(CCN(C(C)C)C(C)C)c[nH]c2cc1,training,1.0
O=C1C(O)=C(c2ccccc2)Oc2c1c(O)cc(O)c2,training,1.0
S(=O)(=O)(NC(=O)NC1CCC(C)CC1)c1ccc(CCNC(=O)N2C(=O)C(CC)=C(C)C2)cc1,training,1.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,training,1.0
Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,training,1.0
[SH0](=O)(Cc1nccc(OCC2CC2)c1)c1[nH]c2c(n1)cc(F)cc2,training,1.0
Br[C@@H](Cl)C(F)(F)F,training,1.0
O(C)c1cc2[nH]c3c(C)nccc3c2cc1,training,1.0
O=C1N(C)C(O)=NC(=O)[C@]1(C)C1=CCCCC1,training,1.0
O=C(O)[C@@H](C)c1ccc(CC(C)C)cc1,training,1.0
ClCCNP1(=O)N(CCCl)CCCO1,training,1.0
N(CCCN1c2c(cccc2)CCc2c1cccc2)(C)C,training,1.0
O=C(N[C@@H]1[C@H](O)Cc2c1cccc2)[C@@H](C[C@H](O)CN1[C@H](C(=O)NC(C)(C)C)CN(Cc2cnccc2)CC1)Cc1ccccc1,training,1.0
Clc1ccc(C(=O)n2c(C)c(CC(=O)O)c3c2ccc(OC)c3)cc1,training,1.0
Clc1ccc(C(=O)n2c(C)c(CC(=O)NCCc3ccccc3)c3c2ccc(OC)c3)cc1,training,1.0
O=C1N(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)C(CCCC)=NC21CCCC2,training,1.0
O(C)c1ccc(C2=C(O)C(=O)c3c(O)cc(O)cc3O2)cc1,training,1.0
Clc1c([C@@]2(NC)C(=O)CCCC2)cccc1,training,1.0
O=C(CC)C1(c2cc(O)ccc2)CCN(C)CC1,training,1.0
FC(F)(F)Oc1c2nc(NCCO)c3c(N(c4c(C)cc(OC)cc4)CC3)c2ccc1,training,1.0
[SH0](=O)(Cc1c(C)c(OCC(F)(F)F)ccn1)c1[nH]c2c(n1)cccc2,training,1.0
O=C(O)CCCCCCCCCCC,training,1.0
