smiles,group,CYP3A4-sub
S(=O)(=O)(n1c2c(ncc(C(=O)N)c2)cc1)c1c([N+](=O)[O-])cccc1,training,0.0
O=C(O)[C@@H](N)CCC[C@H](N)C(=O)O,training,0.0
P(=O)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(N)ncnc3nc2)O1)(O)O,training,0.0
O[C@@H](CNC)c1cc(O)c(O)cc1,training,0.0
S(=O)(=O)(O)CCCN1CCOCC1,training,0.0
S[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.0
[SH](=O)(=O)c1c2NC[C@H](C)Cc2ccc1,training,0.0
O=C(O)CCCC(=O)Nc1ccc(CC[N+]2([O-])CCCCC2)cc1,training,0.0
O=[N+]([O-])c1sc(NC(=O)c2c(OC(=O)C)cccc2)nc1,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@H]3[C@H](O)[C@@H](O)[C@@H](O)C(CO)=C3)[C@@H](C)O2)[C@@H](CO)O1,training,0.0
O([C@@H](C[N+](C)(C)C)CC(=O)O)C(=O)C,training,0.0
Brc1c(N)c(CN(C)C2CCCCC2)cc(Br)c1,training,0.0
O(C)[C@H]1[C@@H](OC)[C@H](O[C@H]2C[C@H]3[C@H]4[C@H]([C@H]5C(C(=O)[C@H](C)[C@@H](O[C@@H]6O[C@H](C)[C@@H](N(C)C)CC6)CCC[C@H](CC)OC(=O)C5)=C4)C=C[C@@H]3C2)C[C@@H](C)[C@@H]1OC,training,0.0
O=C(CNC12CC3(O)CC(C1)CC(C3)C2)N1[C@H](C#N)CCC1,training,0.0
O(C[C@@H](N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3c(C)n[nH]c3cc2)cnc1,training,0.0
Ic1ccc(CP(=O)(O)C[C@H](C(=O)O)CCC(=O)O)cc1,training,0.0
Clc1cc(NC(=O)c2cc(C)c(OCCN)c(C)c2)cc(N2CCCCC2)c1,training,0.0
S(CC[C@H](NC(=O)C)C(=O)O)C,training,0.0
Nc1nc(N)c2c(n1)ccc1n(C(CC)CC)ccc21,training,0.0
O=C(O)c1c(c(-c2c(O)cc(O)c(CC)c2)n[nH]1)-c1cc2OCOc2cc1,training,0.0
O=C(O)C[C@@H](NC(=O)c1scc(-c2ccc(-c3ccncc3)cc2)c1)c1ccccc1,training,0.0
O=C(N/C=C\N1C(=O)CCC1=O)C=1C(=O)Oc2c(ccc(N(CC)CC)c2)C=1,training,0.0
N(CCc1c2c([nH]c1)ccc(Cn1ncnc1)c2)(C)C,training,0.0
S/C(=N/CCC[C@H](N)C(=O)O)/N,training,0.0
S(=O)(=O)(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)N(Cc5cnccc5)C(=O)C4)CC3)CC2)cc1)N,training,0.0
O=C(CC)c1cc2N(CCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,0.0
[PH](=O)(O)CC(=O)[C@@H]([C@@H](O)[C@H](C[C@H](CO)C)C)C,training,0.0
ClC(OC(F)F)C(F)(F)F,training,0.0
P(=O)(OC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(OC[C@@H](O)CO)O,training,0.0
Clc1c(Cl)c(C(=O)C(=C)CC)ccc1OCC(=O)O,training,0.0
O=C(OC[C@@H](C)C1=C2[C@H](O[C@@H]3[C@@H](O)[C@H](OC(=O)C)[C@@H](O)[C@H](COC(C=C)(C)C)O3)[C@@H](O)[C@H](C)[C@@H]3C([C@H](COC)CC3)=C[C@@]2(C)[C@H](O)C1)C,training,0.0
S(P(=O)(O)O)C[C@H](N)C(=O)O,training,0.0
O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](N)c1ccc(O)cc1,training,0.0
OC[C@@]1(O)[C@@H](O)[C@H](O)[C@@H](O)CO1,training,0.0
Clc1c(Oc2nc(Nc3ccc(C#N)cc3)nc(N)n2)c(Cl)ccc1,training,0.0
O=C(Nc1c(CCC2N(C)CCCC2)cccc1)c1ccc(OC)cc1,training,0.0
O([C@H](O)C[C@H](N)C(=O)O)[C@H]([C@@H](N)C(=O)O)C,training,0.0
O=C1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)c1ccc(O)cc1,training,0.0
O=C(O)[C@H](NC)CC(C)C,training,0.0
O(CCCNC[C@@H]1Oc2c(OC1)cccc2)c1cc2OCOc2cc1,training,0.0
NC(CC)Cc1c2c([nH]c1)cccc2,training,0.0
Clc1c(S(=O)(=O)N)cc2C(=O)N(c3c(C)cccc3)C(C)Nc2c1,training,0.0
O=C(OCC(=O)O)NC12[C@@H]3C(=O)N(c4ccc(NC(=O)C)cc4)C(=O)[C@@H]3C(CC1)CC2,training,0.0
O=C(O)CN(C(N)N)C,training,0.0
O=C(O[C@H]1[C@H](NC(=O)c2ccc(O)cc2)CNCCC1)c1ccc(O)cc1,training,0.0
OC[C@@H]1[C@@H](O)[C@H](O)CNO1,training,0.0
Cl[C@H]1N(CC(=O)NCc2c3c(sc2)ccc(Cl)c3)[C@@H](O)C(NCCc2ncccc2)=NC1,training,0.0
Oc1c2O[C@@H]3[C@]45[C@H]([C@H](N(C)CC4)Cc(c25)cc1)CCC3,training,0.0
O=C1N[C@H](C)CNc2c3c(sc12)ccc1nc(-c2cnc(C)cc2)ccc31,training,0.0
OC(C)(C)C,training,0.0
Clc1ccc(C[C@@H](NC(=O)C)[B-](O)(O)O)cc1,training,0.0
Fc1cc(CN2C(=O)/C(=N/O)/c3c2ccc(F)c3)c2OCOCc2c1,training,0.0
O=C(O)c1nc2c(cc1)cccc2,training,0.0
O=[N+]([O-])c1c(N)cc(OCC)c(C(=O)NC2CCN(CC3CC=CCC3)CC2)c1,training,0.0
O=C(N([C@H]1[C@@H](CC=C)CN(CCc2ccccc2)CC1)c1ccccc1)CC,training,0.0
OC[C@H]1OB(c2ccc(CNC(=N)N)cc2)OC1,training,0.0
P(=O)(OP(=O)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3N=C(N)NC(=O)c3[n+](C)c2)O1)O)(OP(=O)(O)O)O,training,0.0
ClCC(C(=O)Nc1ccc(C(F)(F)F)cc1)(C)C,training,0.0
O=C(O)CCCC(=O)O,training,0.0
S(SC)C[C@@H](N)C(=O)O,training,0.0
Nc1n[nH]c2c1cc(-c1ccccc1)cc2,training,0.0
O=C(O)[C@@H](CC)C,training,0.0
O=C(O)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)O1,training,0.0
O(C)c1c(OC)cc2c(c1)C1N(CC(CC(C)C)C(=O)C1)CC2,training,0.0
FC(F)(F)c1cc(CC(NCC)C)ccc1,training,0.0
O=C(O)[C@@H]1[C@@H](C)C[C@@H](N)N1,training,0.0
FC(F)(F)c1n2c(nn1)CN([C@@H]1C[C@H](N)[C@@H](c3c(F)cc(F)c(F)c3)CC1)CC2,training,0.0
O=C(O)C(=O)Nc1c(C(=O)O)c2c([C@H](COC3=NS(=O)(=O)c4c3cccc4)OCC2)s1,training,0.0
S=C(S)N(CC)CC,training,0.0
O=C(O)[C@@H](NC(=O)c1ccc(NCc2nc3c(N)nc(N)nc3nc2)cc1)CCC(=O)O,training,0.0
Cl[C@@H](CCl)C,training,0.0
O=C1N(C)C(=O)c2nc[nH]c2N1CC(C)C,training,0.0
O=C(OCCN(CC)CC)C1(C2CCCCC2)CCCCC1,training,0.0
O=C(O)C(C)c1cc(Oc2ccccc2)ccc1,training,0.0
S(=O)(=O)(N)c1ccc(C(=O)NCc2c(F)cc(F)cc2)cc1,training,0.0
OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)c2n1nnn2,training,0.0
I[C@@H]1NN([C@H]2[C@H](O)[C@@H](O)[C@H](CO)O2)c2ncnc(N)c12,training,0.0
O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(O)c(O)c2)=C1,training,0.0
FC(F)(F)c1noc2c(CCC)c(OCCCOc3cc4c(n(CC(=O)O)cc4)cc3)ccc12,training,0.0
O=C(O[C@@]12[C@H](O)[C@@H](C)[C@]3(O)[C@H]4[C@@](O)(C(=O)C(C)=C4)CC(CO)=C[C@H]3[C@@H]1C2(C)C)C,training,0.0
OCC=1[C@@H](O)[C@H](O)[C@H](O)[C@H](N[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)O[C@H]2C)C=1,training,0.0
O=C(N[C@H]([C@@H](O)C[C@@H](NC(=O)c1ccc(N)cc1)CC(C)C)Cc1ccccc1)COc1c(C)cccc1C,training,0.0
O(C)c1c(/C=C\c2c(C)c3c(N)nc(N)nc3nc2)cc(OC)cc1,training,0.0
O=C(O)[C@H](NC(=O)c1ccc(NC[C@H]2N(C)C=3C(=O)NC(N)=NC=3NC2)cc1)CCC(=O)O,training,0.0
O=C1NC(N)=Nc2ncc(CO)nc12,training,0.0
S(=O)(=O)(O[C@@H]1[C@H](OS(=O)(=O)O)[C@@H](O)O[C@@H](CO)[C@@H]1O)O,training,0.0
O=C(O)[C@@H](N)Cc1ccc(O)cc1,training,0.0
N(CCn1nnc(CCCCCC[n+]2c(-c3ccccc3)c3c(c4c2cc(N)cc4)ccc(N)c3)c1)c1c2c(nc3c1CCCC3)cccc2,training,0.0
Clc1ccc(NC(=S)OCCN2C(=O)c3c(C2=O)cccc3)cc1,training,0.0
O=C(N(C)C1CCCCC1)CCN1C(N)=Nc2c(cc(C(=O)c3ccccc3)cc2)C1,training,0.0
S=C(N[C@H](C(=O)N[C@H]1C[C@@H](O)OC1)CC(C)C)Nc1ccccc1,training,0.0
O=C(O)[C@H]1NCCC1,training,0.0
OC(C#CC#C[C@@H]1[C@]2(C)[C@H](/C(=C/C=C/3\C(=C)[C@@H](O)C[C@H](O)C\3)/CCC2)CC1)(C)C,training,0.0
O=C1[C@H](O)[C@@H](n2c3ncnc(N)c3nc2)O[C@H]1CO,training,0.0
Ic1c(NC(=O)CCC)c(I)cc(I)c1/C=C(/C(=O)O)\CC,training,0.0
P(=O)(OC[C@H](O)COCCCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)O,training,0.0
Fc1cc2c(B(O)OC2)cc1,training,0.0
OC/C=C(\CC/C=C(\CCC=C(C)C)/C)/C,training,0.0
O=C(O[C@H]1C=2[C@@]3(C)[C@@H](COC)OC(=O)c4c3c(C(=O)C=2[C@H]2[C@@](C)(C(=O)CC2)C1)oc4)C,training,0.0
P(=O)(O)(O)C(=O)Nc1ccc(CC)cc1,training,0.0
P(=O)(OP(=O)(O[C@H]1[C@H](COP(=O)(O)O)O[C@@H](N2C(=O)NC(=O)C=C2)C1)O)(OC[C@H]1[C@H](OP(=O)(O)O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)O,training,0.0
[SH0](=O)(O)c1ccccc1,training,0.0
[Hg](SC[C@@H](N)C(=O)O)C,training,0.0
O=C1NCC(=O)N2[C@H]1CCC2,training,0.0
P(=O)(OP(=O)(O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O1)O)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)O,training,0.0
O[C@H]1C[C@H]2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(C=CC4)CC3)CC2)CC1,training,0.0
Brc1c(Cl)cc2C(=O)N(CC(=O)CC3[C@H](O)CCCN3)C=Nc2c1,training,0.0
P(=O)(OC[C@@H](O)[C@H](O)[C@@H](O)CCO)(O)O,training,0.0
O=C(O)CCc1c(C)[cH0]=2[nH][cH0]1=CC=1C(CCC(=O)O)=C(C)C(N=1)=Cc1n(C)c(c(CC)c1C)C=C1C(C)=C(CC)C(=N1)C=2,training,0.0
Oc1c(CC)cc(-c2c(-c3nc[nH]c3)c[nH]n2)c(O)c1,training,0.0
O=C(NCC1CCN(CCCC)CC1)c1c2c(n3c1OCCC3)cccc2,training,0.0
O=C(OC)[C@H]1[C@@H](O)C[C@H]2N(C)[C@@H]1CC2,training,0.0
S(=O)(=O)(N[C@@H](C(=O)NO)C1CCOCC1)c1cc(C)c(F)cc1,training,0.0
O=C(O)[C@@H]1[C@@H](C)C[C@@H](N(O)C)N1,training,0.0
O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@H]3OCCCC3)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,0.0
Clc1ccc(C2=C(O)/C(=C/c3c4c(ccc3)cccc4)/OC2=O)cc1,training,0.0
S(C[C@H](NC(=O)N[C@H](C(=O)O)CCC(=O)O)C(=O)O)Cc1ccc(F)cc1,training,0.0
[SH0](=O)(O)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,training,0.0
S(=O)(=O)(NCCCn1c2c(c3C(=O)CN4[C@H](c13)CCCC4)cccc2)C(C)C,training,0.0
O=C(N(CC)CC)N1CCN(C)CC1,training,0.0
O=C(N)c1c(O)c(O)ccc1,training,0.0
N(Cc1oc(-c2cnccc2)cc1)(C)C,training,0.0
O=C(O)C=1[C@@H](N)[C@H](O)C=CC=1,training,0.0
S(=O)(=O)([O-])c1c(/N=N/c2c(C)cc(-c3cc(C)c(/N=N/c4c(O)c5c(N)cc(S(=O)(=O)[O-])cc5cc4S(=O)(=O)[O-])cc3)cc2)c(O)c2c(N)cc(S(=O)(=O)[O-])cc2c1,training,0.0
ClCCN(CCCl)CCC[C@@H](/N=C\1/c2c(Nc3c/1ccc(Cl)c3)ccc(OC)c2)C,training,0.0
Clc1c(-c2oc(C(=O)NN)cc2)cccc1,training,0.0
S(=O)(=O)(Nc1cc(Oc2ccc(F)cc2)ccc1)N1CCC(NCc2c(O)cccc2)CC1,training,0.0
P(=O)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](N2C(=O)NC(=O)C(C)=C2)O1)(O)O,training,0.0
O=C(O)[C@@H](N)CCCC[B-](O)(O)O,training,0.0
Fc1cc(C[C@](O)([C@H]2OCCNC2)C2CCOCC2)c(OC)cc1,training,0.0
S(c1ccccc1)C=1C(=O)NC(=O)N(COCCO)C=1,training,0.0
FC(F)=C[C@H]1CN([C@H](C(=O)N)CC)C(=O)C1,training,0.0
O=[N+]([O-])c1c(CO)cc2c(NC(CNC(C)C)CC2)c1,training,0.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCN2C(=O)C(C)(C)c3c(C2=O)cc(OC)cc3)cc1,training,0.0
C(=C)(C)[C@H]1C[C@H]2[C@](C)(O2)CC1,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
O=C1N(C)C(=O)NC1(CC)c1ccccc1,training,1.0
O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@](C)([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)CCC/2)/C(=C)CC1,training,1.0
ClCCN(CCCl)P1(=O)OCCCN1,training,1.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,training,1.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,training,1.0
O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,1.0
O=C(OC)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2N(C)[C@@H]1CC2,training,1.0
N(CCCN1c2c(cccc2)CCc2c1cccc2)(C)C,training,1.0
Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3,training,1.0
NCCc1[nH]cnc1,training,1.0
N(N)CCc1ccccc1,training,1.0
O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1,training,1.0
O=C1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,1.0
O=C1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,1.0
Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1,training,1.0
CN1[C@H](c2cnccc2)CCC1,training,1.0
S(=O)(=O)(OCCCCOS(=O)(=O)C)C,training,1.0
O=C1N(C)C(=O)NC(=O)C1(C)C1=CCCCC1,training,1.0
O(C)c1cc2c([C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,training,1.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C=O)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,1.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)C=C1,training,1.0
O=C1C(c2ccccc2)(c2ccccc2)NC(=O)N1,training,1.0
Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)cc1,training,1.0
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1,training,1.0
[SH0](=O)(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1,training,1.0
O=C1N(C)C(=O)c2n(C)cnc2N1C,training,1.0
O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,training,1.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC2)CC1,training,1.0
Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,1.0
Clc1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,1.0
N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C,training,1.0
O=C1N(C)C(=O)c2[nH]cnc2N1C,training,1.0
O=C(O[C@@H]1C2CCN(C1)CC2)N1[C@@H](c2ccccc2)c2c(cccc2)CC1,training,1.0
ClCCN(C(COc1ccccc1)C)Cc1ccccc1,training,1.0
O=C(Nc1ccc(OCC)cc1)C,training,1.0
OCC,training,1.0
O=C(NC1C=2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,training,1.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,1.0
S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1,training,1.0
O([C@@H]1[C@@H](C)O[C@@H](O[C@@H]2C[C@@H]3[C@@](C)([C@@H]4[C@H]([C@]5(O)[C@@](C)([C@@H](C6=CC(=O)OC6)CC5)CC4)CC3)CC2)C[C@@H]1O)[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)C2)[C@@H](O)C1,training,1.0
O=C1N(c2c(C)cccc2)C(C)=Nc2c1cccc2,training,1.0
N(CCC=C1c2c(cccc2)CCc2c1cccc2)C,training,1.0
O(C)c1c2O[C@H]3[C@@H](O)C=C[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,training,1.0
O(CC)c1c2O[C@H]3[C@@H](O)C=C[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,training,1.0
O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,training,1.0
O=C1C(CC)(C)CC(=O)N1,training,1.0
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,training,1.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1,training,1.0
O(C(c1c(C)cccc1)c1ccccc1)CCN(C)C,training,1.0
Brc1ccc(C(CCN(C)C)c2ncccc2)cc1,training,1.0
O=C1[C@@H](CC)[C@@H](Cc2n(C)cnc2)CO1,training,1.0
Clc1cc2NC(=O)Oc2cc1,training,1.0
O=C(N)c1nccnc1,training,1.0
O=C(Nc1ccc(O)cc1)C,training,1.0
O=C(N[C@H](CO)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,training,1.0
O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]1(O)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,training,1.0
Oc1ccc(O)cc1,training,1.0
O(C)c1c2O[C@H]3[C@@H](O)CC[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,training,1.0
O(C)c1cc2c(cc1)C[C@@H]1N(C)CC[C@]32[C@@H]1CCCC3,training,1.0
O=C1N(C)C(=O)OC1(C)C,training,1.0
Clc1ccc(C(CCN(C)C)c2ncccc2)cc1,training,1.0
O=C(Nc1c(C)cccc1C)CN(CC)CC,training,1.0
O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,training,1.0
O=C(OC)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c3c([nH]c12)cccc3,training,1.0
O=C1N([C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O2)C=CC(N)=N1,training,1.0
BrC(Cl)C(F)(F)F,training,1.0
Clc1cc2N(CCCN(C)C)c3c(cccc3)CCc2cc1,training,1.0
N(CCC=C1c2c(cccc2)C=Cc2c1cccc2)(C)C,training,1.0
O[C@]1(CC=C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CCCC4)CC3)CC2)CC1,training,1.0
O=C1C(C(CC)c2ccccc2)=C(O)c2c(O1)cccc2,training,1.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,training,1.0
O=[N+]([O-])c1n(CCO)c(C)nc1,training,1.0
O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(CC=C)CC3)C4)CC1,training,1.0
O=C(CC)C1(c2cc(O)ccc2)CCN(C)CC1,training,1.0
Clc1ccc(C(OCCN(C)C)c2ncccc2)cc1,training,1.0
Clc1ccc(NC(=N/C(=N/C(C)C)/N)N)cc1,training,1.0
O=C(N[C@@]1(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@H]([C@]2(O)O1)CCC3)[C@H]1CN(C)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1,training,1.0
O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,training,1.0
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@H](C)[C@H]3[C@H](O)[C@H]2[C@H](N(C)C)C=1O,training,1.0
Clc1cc2C(c3ccccc3)=NC(O)C(=O)Nc2cc1,training,1.0
Clc1ccc(OC(C(=O)OCC)(C)C)cc1,training,1.0
O(CCCN(C)C)c1nn(Cc2ccccc2)c2c1cccc2,training,1.0
S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,training,1.0
O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,training,1.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](CC)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,1.0
Clc1cc2C(c3ccccc3)=NC(O)C(=O)N(C)c2cc1,training,1.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,1.0
O=C(C)[C@]1(C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(C(C)=C3)=CC(=O)CC4)CC2)CC1,training,1.0
O([C@H](C(C[C@@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,training,1.0
Clc1c(C2=NCC(=O)Nc3c2cc([N+](=O)[O-])cc3)cccc1,training,1.0
Fc1c(C2=NCC(=O)N(C)c3c2cc([N+](=O)[O-])cc3)cccc1,training,1.0
N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,training,1.0
Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1,training,1.0
O=C(O[C@H]1[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@H](C)[C@@H](O[C@H]2[C@H](OC(=O)C)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)C[C@@]2(C(=O)[C@@H]1C)OC2)C,training,1.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(CC3CC3)c2cc1,training,1.0
ClCCN(C(=O)Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)cc1)CCCl,training,1.0
N#Cc1cc2N(CC(CN(C)C)C)c3c(Sc2cc1)cccc3,training,1.0
O=C(N)C(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,training,1.0
ClCCNP1(=O)N(CCCl)CCCO1,training,1.0
O=C(OCC#CCN(CC)CC)C(O)(c1ccccc1)C1CCCCC1,training,1.0
Clc1cc2N=C(N3CCN(C)CC3)c3c(Nc2cc1)cccc3,training,1.0
Clc1c(C2(NC)C(=O)CCCC2)cccc1,training,1.0
O=[N+]([O-])c1ccc(-c2oc(C=NN3C(=O)NC(=O)C3)cc2)cc1,training,1.0
O=C1N([C@@H]2O[C@H](CO)CC2)C=CC(N)=N1,training,1.0
Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,training,1.0
O(CCN(C)C)c1ccc(/C(=C(/CC)\c2ccccc2)/c2ccccc2)cc1,training,1.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(/C=N/N3CCN(C)CC3)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)c2O)C,training,1.0
N(C(Cc1ccccc1)C)(CC#C)C,training,1.0
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,training,1.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)c1ccccc1,training,1.0
Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CCN(CC)CC)c2cc1,training,1.0
ClC(C(NC(=O)[C@H]1N(C)C[C@H](CCC)C1)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O1)C,training,1.0
OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,training,1.0
Brc1c(N)c(CNC2CCC(O)CC2)cc(Br)c1,training,1.0
S(=O)(=O)(CCn1c(C)ncc1[N+](=O)[O-])CC,training,1.0
Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1,training,1.0
