smiles,group,Pgp-inh
O=C(OC/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C)CCCCCCCCCCCCCCC,training,0.0
Clc1c2c(cc(S(=O)(=O)NCCCCN)cc2)ccc1,training,0.0
Clc1c2c(c(S(=O)(=O)NCCCCCCN)ccc2)ccc1,training,0.0
O=C(OCCN(C)C)C[C@H](CCc1ccc(-c2ccccc2)cc1)C,training,0.0
O=C(C[C@@H](c1ccccc1)C=1C(=O)Oc2c(C=1O)cccc2)C,training,0.0
Brc1ccc(/C(=C/CN(C)C)/c2cnccc2)cc1,training,0.0
OC=1OC[C@H](Cc2cc3c(CCN(C)C)c[nH]c3cc2)N=1,training,0.0
Fc1ccc(-c2c(CCN3CCN(c4c(OC)cccc4)CC3)oc(O)n2)cc1,training,0.0
Clc1ccc(C(=O)c2n(C)c(CC(=O)O)cc2C)cc1,training,0.0
O=[N+]([O-])c1ccc(OC(=O)N(C)C)cc1,training,0.0
O=[N+]([O-])c1cc2c3c(C(=O)N(CCN4CCCC4)C(=O)c3ccc2)c1,training,0.0
O=C1N(N(C)C(C)=C1)c1ccccc1,training,0.0
O=C(CN1CCN(C)CC1)N1c2ncccc2N=C(O)c2c1cccc2,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(N1CCCC1)nc2,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(N1CCNCC1)nc2,training,0.0
O=C(O)[C@@H](N)Cc1c2c([nH]c1)cccc2,training,0.0
O=C(O)/C=C/c1nc(/C(=C/CN2CCCC2)/c2ccc(C)cc2)ccc1,training,0.0
O[C@H]([C@@H](N)CO)CCCCCCCCCCCCCCC,training,0.0
O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,training,0.0
O=C(O)C(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,training,0.0
O[C@H](CO)CN1CCN(c2ccccc2)CC1,training,0.0
O[C@@H](Cn1cncc1)c1ccc(CCc2ccccc2)cc1,training,0.0
Oc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,training,0.0
O=C(C)[C@]1(O)[C@@]2(C)[C@H]([C@H]3[C@H]([C@@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,0.0
OCCN(CCO)c1nc(N2C[C@H](O)CCC2)c2nc(N(CCO)CCO)nc(N3C[C@H](O)CCC3)c2n1,training,0.0
O[C@@H]1[C@]2(C)[C@H]([C@@H]3[C@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,0.0
O=C(O)[C@]12[C@H](C=3[C@](C)([C@@]4(C)[C@@H]([C@]5(C)[C@@H](C(C)(C)[C@@H](O)CC5)CC4)CC=3)CC1)CC(C)(C)CC2,training,0.0
O[C@@H](C[C@H](C(O)=N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1)CN1[C@H](C(O)=NC(C)(C)C)CN(Cc2cnccc2)CC1,training,0.0
O[C@@H]1C(=C)[C@@H](C)[C@@H]2[C@H](Cc3ccccc3)N=C(O)[C@]32[C@H](O)/C=C/[C@@](O)(C)C[C@@H](C)C/C=C/[C@H]13,training,0.0
O[C@H]1[C@H](O)C[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2CCc2c1ccc(O)c2,training,0.0
O=C(O[C@@]12[C@H](O)[C@@H](C)[C@@]3(O)[C@H]4[C@](O)(C(=O)C(C)=C4)CC(CO)=C[C@@H]3[C@@H]1C2(C)C)C,training,0.0
OC1c2c(C(=C3CCN(C)CC3)c3c1cccc3)cccc2,training,0.0
O=C1[C@@]2(CC(C)C)[C@@](CCC=C(C)C)(C)[C@@H](CC=C(C)C)C[C@]1(CC=C(C)C)C(=O)C(CC=C(C)C)=C2O,training,0.0
OC(=N[C@H](CO)C)[C@@H]1C=C2[C@@H](N(C)C1)Cc1c3c([nH]c1)cccc23,training,0.0
OC(=N[C@H](CO)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c(n(C)c1)cccc23,training,0.0
OCCN(C)c1nc(N2CCCCC2)c2nc(N(CCO)C)nc(N3CCCCC3)c2n1,training,0.0
OCCN(CCO)C1=NC=2C(=N)NC(N(CCO)CCO)=NC=2C(=N)N1,training,0.0
OCCN(CCO)c1nc(N2CC=CCC2)c2nc(N(CCO)CCO)nc(N3CC=CCC3)c2n1,training,0.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N3CC[N+](C)(C)CC3)nc(N3CCCCC3)c2n1,training,0.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1,training,0.0
OCCN(CCO)c1nc(N(CCO)CCO)c2nc(N(CCO)CCO)nc(N(CCO)CCO)c2n1,training,0.0
OCCN1CCN(CCCN2c3c(cccc3)C=Cc3c2cccc3)CC1,training,0.0
OCCN=C1N=C(N2CCCCC2)C=2NC(=NCCO)N=C(N3CCCCC3)C=2N1,training,0.0
OC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C,training,0.0
O[C@](CCN1CCCCC1)([C@H]1[C@@H]2C=C[C@H](C1)C2)c1ccccc1,training,0.0
O=C1N2C(/C(=C\c3cc(O)c(O)cc3)/OCC2)=Nc2c1cccc2,training,0.0
O=C(OCCN(CC)CC)c1c(O)c(-c2ccccc2)ccc1,training,0.0
Oc1c(O)ccc2c1-c1c3[C@H](N(C)CCc3ccc1)C2,training,0.0
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c12,training,0.0
O[C@@H](CN[C@H](Cc1ccc(O)cc1)C)c1cc(O)cc(O)c1,training,0.0
O=C1N2[C@H](N(Cc3ccccc3)[C@@H](C)C2=Nc2c1cccc2)c1cc(O)ccc1,training,0.0
O[C@@H](CNC)c1cc(O)c(O)cc1,training,0.0
O[C@@H](CNCCCCCCNC[C@H](O)c1cc(O)c(O)cc1)c1cc(O)c(O)cc1,training,0.0
O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,training,0.0
Oc1c(O)ccc(C[C@H]2N(C)CCc3c2cc(O)c(O)c3)c1,training,0.0
Oc1c(O)ccc(CCN[C@H](CCc2ccc(O)cc2)C)c1,training,0.0
O=[N+]([O-])c1cc(NC(=O)C(=O)N/N=C/c2cc(O)c(O)cc2)ccc1,training,0.0
O=C1[C@]2(C)[C@H]([C@H]3[C@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,0.0
O=C1[C@]2(C)[C@@H](c3c(c4c(cc(O)cc4)cc3)CC2)CC1,training,0.0
O[C@H]([C@@H](N[C@H](CCc1ccccc1)C)C)c1ccc(O)cc1,training,0.0
O[C@@H]([C@@H](NCCc1ccc(O)cc1)C)c1ccc(O)cc1,training,0.0
O=C(O)CC[C@H](N=C(O)[C@@H](N=C(O)[C@H](N=C(O)[C@@H](N)Cc1ccc(O)cc1)C)Cc1ccccc1)C(O)=N[C@H](C(O)=N[C@H](C(O)=NCC(O)=N)C(C)C)C(C)C,training,0.0
O[C@H](CN[C@@H](CCc1ccccc1)C)c1cc(C(O)=N)c(O)cc1,training,0.0
O[C@@H](CNC(C)(C)C)c1cc(CO)c(O)cc1,training,0.0
P(=O)(O)(O)COCCn1c2ncnc(N)c2nc1,training,0.0
P(=O)(O/C(=C/C(=O)OC)/C)(OC)OC,training,0.0
S(=O)(=O)(C(/C=N/OC(O)=NC)(C)C)C,training,0.0
S(=O)(=O)(CCc1cc2c(C[C@@H]3N(C)CCC3)c[nH]c2cc1)c1ccccc1,training,0.0
S(=O)(=O)(Cc1c(C)c(OC)c(C)cn1)c1[nH]c2c(n1)ccc(OC)c2,training,0.0
S(=O)(=O)(N(C)C)c1cc(C(=O)N2CCN(C)CC2)c(N)cc1,training,0.0
S(=O)(=O)(N1[C@@H](C)CNCC1)c1c2c(cncc2)ccc1,training,0.0
S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,training,0.0
S(=O)(=O)(NCCCCN)c1cc2c(cc1)cccc2,training,0.0
S(=O)(=O)(Nc1ncccc1)c1ccc(N=Nc2cc(C(=O)O)c(O)cc2)cc1,training,0.0
[SH0](=O)(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1,training,0.0
S(C(=O)[C@@H](CC)c1ccc(-c2ccccc2)cc1)CCN(CC)CC,training,0.0
S(C(C)C)c1ccc(OC[C@H](O)CNCCCCCCCC)cc1,training,0.0
S(C(C)C)c1ccc([C@H](O)[C@@H](NCCCCCCCC)C)cc1,training,0.0
S(C)c1c(OC[C@H](O)CNC(C)C)cccc1,training,0.0
S(C)c1oc(C(=O)N2CCN(C3=Nc4c(C(=N)N3)cc(OC)c(OC)c4)CC2)nn1,training,0.0
S(C[C@H](N)C(=O)O)C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C,training,0.0
S(CCNC(=NC)NC#N)Cc1c(C)nc[nH]1,training,0.0
S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1oc(CN(C)C)cc1,training,0.0
S(=O)(=O)(O)c1c2c(N=C(O)c3cc(N=C(O)c4cc(N=C(O)Nc5cc(C(O)=Nc6c(C)ccc(C(O)=Nc7c8c(S(=O)(=O)O)cc(S(=O)(=O)O)cc8c(S(=O)(=O)O)cc7)c6)ccc5)ccc4)c(C)cc3)ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c1,training,0.0
S(=O)(=O)(O)c1c(N=Nc2c(C)cc(-c3cc(C)c(N=Nc4c(O)c5c(N)cc(S(=O)(=O)O)cc5cc4S(=O)(=O)O)cc3)cc2)c(O)c2c(N)cc(S(=O)(=O)O)cc2c1,training,0.0
S=P(SCN1C(=O)c2c(C1=O)cccc2)(OC)OC,training,0.0
S(/C(=N/OC(O)=NC)/C)C,training,0.0
O=C(O)[C@H]1C(C)(C)SSC(C)(C)[C@@H](N=C(O)[C@@H](N)Cc2ccc(O)cc2)C(O)=NCC(O)=N[C@@H](Cc2ccccc2)C(O)=N1,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)[C@H](N=C(O)N3C(=O)C(=O)N(CC)CC3)c3ccc(O)cc3)[C@H]2SC1)c1n(C)nnn1,training,0.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](N=C(O)c3c(OCC)ccc4c3cccc4)C(=O)N12,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@](OC)(N=C(O)C3SC(=C(C(=O)O)C(=O)N)S3)[C@@H]2SC1)c1n(C)nnn1,training,0.0
N(C[C@@H](CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,training,0.0
C(N1c2c(Sc3c1cccc3)cccc2)[C@@H]1CN(C)CC1,training,0.0
N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C,training,0.0
S(=O)(=O)(C)c1cc2N(CCCN3CCC(C(O)=N)CC3)c3c(Sc2cc1)cccc3,training,0.0
OC1CCN(CCCN2c3c(Sc4c2cccc4)ccc(C#N)c3)CC1,training,0.0
N(CCCN1c2ncccc2Sc2c1cccc2)(C)C,training,0.0
OCCN1CCN(CCCN2c3ncccc3Sc3c2cccc3)CC1,training,0.0
C([C@H]1CN(C)CCC1)C1c2c(Sc3c1cccc3)cccc2,training,0.0
N([C@@H](Cc1ccccc1)C)CCC1c2c(Sc3c1cccc3)cccc2,training,0.0
[N+](CCCC)(CCCC)(CCCC)C,training,0.0
[P+](c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,training,0.0
[P+]12(c3c(Nc4c1cccc4)cccc3)C1C(NC3C2CCCC3)CCCC1,training,0.0
N(CCN1C=C2C(C)=C3c4c([N+]=C3C(C)=C2C=C1)cccc4)(CC)CC,training,0.0
N#CC=1C(=N)NNC=1c1c2c([nH]c1)cccc2,training,0.0
C(Cc1n[nH]nn1)N1CCN(c2ccccc2)CC1,training,0.0
C(Cc1n2c(nn1)CCCC2)N1CCN(c2c(C)cccc2)CC1,training,0.0
N=C1C(c2ccccc2)=NC2=C(N)NC(=N)NC2=N1,training,0.0
N(C)(C)c1nc(N2CCCCC2)c2nc(N(C)C)nc(N3CCCCC3)c2n1,training,0.0
N1(c2nc(N3CCCCC3)c3nc(N4CCCCC4)nc(N4CCCCC4)c3n2)CCCCC1,training,0.0
N1(c2nc(-c3ccccc3)c3c(c2)cccc3)CCNCC1,training,0.0
N=C1c2c(NC3=C1CCCC3)cccc2,training,0.0
n1c2c(cc3c1cccc3)cccc2,training,0.0
N1(c2nc3c(cc2)cccc3)CCNCC1,training,0.0
Nc1c2c(nc3N(C4CCCCC4)CCc13)cccc2,training,0.0
N(CC[C@@H](c1ncccc1)c1ccccc1)(C)C,training,0.0
C(c1ncccc1)c1ccccc1,training,0.0
N(CCN(Cc1ccccc1)c1ncccc1)(C)C,training,0.0
O[C@@H](CNCCC)c1c(CC)c2c(o1)cccc2,training,0.0
N(CCc1onc([C@H](CC)c2ccccc2)n1)(CC)CC,training,0.0
O=C(c1c(-c2ccc(O)cc2)sc2c1ccc(O)c2)c1ccc(OCCN2CCCCC2)cc1,training,0.0
P(=O)(OP(=O)(O)O)(OCCc1c(C)[n+](CC=2C(=N)NC(C)=NC=2)cs1)O,training,0.0
N(CCN(Cc1cscc1)c1ncccc1)(C)C,training,0.0
O(/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@@H]12)/C=1NC(=N)SC=1)C(C(=O)O)(C)C,training,0.0
O=C(O)COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(=O)O)C1c1sccc1,training,0.0
N(Cc1sccc1)(c1ccccc1)C1CCN(C)CC1,training,0.0
N(CCN(Cc1sccc1)c1ccccc1)(C)C,training,0.0
O(C)c1ccc(CN(CCN(C)C)c2sccn2)cc1,training,0.0
Clc1ccc(/[N+]=C(\N[C-](N)N)/N)cc1,training,0.0
ClCCN(CCCl)P1(=O)OCCCN1,training,0.0
O(C)c1cc2c(cc1)C[C@H]1N(C)CC[C@@]32[C@H]1CCCC3,training,0.0
O=[N+]([O-])c1ccc(O)cc1,training,0.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H](C)C=CC2=C[C@@H](O)C1)[C@@H](CC)C,training,0.0
S(=O)(=O)(N(C[C@@H](O)[C@H](N=C(O[C@@H]1COCC1)O)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,training,0.0
O(C)[C@H]1C(=O)C[C@@H]2[C@H](N=C(O)C)CCc3c(c(OC)c(OC)c(OC)c3)[C@H]2CC1,training,0.0
O(C(c1ccccc1)c1ccccc1)CCN(C)C,training,0.0
O[C@H](C[C@@H](C(O)=N[C@H]1[C@@H](O)Cc2c1cccc2)Cc1ccccc1)CN1[C@H](C(O)=NC(C)(C)C)CN(Cc2cnccc2)CC1,training,0.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,training,0.0
O(C)c1c2O[C@H]3C(=O)CC[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,training,0.0
O[C@H]1[C@@H]2Oc3c(O)ccc4c3[C@]32[C@H]([C@@H](N(C)CC3)C4)C=C1,training,0.0
O=C(CO)[C@@]1(O)[C@@]2(C)[C@@H]([C@H]3[C@H]([C@@]4(C)C(=CC(=O)C=C4)CC3)C(=O)C2)CC1,training,0.0
N([C@H](Cc1ccccc1)C)(CC#C)C,training,0.0
S(=O)(=O)(N)c1cc(C(O)=NC[C@H]2N(CC)CCC2)c(OC)cc1,training,0.0
O=C1C(c2ccc(O)cc2)=COc2c1ccc(O)c2,training,0.0
O=C1C(c2c(O)c3C(=O)C=CC(=O)c3cc2C)=CC(=O)c2c(O)cc(C)cc12,training,0.0
O=C1Oc2c(O)c(O)cc3C(=O)Oc4c(O)c(O)cc1c4-c23,training,0.0
O=C1C(c2ccc(O)cc2)=COc2c1c(O)cc(O)c2,training,0.0
O([C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](CO)O1)c1c2c(O)c3C(=O)OCc3cc2ccc1,training,0.0
ClC(Cl)(Cl)[C@H](P(=O)(OC)OC)O,training,0.0
Oc1ccc([C@H]([C@@H](CC)c2ccc(O)cc2)CC)cc1,training,0.0
O(C)c1c(OC)ccc([C@](C#N)(C(C)C)CCCNC)c1,training,0.0
O(C)c1c(OC)ccc([C@](C#N)(C(C)C)CCCN)c1,training,0.0
O=C(CO)[C@]1(O)C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,0.0
S(=O)(=O)(CCc1c2c([nH]c1)ccc(C[C@H]1N(C)CCC1)c2)c1ccccc1,training,0.0
O([C@H]1[C@@H](O)[C@H](O)[C@@H]2O[C@H](C)OC[C@H]2O1)[C@@H]1[C@@H]2[C@@H]([C@@H](c3cc(OC)c(O)c(OC)c3)c3c1cc1OCOc1c3)C(=O)OC2,training,0.0
O(C[C@@H](O)CNC(C)C)c1ccc(N=C(O)C)cc1,training,0.0
O(C)c1ccc(C[C@@H](N)C(O)=N[C@H]2[C@@H](O)[C@@H](n3c4ncnc(N(C)C)c4nc3)O[C@@H]2CO)cc1,training,0.0
O=C(OC1=CN(C)CC=C1)N(C)C,training,0.0
O=C(OC)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@H]1N(C2)CCc2c3c([nH]c12)cccc3,training,0.0
Clc1ccc([C@@H](N2CCN(CCOCC(=O)O)CC2)c2ccccc2)cc1,training,0.0
Clc1c(/C=N/NC(N)N)c(Cl)ccc1,training,0.0
Clc1c(CC(O)=NC(N)N)c(Cl)ccc1,training,0.0
Clc1c([C@@]2(NC)C(=O)CCCC2)cccc1,training,0.0
OC(=N[C@H](CO)CC)[C@H]1C=C2[C@@H](N(C)C1)Cc1c3c(n(C)c1)cccc23,training,0.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@]32[C@](O)([C@@H](N(CC2CCC2)CC3)C4)CC1,training,0.0
O=C1[C@@H]2Oc3c(O)ccc4c3[C@]32[C@](O)([C@@H](N(CC=C)CC3)C4)CC1,training,0.0
O=C1[C@@H]2Oc3c(O)ccc4c3[C@]32[C@](O)([C@@H](N(CC2CC2)CC3)C4)CC1,training,0.0
O=C(OC1C[C@@H]2N(C)[C@@H]([C@H]3O[C@@H]23)C1)[C@@H](CO)c1ccccc1,training,0.0
S(=O)(=O)(Nc1ncccc1)c1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1,training,0.0
O(CCNC[C@H](O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cc(O)cc1,training,0.0
O[C@@H](CN[C@@H](CCc1ccccc1)C)c1cc(C(O)=N)c(O)cc1,training,0.0
O(C[C@@H](O)CNC(C)(C)C)c1ccc(NC(O)=NC2CCCCC2)cc1,training,0.0
S(=O)(=O)(NC(O)=NCCCC)c1ccc(C)cc1,training,0.0
Fc1ccc(-c2c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)n(C(C)C)c3c2cccc3)cc1,training,0.0
[SH0](=O)(Cc1c(OC)c(OC)ccn1)c1[nH]c2c(n1)ccc(OC(F)F)c2,training,0.0
O=C(O)[C@]1(C)Oc2c(C)c(C)c(O)c(C)c2CC1,training,0.0
O=[N+]([O-])c1ccc([C@@H](CC(=O)C)C2=C(O)Oc3c(C2=O)cccc3)cc1,training,0.0
ON=C(O)C,training,0.0
S(C(=O)C)C[C@H](C(O)=NCC(=O)OCc1ccccc1)Cc1ccccc1,training,0.0
O([C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@H](N)C[C@H]1N=C(O)[C@@H](O)CCN)[C@H]1[C@@H](O)[C@@H](N)[C@@H](O)[C@H](CO)O1,training,0.0
O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,training,0.0
O=C(O)[C@@H]1C(C)(C)S[C@H]2[C@@H](N=C(O)[C@@H](N)c3ccc(O)cc3)C(=O)N12,training,0.0
Oc1c(N)cc(-c2ccncc2)cn1,training,0.0
O=C(O[C@H]1[C@H](CCCCCC)C(=O)O[C@@H](C)[C@@H](N=C(O)c2c(O)c(N=CO)ccc2)C(=O)O[C@H]1C)CC(C)C,training,0.0
O=C(OC1C[C@@H]2N(C)[C@@H]([C@H]3O[C@@H]23)C1)C(=C)c1ccccc1,training,0.0
O=C1[C@H]([C@H](O)CO)OC(O)=C1O,training,0.0
O=C(OC1C[C@@H]2N(C)[C@H](C1)CC2)[C@H](CO)c1ccccc1,training,0.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2C(N=C(O)[C@@H](N=C(O)N3C(O)=NCC3)c3ccccc3)C(=O)N12,training,0.0
Clc1c(N)nc(N)c(C(O)=N/C(=N/Cc2ccccc2)/N)n1,training,0.0
O(C)C1=C(OC)C=CC=2C1=CN1C(c3c(cc4OCOc4c3)CC1)C=2,training,0.0
N(CCc1ncccc1)C,training,0.0
FC12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=C)C=1,training,0.0
O=C(O)[C@]12[C@H]([C@H](C(=C)C)CC1)[C@@H]1[C@](C)([C@]3(C)[C@@H]([C@]4(C)[C@@H](C(C)(C)[C@H](O)CC4)CC3)CC1)CC2,training,0.0
O=C1O[C@H]([C@@H]2N(C)CCc3c2cc2OCOc2c3)c2c1c1OCOc1cc2,training,0.0
O=C(Oc1ccc(C(c2ncccc2)c2ccc(OC(=O)C)cc2)cc1)C,training,0.0
S(=O)(=O)(OCCCCOS(=O)(=O)C)C,training,0.0
Brc1c(N)cc(OC)c(C(O)=NCCN(CC)CC)c1,training,0.0
OC(=Nc1c(C)cccc1C)[C@H]1N(CCCC)CCCC1,training,0.0
CN1[C@@H]2Nc3c(cccc3)[C@]3([C@H]4N(C)CC[C@]23c2c(N4)cccc2)CC1,training,0.0
O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(cc4C3)cccc5)=C2)CO1,training,0.0
O(C)c1c(OC)ccc2c1CN1[C@H](c3c(cc4OCOc4c3)CC1)C2,training,0.0
O=C(O)[C@H](N)CCONC(N)N,training,0.0
ClCCN(N=O)C(O)=NCCCl,training,0.0
ClC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)[C@H](N)c3ccccc3)[C@H]2SC1,training,0.0
S(CC(O)=N[C@@]1(OC)C(=O)N2C(C(=O)O)=C(CSc3n(C)nnn3)CS[C@@H]12)CC#N,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@H](N=C(O)[C@@H](N=C(O)N3C(=O)C(=O)N(CC)CC3)c3ccc(O)cc3)[C@@H]2SC1)c1n(C)nnn1,training,0.0
O=C(O)C1=C(COC(O)=N)CS[C@@H]2[C@H](N=C(O)/C(=N/OC)/c3occc3)C(=O)N12,training,0.0
O=C1C(=O)C=C(C(O)=N)C=2Nc3c(OC1=2)cc(N(CC)CC)cc3,training,0.0
O=C(OCC1=C(C(=O)O)N2C(=O)[C@H](N=C(O)Cc3sccc3)[C@@H]2SC1)C,training,0.0
S(CC(O)=N[C@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)c1ccncc1,training,0.0
ClC(=C(c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccc(OC)cc1,training,0.0
Clc1ccc(S(=O)(=O)NC(O)=NCCC)cc1,training,0.0
O=C1c2c3c(c4c(cc3)cccc4)ccc2C(=O)C=C1,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)N=1)cc1OCOc1c2,training,0.0
Clc1c(N)c(Cl)cc([C@H](O)CNC(C)(C)C)c1,training,0.0
O=C(O[C@H]1C2CC[N+]([C-])(C1)CC2)C(O)(c1ccccc1)c1ccccc1,training,0.0
ClCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@]1(C)C[C@@H](O)[C@]1(F)[C@@]3(C)C(=CC(=O)C=C3)CC[C@H]21,training,0.0
Clc1ccc(OC(C(=O)O)(C)C)cc1,training,0.0
Clc1c(S(=O)(=O)N)cc(C(O)=NN2[C@H](C)CCC[C@H]2C)cc1,training,0.0
Clc1c(OCCCN(CC#C)C)ccc(Cl)c1,training,0.0
O=C(CO)[C@@]1(O)[C@]2(C)[C@@H]([C@@H]3[C@@H]([C@@H](O)C2)[C@@]2(C)C(=CC(=O)CC2)CC3)CC1,training,0.0
O=C(N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN)CCC(O)=NCCCCCN(O)C(=O)C,training,0.0
O(C[C@]12[C@@H]3[C@H](OC)[C@]4(O)[C@@]5(O)[C@H]6[C@H](OC)[C@H]([C@H](OC)C5)C[C@@H]6[C@@]3([C@H](O)CC1)[C@@H]4N(CC)C2)C,training,0.0
O=C(C)[C@@H]1[C@@H]2[C@]3(C)CN(CC)[C@H]4[C@@]2([C@@H](OC)CC3)[C@@]2(O)[C@]3(O)[C@H](OC)[C@@H]([C@@H](OC)C[C@]53OCO[C@]145)C2,training,0.0
Clc1c2[C@@H](O)[C@@H]3C(C(=O)[C@@]4(O)C(=O)/C(=C(\O)/N)/C(=O)[C@@H](N(C)C)[C@H]4C3)=C(O)c2c(O)cc1,training,0.0
O(C(O)=NC=1C(=O)C(N2CC2)=C(N=C(OCC)O)C(=O)C=1N1CC1)CC,training,0.0
O=C(N(CC)CC)N1CCN(C)CC1,training,0.0
Oc1ccc(/C(=C(/CC)\c2ccc(O)cc2)/CC)cc1,training,0.0
O([C@@H]1[C@H](O)[C@@H](O)[C@@H](N[C-](N)N)[C@H](O)[C@@H]1N[C+](N)N)[C@@H]1[C@H](O[C@@H]2[C@@H](NC)[C@@H](O)[C@@H](O)[C@@H](CO)O2)[C@](O)(CO)[C@@H](C)O1,training,0.0
O=C1OC(C)(C)C(O)=N1,training,0.0
Oc1ccc(/C(/C(=C/C)/c2ccc(O)cc2)=C/C)cc1,training,0.0
S(=O)(=O)(O)CN(C)C=1C(=O)N(N(C)C=1C)c1ccccc1,training,0.0
O=C1n2c3c(c4c2[C@@H]2[C@](CC)(C1)CCCN2CC4)cccc3,training,0.0
O(C)c1ccc(C=2Oc3c(c(O)cc(O)c3)C(=O)C=2)cc1,training,0.0
O[C@H]1[C@H](c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1,training,0.0
O=C1[C@H](C(C)C)N2C(=O)[C@](N=C(O)[C@H]3C=C4[C@@H](N(C)C3)Cc3c5c([nH]c3)cccc45)(C(C)C)O[C@@]2(O)[C@H]2N1CCC2,training,0.0
SC(=N)c1cc(CC)ncc1,training,0.0
O(CC)c1cc2C(C)=CC(C)(C)Nc2cc1,training,0.0
O=C(O)CN(CC(=O)O)CC(O)=Nc1c(CC)cccc1CC,training,0.0
O=C(O)[C@@H](C)c1cc(Oc2ccccc2)ccc1,training,0.0
F[C@@]12[C@@H](O)C[C@]3(C)[C@](O)(C(=O)CO)CC[C@@H]3[C@H]1CCC=1[C@@]2(C)CCC(=O)C=1,training,0.0
O=CC=1[C@@H]2/C(=C\C)/C[N+]3([C-])[C@H]([C@]4(c5c(NC=14)cccc5)CC3)C2,training,0.0
F[C@@]12[C@H](O)C[C@]3(C)[C@@](O)(C(=O)C)CC[C@@H]3[C@H]1C[C@H](C)C=1[C@@]2(C)C=CC(=O)C=1,training,0.0
O=C(O)[C@@H](NC(=O)c1ccc(NCc2nc3C(O)=NC(=N)Nc3nc2)cc1)CCC(=O)O,training,0.0
